"","total_confirmed_deaths_due_to_covid_19_per_million_people","standard_deviation_of_life_satisfaction","all_causes_disability_adjusted_life_years_who_2015","share_of_population_covered_by_health_insurance_ilo_2014","current_health_expenditure_per_capita_ppp_current_international","haq_index_ihme_2017","beds_in_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_not_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_publicly_owned_hospitals_per_1_000_population_oecd","acute_care_beds_per_1_000_population_oecd","dentists_per_100_000_population_oecd","for_profit_privately_owned_hospitals_per_million_population_oecd","general_hospitals_per_million_population_oecd","hospitals_per_million_population_oecd","long_term_care_beds_per_1_000_population_oecd","midwives_per_1_000_live_births_oecd","not_for_profit_privately_owned_hospitals_per_million_population_oecd","nurses_per_1_000_population_oecd","physicians_per_1_000_population_oecd","psychiatric_care_beds_per_1_000_population_oecd","psychiatrists_per_1_000_population_oecd","publicly_owned_hospitals_per_million_population_oecd","surgical_specialists_per_1_000_population_oecd","hospital_beds_per_1_000_population_oecd","years_lived_with_disability_ihme","out_of_pocket_expenditure_per_capita_on_healthcare_ppp_usd_who_global_health_expenditure","total_gross_official_disbursements_for_medical_research_and_basic_heath_sectors"
"77",66.19,1.73396059756,32646,20.1,511.3773951,63.7,0.6145,0.1307,2.7604,2.7381,1.073,10.9833,15.168,27.2327,0.5401,61.804,1.5178,9.1241,4.5312,0.5038,0.1095,14.59,0.5885,1.87348295454545,9.55,121.21803,1.8e+08
"78",13.678,1.83695175893,15700,100,4405.131829,89,1.1252,0.8264,3.55,7.79,1.0064,11.7619,58.03,66.39,2.64,70.0467,5.8717,15.4636,5.2419,2.62,0.12,12.14,0.8722,13.05,10.78,576.96307,17583799482.0979
"79",65.47,1.79798179627,30626,75,568.122532,76.5,0.5946,0.1747,3.5495,3.4579,1.1659,7.2481,14.2516,26.696,0.5691,63.1908,2.1964,11.9629,4.6791,0.6273,0.1706,15.3877,0.6707,3.05493045454545,11.19,142.87909,3.763e+10
"80",118.285,1.73326512103,42084,70,903.3240914,61.1,0.616,0.1254,2.8027,2.7546,1.0953,9.71030000000001,14.9625,26.314,0.5324,61.3194,1.5851,9.2328,4.5927,0.5065,0.113,14.098,0.5932,2.42758295454545,9.08,350.55191,4.23e+09
"81",17.37,1.79461501481,62578,39.4,157.1920959,48.7,0.6511,0.1666,3.6378,3.5371,1.1571,9.67680000000001,15.4464,28.343,0.7906,68.9048,2.0786,10.8066,4.9349,0.6946,0.1581,15.8252,0.6711,2.24246795454545,8.25,52.449409,1.9222e+11
"82",177.026,1.78738779064,22687,100,2977.514144,82,0.3328,0.1764,2.6962,3.1942,1.1293,5.9523,13.4703,23.9643,0.307,64.2649,2.8905,12.375,4.4913,0.6706,0.1791,13.0221,0.6823,3.41655,11.46,428.12521,9046812596.44586
"83",174.428,1.79343743445,39969,83,286.577877,60.4,0.6283,0.1736,3.5846,3.443,1.147,9.5097,14.2083,27.4291,0.6378,65.7679,2.1258,10.4225,4.8365,0.5906,0.1579,14.6345,0.6547,2.40924295454545,8.78,138.24355,2.132e+10
"84",33.4,1.80919904114,29932,70,1429.309665,77.7,0.56,0,5,3.3,1.18,9.27,13.9,32.44,0.63,43.25,0,9.8,6.18,1.25,0.15,23.17,0.7,5.57,9.85,594.9317,15573987517.8254
"85",86.441,1.8117536068,20828,48.3,1117.255973,80,0.6195,0.2088,3.388,3.5716,1.1805,7.3024,13.5731,25.8197,0.4489,63.2132,2.7491,12.4028,4.5646,0.7653,0.1769,14.4431,0.6866,3.50935545454546,11.79,358.2995,2.968e+10
"86",20.072,1.75237148528,99421,17.6,251.1429737,35.7,0.6203,0.1136,2.8435,3.0117,1.0941,9.74470000000001,16.0361,27.4158,0.6747,60.6827,1.4476,9.4882,4.6241,0.5814,0.1159,15.4138,0.6028,2.41945795454545,6.49,42.327137,2.32e+09
"87",16.213,1.79461501481,62373,36.3589970903676,127.7707491,45.4,0.6511,0.1666,3.6378,3.5371,1.1571,9.67680000000001,15.4464,28.343,0.7906,68.9048,2.0786,10.8066,4.9349,0.6946,0.1581,15.8252,0.6711,2.22976795454545,9.11,25.088203,2.1117e+11
"88",118.173,1.74564679145,28906,81.8786604798131,1163.50400866353,69.9,0.5365,0.1321,2.6231,2.5501,1.0862,7.28340000000001,15.4953,24.7091,0.4728,57.2753,1.8869,10.0531,4.452,0.4685,0.1154,13.3673,0.581,2.50628295454545,10.85,230.01372,1e+07
"89",26.221,1.76122223857,28386.9170047492,95,1534.87300285975,69.6754541352912,0.5927,0.0908,2.9368,3.1847,1.1208,8.3459,14.5991,26.0665,0.6123,56.5368,1.4582,9.8426,4.9099,0.6014,0.1377,15.0137,0.6728,3.28992462121212,9.37071088639867,345.020545130065,6371316110.84704
"90",51.795,1.81631863359,30215,95,1874.615864,76.6,0.05,0,6.5,5.47,1.39,2.83,25.81,32.88,0.5,40.59,0,9.28,5.28,0.99,0.24,30.05,1.07,6.56,9.96,601.2337,15309299991.4988
"91",234.833,1.79073308594,18648,97.6,6381.507524,89.3,0.6579,1.3046,3.0024,3.7,1.23,1.71,6.58,16.45,0,71.47,10.28,24.27,4.19,0.74,0.21,8.57,0.68,4.51,11.16,679.28198,18665114078.3269
"92",8.812,1.79461501481,54971,3.7,76.74339356,43.7,0.6511,0.1687,3.6378,3.5371,1.1571,9.67680000000001,15.4464,28.343,0.7906,68.9048,2.2008,10.8066,4.9349,0.6946,0.1585,15.8765,0.6711,2.21696795454545,7.47,16.622654,1.1243e+11
"93",9.566,1.79461501481,70678,15.4993034893379,108.1896442,47,0.6511,0.1666,3.6378,3.5371,1.1571,9.67680000000001,15.4464,28.343,0.7906,68.9048,2.0832,10.8066,4.9349,0.6946,0.1581,15.8252,0.6711,2.21696795454545,7.46,11.881274,1.6338e+11
"94",7.353,1.76261616828,29765,100,1063.888395,66.6,0.6269,0.0878,2.9613,3.0115,1.056,9.88330000000001,16.0854,27.9835,0.6731,64.6166,1.3217,9.6083,4.7375,0.5961,0.1194,15.3918,0.6443,2.93772462121212,9.14,370.69351,6.2e+08
"95",68.45,1.74258104446,25036,30,1513.882431,75.5,0.5812,0.1101,2.6814,2.7605,1.0813,7.7541,14.6829,25.1478,0.5062,58.03,1.2989,9.19560000000001,4.5842,0.4951,0.1305,13.6778,0.6132,2.88522045454545,10.2,247.58975,1.06e+09
"96",6.716,1.79461501481,75910,1.9,118.4518361,45.6,0.6511,0.1687,3.6378,3.5371,1.1571,9.67680000000001,15.4464,28.343,0.7906,68.9048,2.1962,10.8066,4.9349,0.6946,0.1585,15.8765,0.6711,2.21696795454545,8.15,54.852081,1.3294e+11
"97",124.564,1.619936347,19507,100,3470.896993,85.1,0.5622,0.4111,2.6396,3.1203,1.1509,8.7056,13.5937,25.8901,0.2638,65.2744,3.6887,13.0554,4.9918,0.6653,0.1888,12.5419,0.6848,3.4033,10.5,1287.7975,8887971835.53746
"98",35.056,1.75718312029,58285,6,177.0806661,52,0.5915,0.1078,3.0877,3.1532,1.138,9.71040000000001,14.8188,27.0218,0.5661,65.9956,1.3401,9.6444,4.808,0.6062,0.1248,16.1079,0.6402,2.08321795454545,9.17,85.419205,1.33e+10
"99",7.863,1.75580274106,30076,100,1098.625455,65.7,0.5326,0.0895,3.0072,3.0323,1.0846,8.7105,15.6648,27.9374,0.665,59.0902,1.3255,9.9223,4.8585,0.6119,0.1292,15.2694,0.6575,2.9723625,9.72,556.64081,1.8e+08
"100",696.596,1.67401284226,26763,85.6,1008.676198,62.6,0.36,0.9138,1.02,1.38,1.014,26.1,17.189,37.51,0.5098,51.8547,0.15,8.1385,3.6971,0.03,0.01,11.26,0.16,1.38,9.32,417.28952,9.6e+08
"101",423.901,1.73645307187,35472,75.7,515.3230735,73.1,0.6565,0.1666,2.8378,2.9992,1.117,9.05510000000001,14.5185,25.9179,0.5415,68.6224,1.7564,9.4045,4.7641,0.5658,0.1249,14.2254,0.6234,2.38499045454545,8.97,238.01622,1.13e+10
"102",25.482,1.79117252828,30902.3877467864,83.1480744564498,3406.868928,66.3751184561847,0.623,0.1136,3.5872,3.5221,1.1363,8.255,14.0122,25.9058,0.6182,61.3647,1.7184,9.9382,4.8982,0.7337,0.1528,15.5269,0.6745,3.45740795454546,9.65410357583071,206.57016,13572625752.6289
"103",437.855,1.7277803016,26702,95,957.0148208,80.7,0.6137,0.1438,2.7063,2.6867,1.0659,7.7835,14.3934,24.8691,0.5359,62.8597,1.9159,9.3611,4.4358,0.5035,0.1293,12.6545,0.6273,2.53265545454545,9.91,304.52347,9e+07
"104",93.334,1.7425839615,38061,42.3,435.2900287,61.3,0.6284,0.1336,2.7254,2.7686,1.0975,8.6214,15.5555,25.558,0.4738,60.7196,1.9348,10.1091,4.4843,0.5043,0.1196,14.6578,0.5782,2.13098295454545,11.03,231.06967,3.89e+09
"105",2.848,1.79461501481,88491,11.7157444988776,63.74393076,43,0.6511,0.1788,3.6378,3.5371,1.1607,9.67680000000001,15.4464,28.343,0.7906,68.6818,2.2008,10.8066,4.9349,0.6946,0.1585,15.8765,0.6711,2.21696795454545,7.94,4.3641877,2.3915e+11
"106",21.081,1.79461501481,48793,41.9460424152804,267.2280328,48.4,0.6613,0.1666,3.6412,3.5371,1.1667,9.623,15.5056,28.1986,0.7919,68.3598,1.9976,10.7739,4.9349,0.6954,0.1581,15.8252,0.6711,2.20326795454545,8.46,197.51004,9.451e+10
"107",52.343,1.73518197899,48404,28,942.4741866,53.7,0.6171,0.1188,2.8272,2.7877,1.1023,9.91220000000001,15.0971,26.8363,0.5424,61.4544,1.4539,9.1546,4.5913,0.532,0.1149,15.4315,0.6059,2.15408295454545,8.3,78.47451,4.04e+09
"108",30.065,1.79403458835,43324,0.1,150.5903691,50.8,0.6403,0.1668,3.6113,3.5088,1.1379,10.521,14.4279,28.0027,0.6805,65.4747,1.9378,10.4529,4.8741,0.6435,0.1564,16.2805,0.6711,1.87916795454545,9.49,90.96965,9.946e+10
"109",416.227,1.335178614,18770,98.9,5313.243391,89.5,0.6829,3.32,0,2.92,0.57,23.99,4.44,31.81,0.29,25.29,7.82,11.74,4.54,0.91,0.23,0,0.42,3.32,10.94,650.96637,8536240357.95121
"110",5.184,1.7021896637,18742,100,3530.096913,86.2,0.31,0.1,2.2,2.59,0.61,10.69,10.9,33.92,0.02,50.56,5.96,11.58,3.5,0.3,0.19,17.27,0.71,2.61,10.68,422.60583,13295564396.3073
"111",23.549,1.79127060893,33239,12.2,405.9922707,64.3,0.6431,0.1632,3.6113,3.5112,1.1498,9.5864,14.379,27.4499,0.646,66.4644,1.9154,10.539,4.8626,0.6423,0.1323,15.8246,0.6686,2.55741795454545,9.35,146.10959,1.948e+10
"112",2.85,1.79461501481,70093,3.1,68.46968478,41,0.656,0.1705,3.6167,3.5395,1.1571,9.68670000000001,15.4183,28.343,0.7906,68.2978,2.2204,10.7288,4.907,0.6941,0.1605,15.8364,0.6723,2.56216795454545,7.66,35.789703,6.702e+10
"113",5.506,1.79374140026,84764,2.2,215.223799,51.3,0.6511,0.1687,3.6378,3.5371,1.1571,9.88340000000001,15.4464,28.343,0.8166,69.41,2.1195,10.8041,4.9197,0.6946,0.1568,15.8765,0.6711,2.02216795454545,8.74,155.4747,6.9788e+11
"114",51.649,1.868804097,19615,100,6221.641638,90.5,0.9172,1.1331,2.74,3.2,1.37,10.0053,15.2609,29.3688,0,78.14,6.37339999999999,26.34,6.46,1.07,0.26,16.9174,0.57,3.6,10.61,887.98853,9867669461.49329
"115",235.576,1.7470213425,27260,97,1635.870769,77.1,0.5832,0.1259,2.6926,2.8871,1.0779,6.546,14.578,24.175,0.5034,54.8647,1.9628,10.0302,4.5384,0.5277,0.1461,13.0851,0.6145,3.22762045454545,10.76,104.14493,2.5e+08
"116",30.599,1.79403458835,50534,26.6,134.4414606,43.1,0.6403,0.1647,3.6113,3.5088,1.1379,10.521,14.4279,28.0027,0.6805,65.4747,1.9378,10.4529,4.8741,0.6435,0.1564,16.2805,0.6711,1.87016795454545,8.98,89.383614,2.0375e+11
"117",614.17,1.72220187191,27476,51.8,1542.796273,64.4,0.509,0.1754,2.4657,2.5409,1.0501,9.57150000000001,14.2175,26.6296,0.4798,59.2001,1.7713,9.2959,4.5482,0.4702,0.1274,12.7499,0.5907,2.7190975,9.54,470.90369,3.23e+09
"118",0.782,1.79461501481,59322,26.346061783616,98.58088454,38.6,0.656,0.1806,3.6167,3.5395,1.1571,9.68670000000001,15.4183,28.343,0.7906,68.2978,2.225,10.7288,4.907,0.6941,0.1605,15.8364,0.6723,2.56216795454545,7.67,5.6810246,6.417e+10
"119",186.049,1.73126722816,30862,23.6,724.3116252,60.4,0.6292,0.1515,2.7823,2.7672,1.0919,9.73730000000001,15.1504,26.7711,0.5455,62.451,1.671,9.0665,4.6633,0.5117,0.1143,14.1302,0.5957,2.17333295454545,9.52,264.27051,5.62e+09
"120",1038.977,1.73394172076,26911,64.4,671.0036469,69.6,0.6236,0.3661,2.5926,2.787,1.076,9.1131,14.8029,25.9787,0.5371,71.2241,1.7931,9.2106,4.7317,0.5265,0.1168,13.0786,0.6136,1.83385295454545,9.9,207.45259,9.5e+09
"121",64.363,1.79106872442,41446,82,322.7779997,52,0.6122,0.1659,3.6113,3.4449,1.1621,9.5824,14.5174,27.3179,0.6699,66.6341,1.9157,10.3294,4.8394,0.5983,0.1584,14.8746,0.6612,2.19469295454545,8.46,172.83017,9.55e+10
"122",121.94,1.84604060773,25415,97.5,1704.195989,79.6,1.78,0,4.85,4.85,1.09,9.72,25.31,27.86,0.02,93.77,0,7.69,3.85,0.65,0.09,15.71,0.54,6.62,10.33,396.16248,13795026832.6332
"123",232.526,1.956165552,19815,100,2661.397049,84.5,0.36,0.7,2.33,3.25,1.01,5.44,16.6,21.84,0.3231,65.5388,5.63,11.5459,4.97,0.64,0.13,10.78,0.73,3.39,10.47,735.89484,6423916956.73749
"124",79.832,1.81592474462,22923,100,3900.286232,85.2,0.553,0.154,3.2621,3.5118,1.1355,7.72250000000001,13.2737,25.877,0.377,67.6145,2.9203,14.2794,4.4432,0.7125,0.1907,13.9268,0.691,3.66119545454545,11.71,242.92445,14548040592.849
"125",341.725,1.73474056007,28496,94.3,1090.416516,74.4,0.5964,0.1361,2.7782,2.7371,1.0897,7.5474,14.195,25.484,0.5375,65.7098,1.7477,9.234,4.7872,0.5355,0.132,12.7996,0.6367,2.36423045454545,9.69,232.00484,7849974264.72151
"126",182.198,1.82533714654,39906,88,1414.028282,71.7,0.7744,0.2859,4.6386,4.2911,1.2056,8.6685,14.2992,27.1212,0.8616,63.4584,2.4054,10.3259,5.1468,0.8029,0.176,15.0987,0.7248,8.05,8.96,515.22107,23484727927.1045
"127",2.702,1.79840452077,54160,91,143.1853392,47.8,0.6621,0.1452,3.6167,3.566,1.1721,9.69790000000001,15.4581,28.0576,0.7919,65.4664,2.0836,10.5756,5.0735,0.685,0.1648,15.575,0.6805,3.07358462121212,8.3,37.179249,8.313e+10
"128",1237.551,1.74234301807,29139.0907280016,90.4654358076564,3674.645142,75.8191552129905,0.474,0.3688,2.5231,2.7342,1.0256,6.56490000000001,13.4627,23.4137,0.4622,50.8339,2.6041,9.1654,4.7436,0.5269,0.1525,11.899,0.6205,3.275685,9.99884185725575,673.5119,5956432637.71233
"129",68.443,1.73486384515,54943.3900050478,2.1,308.3572367,49.6,0.6204,0.1389,2.7773,2.7654,1.0961,9.959,15.168,26.7559,0.5401,61.8815,1.6034,9.15690000000001,4.537,0.5024,0.1128,14.7091,0.5884,1.97103295454545,8.95,35.996059,3.65e+09
"130",153.071,1.76375898954,27174,90.9529580687831,3121.341632,79.4,0.4204,0.147,2.6452,3.1545,1.0725,6.1135,13.7336,23.2608,0.3997,54.1445,2.5798,9.91710000000001,4.6036,0.627500000000001,0.1519,12.5823,0.617,3.5781,10.72,467.57504,1e+07
"131",19.231,1.79461501481,53970,20.1,97.08918675,44.4,0.6637,0.1682,3.6167,3.5395,1.161,9.6329,15.4775,28.1986,0.7919,68.0748,2.1319,10.7288,4.9144,0.6949,0.1601,15.7851,0.6723,2.56216795454545,8.35,42.894653,8.352e+10
"132",117.274,1.73667781832,28151,92.1,1323.690595,75.4,0.48,0.0847,2.7941,2.6894,1.0798,7.1869,14.4578,24.6736,0.5016,55.4975,1.3368,9.3723,4.7467,0.4994,0.135,13.0861,0.6182,3.021275,9.84,537.25604,1.15e+09
"133",9.277,1.79461501481,117683,0,256.3404367,41.3,0.6511,0.1687,3.6378,3.5371,1.1571,9.67680000000001,15.4464,28.343,0.7906,68.9048,2.2095,10.8066,4.9349,0.6946,0.1585,15.8765,0.6711,2.21696795454545,7.52,98.019753,1.4083e+11
"134",4.786,1.76204951768,14354,100,3681.29594,86.3,0.6664,0.4374,3.9227,4.1089,1.0472,10.3907,17.3106,33.5246,0.6565,62.7186,3.4305,12.0973,5.2601,0.970100000000001,0.1893,15.5347,0.792899999999999,5.1162,10.11,1161.4761,17773254240.1236
"135",32.237,1.83513876918,25991,94.8,2061.950585,78.6,0.698,0.1098,4.5064,4.91,1.171,6.9477,13.24,24.08,0.76,60.0181,2.0558,10.3752,4.9619,0.81,0.156,15.4086,0.7709,5.82,10.09,380.29736,17009795148.5649
"136",92.355,1.80664773588,21200,100,2733.762624,87.4,0.05,0,4.45,4.2,1.1127,1.45,5.81,14.03,0.14,73.2879,0,13.0655,4.675,0.66,0.14,12.58,0.62,4.5,11.51,342.3797,17851185672.3103
"137",6.544,1.79461501481,89247,21.5482951810667,266.132510789393,34.2,0.656,0.1684,3.6167,3.5378,1.1571,9.68670000000001,15.4183,28.343,0.7906,68.4305,2.1422,10.8066,4.907,0.6941,0.1605,15.8364,0.6723,2.52726795454545,6.75,188.431316658542,5.67e+10
"138",321.251,1.79954537036,67514,100,1086.409415,52,0.6348,0.1865,3.5029,3.3272,1.1352,9.756,14.23,28.1424,0.639,68.3561,2.285,11.0133,4.7588,0.62,0.1737,14.4202,0.681,2.32,8.61,83.637741,8.779e+10
"139",8.992,1.75871383787,17921,100,2556.046343,85.8,0.6032,0.3372,2.7438,3.3078,1.1516,8.38510000000001,14.7607,28.3537,0.4456,65.1898,2.6609,12.3597,5.2605,0.7491,0.1811,15.0532,0.750899999999999,3.7658,10.24,940.44543,9611788093.64596
"140",5.003,1.79461501481,80319,9.84583960781059,71.16543519,38.8,0.6511,0.1687,3.6378,3.5371,1.1571,9.67680000000001,15.4464,28.343,0.7906,68.9048,2.1962,10.8066,4.9349,0.6946,0.1585,15.8765,0.6711,2.21696795454545,8.03,43.657784,1.1859e+11
"141",754.96,1.502460957,16984,99.2,3182.544019,89.6,0.57,0.36,2.04,2.43,0.79,6.7,12.13,16.68,0.51,23.04,2.6,6.24,5.45,0.36,0.11,7.38,0.96,2.97,10.35,771.09918,5577187149.70401
"142",0.887,1.82517454147,28527,100,353.1291505,72.8,0.6452,0.1657,3.6719,3.695,1.1736,8.1834,15.5491,29.4211,0.77,65.6986,2.1328,11.1856,5.0529,0.8238,0.1793,15.5124,0.7256,3.49315545454545,9.66,135.6982,3.374e+10
"143",19.088,1.7951237476,59210,29.7,277.0008938,50.1,0.681,0.1669,3.6565,3.5578,1.166,8.5091,15.5056,27.8372,0.7932,68.3467,2.0686,10.7508,4.927,0.6947,0.1602,15.6343,0.683,2.18306795454545,10.13,175.13531,1.0946e+11
"144",189.215,1.73248378161,29901,46.4271678137763,1016.908901,56.7,0.6399,0.15,2.7613,2.7289,1.0784,9.73880000000001,15.219,27.2326,0.5444,61.6776,1.5464,9.1206,4.474,0.5073,0.1082,14.0666,0.5761,2.16308295454545,9.1,103.195,1.77e+09
"145",585.983,1.607709408,18308,100,5298.603868,90.5,0.5009,0.8182,2.4797,2.04,1.73,8.5507,14.2412,27.5551,0.18,107.33,5.67979999999999,19.73,6.64,0.43,0.23,14.3107,0.66,2.22,11.16,804.94183,9038478856.9716
"146",222.887,1.79379481557,17679,100,7582.571519,91.8,0.8843,1.258,3.4579,3.56,1.0856,11.1616,12.07,33.25,0.13,80.9598,6.89589999999999,22.1569,5.2684,0.93,0.52,15.7859,0.82,4.53,11.24,2149.3345,20489687096.6647
"147",15.714,1.77897268893,43178,90,673.469454356085,74.6,0.604,0.0706,3.0693,3.2724,1.1354,8.75050000000001,15.8624,26.8761,0.7201,61.0182,1.2564,9.93370000000001,4.9898,0.7011,0.1302,15.5241,0.6629,3.25782212121212,9.15,85.753609,1.105e+10
"148",8.493,1.79461501481,42752,0.3,192.6961909,58.6,0.656,0.1705,3.6167,3.5378,1.1571,9.68670000000001,15.4464,28.343,0.7906,68.4305,2.1422,10.8066,4.907,0.6941,0.1605,15.8364,0.6723,2.48996795454545,8.67,121.52,2.398e+10
"149",0.352,1.79461501481,63043,13,96.49687717,49.9,0.6511,0.1666,3.6378,3.5371,1.1571,9.67680000000001,15.4464,28.343,0.7906,68.9048,2.1977,10.8066,4.9197,0.6946,0.1585,15.8765,0.6711,2.14026795454545,7.76,25.233082,3.1549e+11
"150",0.845,1.81342823745,28993,98,610.1700037,70.8,0.6398,0.1481,3.7201,3.7818,1.1897,7.9999,15.4987,28.5668,0.777,62.502,2.1378,11.0341,5.0433,0.8206,0.1801,15.5687,0.7161,3.65571795454545,9.77,75.361549,2.679e+10
"151",6.523,1.79516822579,71808,4,95.63100552,44.3,0.6392,0.1076,3.6316,3.5608,1.1361,9.47780000000001,15.5385,27.4589,0.8158,66.6281,1.6855,10.0064,4.8922,0.6988,0.128,15.3862,0.6648,2.59006795454545,7.72,48.73756,1.644e+10
"152",75.742,1.76439300182,38360,53.3700647408881,2204.137969,62.1,0.5745,0.2027,2.8097,3.0872,1.0827,10.0423,14.3365,26.5066,0.4841,60.6619,1.857,11.0128,4.8412,0.6481,0.1444,15.3614,0.6114,3.3486875,9.51,822.86584,5e+07
"153",83.174,1.74840364217,26814,80,774.0570073,70.1,0.5144,0.137,2.6206,2.5633,1.0842,7.09860000000001,15.4394,24.4699,0.4778,57.069,1.8334,9.96410000000001,4.4999,0.4645,0.119,13.3923,0.5862,2.58248295454545,10.85,307.94397,4.34e+09
"154",117.976,1.73971503735,29027,86,995.9660375,76.2,0.67,0,2.15,2.78,1.0131,7.33,17.48,18.9,0.4948,59.32,0,9.3178,4.2587,0.05,0.05,11.57,0.44,2.81,11.56,168.79961,2.16e+09
"155",2.252,1.79461501481,74116,2,138.5283968,42.9,0.6511,0.1687,3.6378,3.5371,1.1571,9.67680000000001,15.4464,28.343,0.7906,68.9048,2.1962,10.8066,4.9349,0.6946,0.1585,15.8765,0.6711,2.21696795454545,7.86,56.105515,2.0389e+11
"156",150.685,1.82037436962,35121,100,469.4283772,72.7,0.6516,0.1632,3.6161,3.6369,1.1547,8.8633,14.3276,27.6548,0.6585,65.3052,2.2957,10.795,4.9649,0.7608,0.177,14.7744,0.7081,3.63779712121212,9.07,224.43942,5.127e+10
"157",48.734,1.78861026641,25546,100,2425.795649,72.2,0.4656,0.0901000000000001,2.8014,3.1543,1.1195,6.9694,14.6619,25.0153,0.4851,59.3317,1.6299,9.9942,4.6949,0.625,0.1579,13.9471,0.6702,3.375725,10.43,431.54056,5832317694.54113
"158",668.253,1.72938199402,20376,100,4144.60079,84.6,0.4299,0.287,2.54,2.11,1.0775,7.48210000000001,11.39,28.82,0.2433,66.7703,4.0627,15.1268,3.67,0.38,0.18,11.8353,0.82,2.54,10.85,613.17255,7163129128.67209
"159",684.958,1.76660037,22775,84,9535.945335,81.3,0.47,1.68,0.61,2.44,0.992200000000001,3.72,13.75,17.11,0.18,3.9,9.15,17.49,3.46,0.21,0.14,4.25,0.39,2.77,11.16,1056.9528,2188623834.98086
"160",15.545,1.79990575909,24820,97.2,1747.771686,72,0.6191,0.0717,3.0276,3.3463,1.1099,8.682,15.8002,26.8122,0.6243,57.0591,1.3301,9.64110000000001,4.662,0.6939,0.1337,14.713,0.6453,3.67134545454546,9.39,282.98938,2.1e+08
"161",16.642,1.8083091724,40253,100,382.8217102,62.3,0.6275,0.1647,3.6157,3.5637,1.1535,9.9316,15.4444,29.4063,0.7693,66.1775,2.0026,11.0529,5.0551,0.7159,0.1766,15.7927,0.7184,3.21108462121212,8.49,163.58907,2.245e+10
"162",27.43,1.74300361159,29410,100,579.4147164,64.7,0.6075,0.0832,2.8387,2.7584,1.0836,10.0062,14.8937,27.4753,0.5516,64.0514,1.4501,9.6535,4.6126,0.5346,0.1216,14.8577,0.6338,2.45682462121212,8.87,265.49927,1e+08
"163",0.36,1.79753090622,29226,61,334.319988,66.3,0.6588,0.1605,3.5653,3.5342,1.1604,9.67840000000001,15.5084,28.1285,0.7851,68.022,2.0145,10.7457,5.0609,0.6821,0.1586,15.3191,0.6611,2.78726795454545,8.64,145.36028,7.389e+10
"164",20.117,1.80292238355,55241,42,144.4998841,49.6,0.6516,0.1569,3.5463,3.5273,1.1757,8.4245,15.2558,27.7025,0.6787,66.1722,2.1455,10.6811,4.8155,0.6968,0.1631,15.5169,0.6496,2.48391795454545,10.68,116.98312,6.458e+10
"165",18.93,1.79461501481,76189,8.4,203.0385646,41.6,0.6588,0.1687,3.6378,3.5371,1.161,9.623,15.5056,28.1986,0.7919,68.3598,2.0786,10.8066,4.9349,0.6954,0.1581,15.8252,0.6711,2.21696795454545,7.16,55.894348,1.4342e+11
"166",16.282,1.79461501481,72784,1,182.2733538,48.7,0.6511,0.1687,3.6378,3.5371,1.1571,9.67680000000001,15.4464,28.343,0.7906,68.9048,2.0786,10.8066,4.9349,0.6946,0.1581,15.8252,0.6711,2.23736795454545,7.13,47.00177,1.1784e+11
"167",237.838,1.85068674685,22380,100,2469.851757,84.8,0.98,0.02,5.63,4.11,1.1434,8.87,14.72,24.35,1.96,64.02,0.28,11.54,4.14,0.94,0.15,15.2,0.89,6.63,11,366.23938,16938798869.6022
