"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Hong Kong SAR, China","HKG","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","89762734793.5474","105888205366.631","126088648887.826","137295246033.403","159623779827.432","162646822668.782","165674840010.207","172601720142.602","191961043896.321","209430749696.233","231332505985.915","257883800487.31","289203508243.355","288968901608.815","295209791105.121","348369198801.841","389369731861.535","421088986767.017","472950089392.265","529898406101.547","574248567213.874","596636502181.662","630610737414.45","704037310784.31","722071690763.975","791004929007.793","899392744512.144","979392036784.936","1023147330545.87","1068816592024.29","1148076276063.83","1239218387486.21","1330617906738.37","1397141239497.05","1402855626893","1479585950271.15","1567901791634.94","1504003944677.21","1517979683460.07","1625121106932.24","1640695027993.04","1700121588836.83","1730477823275.47","1820994575673.56","1933313949367.5","2027706632142.08","2180184268245.67","2199490092082.75","2164652949431.02","2274196439670.46","2372971894031.24","2400181387035.8","2483225008396.13","2547320958540.68","2643826163871.79","2710937025571.19","2816226886348.64","2904675450293.23","2844560000000","2668212832879.56",
"Honduras","HND","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","20413101498.0595","21951030417.6697","24006618878.5047","25062452248.5207","27105249929.8851","28857542570.7478","28967933952.1161","31043919464.4773","33120071753.3985","32528041764.5975","31956355339.0916","31053061925.1121","33727762582.34","37145070486.0927","34634899481.25","33833028045.5157","44586881660.3499","55606640725.0405","49745116031.841","50062442427.7485","49822641015.477","42750427112.4763","42071021805.8802","41229104207.8337","46141718338.9918","49890220450.0873","55784837991.1898","58005122888.5141","63087840255.689","62848551639.0516","64802935922.6744","66639033681.5297","67632295522.0975","75993456909.7225","83503195805.7958","90072065690.3156","89019716737.8672","92879567523.4801","98171827319.0221","99098035678.294","106654200000","108114043866.12","110621266215.912","113802520014.301","119074614039.321","125403511386.012","132388804180.477","139043444658.301","140774580187.955","139314540126.202","145452364322.19","153949889454.939","156902281251.681","156783064143.859","164630235745.897","176024715658.438","183624370898.943","192769453964.934","194182158702.285","197497674683.69","185505299612.423",
"Heavily indebted poor countries (HIPC)","HPC","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","217005283991.636","229283267731.441","245972952589.055","253670198231.354","249609772417.477","255720490368.408","263141311712.592","279807767401.751","297717276939.654","312721343875.503","326346092226.377","344236941071.305","363352087101.561","372057039795.547","346240496073.012","342470056789.737","342368599446.702","333398053773.786","331641457726.521","330920132278.257","339662619826.967","353955847662.766","366725302246.917","378307821948.83","390873051066.35","354570706130.526",
"Haiti","HTI","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","464175169677.917","448038693588.456","451734232569.891","459058483530.758","433947364992.588","412655213123.918","362895835292.175","405365341089.055","430438296623.763","442878613602.031","450829565769.624","471254324850.428","480156303680.987","475848003387.738","477580176743.163","488030712881.918","482584837881.349","502127031429.766","496062153308.589","528290212131.745","539167604110.935","578061003203.25","546231594399.814","567258006358.844","569992711900","596374549237.734","611342481920.74","634662699460.273","656274413656.052","666392423821.457","679579202185.506","670044602530.438","634592177379.674",
"Hungary","HUN","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21793272248869.9","21122431173390.1","21103062750530.7","21797443113238.3","22257617143925.2","22244612182126","23082677458589.3","24084317899974.8","24804163516722.5","25770976809491.6","26899872963704.7","28324924587043.5","29447388725660.3","30900744347343.3","31964566150183.2","33028214565035.4","33210583495686.2","33355295584934.9","31285783788396.8","31655165543080.2","31919322091340.1","31239292485258.5","31942825822619.6","33450245755388.1","34937313000000","35896057541254.8","37300722236651.3","38947474907309.5","40875310375158.6","39478355591807.5",
"IBRD only","IBD","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","477058315428359","504936361615494","530688656894146","513324316282980","523900907528317","523973600650057","530927707655365","542336984881965","608340986886725","640441033297140","687031844177561","732095198077016","765846677519597","813602877639015","942309189573725","995314862162296","1.05595521211386E+15","1.14526869285237E+15","1.23434559206222E+15","1.41926245517082E+15","1.65890635120922E+15","1.79822935013067E+15","1.83251524287249E+15","1.97368191728489E+15","2.14447092095457E+15","2.21956203194388E+15","2.25721682763835E+15","2.36295987657576E+15","2.41628414514799E+15","2.60995109234893E+15","2.8676008793629E+15","3.05864221716118E+15","3.24097682179891E+15","3.44217848128234E+15","3.71462163512335E+15","4.03852695089371E+15","4.37222050685707E+15","4.66049805282203E+15","4.15720160654903E+15","4.03452132448344E+15","4.29105835614957E+15","4.41722336985125E+15","4.55259385684103E+15","4.79174762941338E+15","5.03142162924631E+15","5.30777930725124E+15","5.68650216292506E+15","5.98707220376942E+15","6.17163277362483E+15","6.49758381249481E+15","6.8641331E+15","7.32570298234147E+15","7.66218830800293E+15","8.01403262820156E+15","8.44319558508365E+15","8.87530417242909E+15","9.35660521287783E+15","9.83354245047595E+15","1.02360335455705E+16","1.0662994688204E+16","1.04950462967553E+16",
"IDA only","IDX","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","7400145397880.65","7674472543383.96","7898380001098.32","8372547233826.87","8992085841548.62","8751720262688.92","8753542559749.4","9437662133904.94","9757318502333.38","10392445771159.9","10912225168462.5","11137367043330.6","11123217794255.2","11393583594678.9","11371759270243.1","12363625847323.4","12584522539822.1","13648975491446.3","14331816739859.4","13502350699992.6","14324707274682.4","15303898261994.7","15857040059830.5","17220746224955.6","17746723308483.9","18719135460194.8","19792718508178.9","20516591678193.3","22522641714993.6","23819527159587.3","24984166255719.4","25378060471996.1","26884123501225.3","28466115050783.1","30526143458494.3","32619144555168.6","34766512856827.6","36674606613946.7","39114928576202.8","42097239921471.5","43585353217089.1","45612998481546","46898919801301.1","50995996213206.5","54294985566928.9","58611102105524.4","63302794547352.9","68138415834075.1","70953950095792.5","76328511490102.4","83261366871317","87363287113728.1","91828791047618.4","97000692972411","103761941541775","112498778127502","122200998511036","131778445235722","138981001482352","146596586766639","134968027747438",
"Not classified","INX","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","33292203204.6792","34589023171.0084","37229464103.8771","39569239112.6341","39717189811.2497","41822502383.5195","42792915182.911","46191471430.422","49807213124.0215","50909563772.6891","51681304932.9883","53142602158.879","54780130630.3567","55310565309.5902","57673694829.9885","59608882211.2397","60300699735.881","63146516624.7665","66361798029.5513","70654949669.1559","75209698471.1565","75918082889.6473","78366944808.0703","81429945520.1425","85388295833.7805","92861405387.6762","99820264514.0229","111142590873.052","121944850528.035","134733355344.082","147736879608.561","157722882707.038","170181400842.202","173251726105.764","176594603854.712","189382087989.401","197279947262.037","208719077316.683","201311936609.22","188937001309.566","185915789718.023","190749981873.193","187413122615.031","189396355358.155","200982544823.671","262853327000","268401135885.81","287921672924.799","310871875420.271","336225370659.6","340501180839.399",
"Iran, Islamic Rep.","IRN","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","496088901133776","543259738431574","572257870682579","601026661132402","643404363013259","753609070407217","823076058221117","889057999837730","1.02924871949592E+15","1.16530653469284E+15","1.26997337443569E+15","1.49826501961643E+15","1.7156447499648E+15","2.17052494930363E+15","3.44973358845897E+15","3.37365852683983E+15","3.99797802104695E+15","3.83223774355341E+15","3.2970722951035E+15","3.46413860797124E+15","2.374683794204E+15","2.24554166353019E+15","2.74819163263861E+15","2.85703057935775E+15","2.62779381656019E+15","2.68138386263959E+15","2.2886467800242E+15","2.5108609628848E+15","1.89443948286086E+15","2.04321525077297E+15","2.33819583681321E+15","2.56533083079648E+15","2.62381053296852E+15","3.03615876524592E+15","3.00559862460259E+15","2.95834402167846E+15","3.11826561149626E+15","3.04748172157633E+15","2.93296763759354E+15","3.21372381575726E+15","3.34558465421453E+15","3.45464658708255E+15","3.92104631600461E+15","4.19458399135824E+15","4.50362607990547E+15","4.91980955112432E+15","5.19658902007021E+15","5.82328845969879E+15","5.80181544907404E+15","5.66579975425261E+15","6.14281111526332E+15","6.3963309184943E+15","5.61876788094986E+15","5.55910124705752E+15","5.66172499444934E+15","5.24595059653295E+15","5.54197534899924E+15","5.8299473959044E+15","5.44557764735534E+15","5.26953318698865E+15","5.42883688184246E+15",
"Iraq","IRQ","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","43761316752413.2","43442415996383.1","44934219017582.1","39059828182256.2","38479695325706.2","39039150185808.1","40853530046920.8","44655065976938.8","44646565022586","43254246176828.6","68262911969044.9","24542491717448.5","32541432456601.3","42398176860142.5","44032428337814.4","44965925286473.9","49921523520808.8","60523824811075.1","81620671997972.6","95971435662214","112211401166000","114187982663667","104826315355187","66398924618596.1","101843861911211","103546578867554","109393127076714","111455813400000","141741542333700","111978067669120","135044243986276","165010426505697","184912311381020","192948309543066","183666814094744","140713333948582","155494453991114","168041717333829","183171677546602","186520768557693","",
"Iceland","ISL","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1265733917922.51","1309040709756.7","1394587440824.33","1522577872002.48","1578990792381.52","1640251870876.84","1708680273903.47","1724925648900.46","1732028949942.43","1856784191142.84","1978346581125.48","2118365699426.55","2277140431107.11","2266637512892.16","2023322002948.03","2002680956970.89","2014387898684.09","2005752034808.79","2076680880882.17","2142890193200.05","2310847787000","2491857924439.67","2618275802774.69","2685685130100.73","2745171248704.94","2542122252997.79",
"Israel","ISR","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","566913278821.957","598220892047.746","625500619996.719","654689887906.65","678242257893.51","723369360078.242","724599116952.149","724599538737.078","727522751876.605","750116306895.454","774771052531.273","816099073085.255","856210008751.098","873660570308.475","907345729472.105","949716117588.022","981734841132.766","1015766769255.97","1065345345513.35","1111878168109.49","1166526136000","1225929637618.3","1267904739583.53","1303824940327.3","1368608926511.72","1340700049549.84",
"Italy","ITA","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","774409662558.832","788412121548.419","819484302353.036","864575793717.795","900766861093.55","883366144366.527","941347656511.093","965864332061.864","997497558913.902","1054626883817.33","1089280876710.41","1092205897946.54","1102369868492.67","1116588687664.36","1152146775517.17","1185392644648.31","1240254641418.24","1284991774414.06","1336364407947.5","1381096244092.9","1419205741307.95","1449858982881.2","1460712350384.09","1437776036153.18","1465749874283.73","1499351339026.72","1526562125164.48","1556312846234.19","1594687630339.33","1619684359135.71","1660452414905","1699008987975.44","1709065605126.03","1714676098574.1","1735771631641.32","1738964023184.36","1756762390666.88","1787732676980.88","1759555205052.95","1690169781388.68","1702559838447.11","1702670481330.26","1644611177731.08","1620948682804.41","1631869546119.2","1655355000000","1693067050003.85","1713835543471.69","1727074937449.92","1736001500447.8","1599490089404.45",
"Jamaica","JAM","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","885632645829.777","847989831757.428","812763280007.523","799349812807.029","803320855030.572","800379266772.127","797107799857.12","801559999005.709","816120106714.212","844445176767.201","852484637741.962","878467257346.31","878815353811.381","786725113563.581",
"Jordan","JOR","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","3938954830.57205","3848969044.89715","4606296697.37861","5661973014.80934","6447607304.52168","7869870231.02105","8353669694.6165","8228470291.20082","8464167783.25742","8139128367.84827","9277924479.48761","9681920042.66393","9672226372.05122","7849929037.70799","7641262310.74817","7760398597.87016","8944438014.2702","9296314749.84466","9813669766.65786","10181140413.0454","10312740583.7804","10712183070.4178","11167518698.6114","11592443195.2081","12099370710.4961","12779832003.93","13365702028.7305","14085918024.4172","15205445771.6599","16425640272.013","17592131695.0474","19065245599.9594","21067569339.8775","22484444567.7626","23356448848.974","24128992361.921","24728233539.26","25778980646.2287","26709075628.8514","27578266544.0022","28323741816.3452","28799394873.3762","29179038708.3906","29914574487.7743","29392182695.7642",
"Japan","JPN","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","181534830981722","192136114400574","208700744311516","223446940464778","218255694035435","223804904629228","232959572369629","243834939884504","258947371580308","268612253016606","271568926501588","283704710980381","292370730423525","302759155120477","317532267923333","334053041787870","353461496530716","369716601638606","395293745678078","414585822146996","432421097164997","448684283544046","454246468081625","452751243960952","458186119920622","470725126960499","482682469150148","486955854262168","483785612681987","482786355742542","494090114797603","494836365755042","496543690168602","503275736831323","512922522156222","516712798110230","518693166422281","524127411288585","510042189456729","490811678623670","507349853234232","500360548346216","507008673678558","516433282366047","517369912099913","531319800000000","539279150265100","546816160437703","544277995644402","546547826306576","",
"Kazakhstan","KAZ","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7376245754795.64","5303106560183.08","4711019478403.82","3999032067376.1","3752591152416.14","3842555284135.81","3771993050804.33","4238508824551.63","4923578260984.95","5070139164729.72","5251320614165.75","5650890391455.3","6506057105483.58","7590593500000","8887531194822.42","9973963266521.25","11245018685958.2","9803067098558.79","11410228817026.7","13303385805026.1","14062841113416.8","14938156726434.3","15732854793400.6","14242357885400.8","14256886004496.1","15518346570283.9","16719684904335.1","17136291820017.3","",
"Kenya","KEN","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","338344626042.16","317216752624.178","339845659140.273","367437655879.248","386895893087.369","392831268630.347","450380228854.517","464726214016.551","499882343333.192","536656395231.647","520404382695.672","623765913064.536","745746545379.787","778239851512.66","788495359382.42","785989866602.211","821016474002.681","940380126573.451","973861774052.371","1038462836083.9","1105079364897.46","1133317006991.57","1113797842169.45","1121081270477.2","1147745082895.21","1180519949265.96","1273411085481.48","1361602264989.78","1453941178953.86","1509348539482.35","1534903241849.25","1579970823290.76","1571497513160.7","1581351843776.44","1660486025431.23","1738339412467.44","1785717125358.44","1841472728546.86","1925983615999.26","1960062554340.17","1941164001023.64","2065090921306.16","2066470879484.31","2090221896247.15","2192697298871.95","2330871747719.23","2524701438717.35","2669807074404.97","2696105627552.79","2863688000000","3067932426037.32","3214844741366.41","3428044745504.74","3614316106281.47","3781662237027.27","4020849742375.51","4266738343260.08","4499408143279.38","4808797058294.66","5038018954857.49","5013003423817.78",
"Kyrgyz Republic","KGZ","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","299741083969.027","219173315508.558","193103269649.918","154089227254.744","123572507324.3","114001924585.889","125080958427.689","117073294678.392","137654180949.061","151079224299.458","159138688617.996","156255197042.326","169953865098.629","182217549313.943","178856790535.567","188525590689.258","211999823561.267","223791523285.674","227098466282.791","220369300000","240213901428.783","235423036760.171","250835536798.309","262272535947.626","273114991009.189","298249556305.639","314887362445.899","326687456303.298","351838387923.31","322923140280.226",
"Cambodia","KHM","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13767002714830.4","9084839277428.62","9838561960482.75","10550319988538.5","10993464096120","11354972688847.1","12730269884113.6","14082638234529.6","15216956058800.7","16443485571854.2","17861823671486.7","19593482441361.7","22037432043796.7","24348864865208.6","27032841858844","32251543396898.5","29677203015627.8","31596979681899.9","33309387626476.7","37116776642080","40342125880526.9","43470420553670","46168983343314.1","49430734241693.4","52917199311589","60551579666112.4","64153956728448.5","63335225643400.8",
"Kiribati","KIR","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","147700133.786514","146267530.221153","146194567.068519","150641918.276072","155368888.744217","161784819.82808","161917584.178628","178576494.748762","189449071.759779","193383688.154339","193797113.882673","","",
"St. Kitts and Nevis","KNA","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","29206005546274.6","31224918803418.8","32458825411847.2","35487083339913.1","38801937468603.3","41744386217894.9","46834093759332.7","51192927937023.7","58090546488687.1","66665066536487.2","73429774521753.8","81277416203235.6","87601330346410.2","101349427281649","109630434576812","117729267813030","135407250398499","153270782279799","170919277150165","185008218588271","179792892321527","192196513185261","208712992967331","237553708633653","263243381852562","283033282920712","320916861854414","365696429262049","411318227815404","440659108108414","481065158052239","533825317724227","568596314161386","610264256891372","671464887289023","738218238561897","790201431913046","833207465595314","784504339325294","869040277729340","929252705126814","966093987438508","1.04584432773517E+15","1.07670437619738E+15","1.12584235266452E+15","1.16174081665901E+15","1.20535766103947E+15","1.27309583511009E+15","1.2785046400713E+15","1.30548934463522E+15","1.39341632342932E+15","1.41277184790565E+15","1.44434215247651E+15","1.50322945574951E+15","1.55771549618904E+15","1.6580204E+15","1.73289893337742E+15","1.7891283037011E+15","1.81541068765624E+15","1.80573424159363E+15","1.80182634538066E+15",
"Kuwait","KWT","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33079200000","40917237456.8574","45752056911.9025","44915778425.4353","41089690982.5956","29943730116.204","28046241661.9911","30547215171.482","34654264871.9837","","",
"Latin America & Caribbean (excluding high income)","LAC","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lao PDR","LAO","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27326605158472.1","31341453851005.3","34140829745986.2","36613490784808.4","40419986119347","44635583220947.6","52458032062295.3","54766872332993.3","58835995751608.9","62837615651201.8","69269620634295.1","76086759831574.2","81609860356000","86765408203455.1","95359754687159.3","98622651433060.3","111728896272192","","","","",
"Lebanon","LBN","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9819541564199.11","12490107792124.5","18744902515067.1","21627364278462.2","23926660291069.5","25911087550259.5","27345798645974.6","30290099191727.1","30255373181470.7","31695611212264.9","31548291755053","31711615810166.7","32941755406791.1","34187358766752.4","34885452780223","40044490625732.2","40209230661838.7","40592356411078.9","43882785716017.7","47535886604704.9","54278818035966","57954189866300","56293391937630.1","58768351193534.1","60600057413889.4","62561837582999.1","64390659046817.9","66664043697273.1","66861085388336.9","65210650333634.5","65311623984605.2","52229088864772",
"Liberia","LBR","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","963348334.086648","980624479.95485","1092157425.01894","761303797.129635","551855541.16808","646820259.273523","766122891.961928","826544101.154777","876891616.381974","814783586.655511","893900324.459719","994747027.309871","1143128193.82211","1244630169.64225","1244173851.65052","1249266902.53987","1224204814.13109","1256050810.86283","1274850600.84443","1244333905.06883","1227359434.93199",
"Libya","LBY","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33620000000","40871248286.5237","51281009303.9765","51512899447.1823","59977574228.0901","67480357991.2789","55188434462.9463","62289584276.8457","23797456915.2257","61478074597.8737","52377203609.5499","33630893811.2773","25843112922.9008","23908448926.6245","33210556678.5262","44052060011.4574","44781433816.6871","24345318571.3557",
"St. Lucia","LCA","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Least developed countries: UN classification","LDC","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","648306104086.589","681154855785.522","679575865880.626","704992095839.854","724889095590.942","755449219441.795","787873057883.607","855100496370.012","909666629796.816","957969853645.705","966540276639.074","954640939654.196","1022467229771.89","1061155450907.36","1089866816685.97","1169970390174.18","1291642858429.71","1360019266294.63","1414810193380.12","1479857780728.59","1547765156897.56","1609475077169.33","1736724717987.34","1949799848720.4","1939529585960.33","1999106834653.8","2047962436594.98","2067261464252.63","2098426244943.05","2261496125726.7","2340703246735.15","2465766659761.08","2640234022028.43","2758993262014.4","2927258191777.43","3050067733049.82","3268125422747.17","3518567157384.47","3656044033964.48","3810127099246.57","3789167444988.95","3967215038546.52","4292673968774.95","4469096910297.62","4678761211188.79","4994135640647.67","5299740702767.11","5508568148738.61","5954987061508.97","6413668176432.85","6873744215964.01","7545233445159.26","7852056787980.5","8368108195239.61","8918658653161.83","9488158407512.01","9858368623693.13","10209641362492.1","10270336648909.1","9670067348422.41",
"Lower middle income","LMC","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low & middle income","LMY","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","1781638846.20777","1814863493.73053","2093116650.75288","2315303102.78104","2506342319.86307","2560332366.6625","2549944973.39959","2828197151.8245","2817814945.99483","2861424443.10089","2923718247.08533","3073230824.2869","3067009560.54102","3876848014.33148","4302531268.1202","3721119557.07798","4132285485.42794","5033474710.78847","5955495464.72941","6127878319.92511","5959731828.12501","6001137169.53501","","","","","","","","","","","","","","","","","","","","","","","","","","17289728732.3005","18493152029.3415","17258629534.6069","18384600420.4676","20114626371.954","20346857100","21113025439.7964","22789787928.8978","24126296647.1484","24292312104.4953","22857661903.5117","23419079836.7289","23676081560.4769","",
"Late-demographic dividend","LTE","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15064718225.6689","15984732227.2347","17396817688.4886","18554107670.0093","18756225033.289","19684085767.1988","20836971425.6637","22173818492.6095","24529009554.032","27075375354.3985","29311592972.3533","31021093589.204","34645696351.097","36191914268.0214","30173802071.2604","30739089735.7217","32399331706.5214","33412509644.447","34499592915.888","35970590038.6625","37345698000","38738593753.3452","40441647067.6361","41575131670.309","43949102690.5255","44139891900.5126",
"Luxembourg","LUX","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","11294833797.0876","10840189524.0732","11632965213.8858","13256300748.8153","14333146058.5289","12046796281.3464","12589862052.6562","12083088180.4661","12678174584.9185","12950875673.3303","13050486481.4943","12935340664.7454","13248755184.6978","13422243271.2965","13943137530.6165","14440419777.9624","15813408172.8975","16295907779.001","17849554116.1624","19664886832.4224","20418459765.1383","21900874752.8007","22072738783.222","23567085215.7879","24691061281.4008","24994749123.8637","26110745401.3442","26430087823.063","27098230069.1274","30417490162.7711","31895290511.0636","32443415049.5418","34006663730.8626","35107938259.2137","36083129379.1992","36973601323.515","40157606546.8084","42601825186.3707","42956471806.7504","42430063412.7745","45020387853.131","46629417557.1951","46433676937.1312","48159600731.584","51116067817.3149","52065808000","55048134160.8338","55250777183.8397","57252866992.8624","58973548723.629","59052262440.975",
"Latvia","LVA","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11053340010.5077","11315871454.5371","11959634363.9768","12935907285.5345","13457033727.68","13926593509.1221","14873841992.3548","15785113408.3124","17250219343.7276","18874984682.2537","20801735241.7059","23252749450.4732","26051916562.4847","25007825887.0353","21458488685.7449","20521374541.5455","22222712305.2572","22798568238.2854","23402832611.4688","23529755404.0716","24560878000","25611784464.2914","26533806388.6596","27920833752.9208","28620195442.5863","28093591850.6699",
"Macao SAR, China","MAC","Gross domestic income (constant LCU)","NY.GDY.TOTL.KN","","","","","","","","","","","","","","","","","","","","","","","34190122033.8983","37838199255.987","40840170055.9976","42220522530.5879","45773582399.0559","52624034811.0061","57984409976.3335","61120036791.2508","67761005655.323","72843450394.8561","87081812787.0011","93265277143.6156","96945162103.4942","102041024058.795","100847063511.019","99992073789.124","94584129191.8237","93119991543.9171","95757949160.5358","98427408208.6098","107158014995.716","120178153795.965","150332266096.928","165339733482.09","190904081029.552","220134741477.717","228024145172.096","236793166095.522","291762375830.068","353291523283.141","393189566735.872","454636653833.706","468237819233.64","377611114098.069","375759205777.753","414023289929.955","446429000000","441270875744.547","190068449795.188",
