"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"NY.GDY.TOTL.KN","Gross domestic income (constant LCU)","Gross domestic income is derived as the sum of GDP and the terms of trade adjustment. Data are in constant local currency.","World Bank national accounts data, and OECD National Accounts data files.",
