"","total_confirmed_deaths_due_to_covid_19_per_million_people","healthy_diet_cost_percent_cannot_afford","population_with_access_to_improved_sanitation_y","age_standardised_diabetes_prevalence_male","age_standardised_diabetes_prevalence_female","prevalence_of_obesity_both_sexes_who_2019","life_satisfaction_in_cantril_ladder_world_happiness_report_2019","mean_monthly_income","income_classification_world_bank_2017","gini_index","gdp_per_capita","national_poverty_lines_jolliffe_and_prydz_2016","mean_monthly_per_capita_expenditure_in_2011_int_povcal_net_2017","stringency_index","income_support","debt_relief","containment_index","all_causes_disability_adjusted_life_years_who_2015","share_of_population_covered_by_health_insurance_ilo_2014","current_health_expenditure_per_capita_ppp_current_international","haq_index_ihme_2017","hospitals_per_million_population_oecd","nurses_per_1_000_population_oecd","physicians_per_1_000_population_oecd","hospital_beds_per_1_000_population_oecd","out_of_pocket_expenditure_per_capita_on_healthcare_ppp_usd_who_global_health_expenditure","total_gross_official_disbursements_for_medical_research_and_basic_heath_sectors","child_mortality_1950_2017_ihme_2018_x","life_expectancy","total_population_gapminder_hyde_un","death_rates_from_all_air_pollution_per_100_000","yll_rates_from_all_air_pollution_per_100_000"
"69",32.234,0.01792546,326845,7.6316878,4.1564257,21.9,7.575,1527.02,"4",26.13158,43438.5412,22.7,1413.36,41.67,"2","2",51.79,17257,100,4116.171894,93.6,22.96,29.55,7.74,2.91,700.42822,3087200149.48943,2.46,82.993,343360,43.16109422,707.2948328
"70",86.963,71.48567,518385376,9.053893,8.3259159,3.9,4.225,111.83,"2",36.0893588596442,6806.4986,1.91,111.83,70.83,"0","1",72.68,47950,12.5,237.7234161,44.8,66.3899902628014,0,0,0.53,154.66501,3.9127e+11,40.83,69.656,1393409033,141.3716697,4197.1737
"71",49.4,71.30388,156962565,7.4193282,7.9842802,6.9,5.347,190.66,"2",39.2422527508671,11851.7372,1.85,163.97,68.98,"1","1",72.44,36015,59,369.2864404,49.2,52.4059875659899,0,0,1.04,189.93916,9.857e+10,29.15,71.716,276361788,67.7047358,2047.758529
"72",396.45,10.49139,71424438,11.3852069,12.860293,25.8,4.865,493.39001,"3",42.0033,17011.3042,7.80480477141868,504.64,74.54,"1","1",67.08,30911,90,1261.730503,71.1,27.1481856791883,13.532410352098,4.42117039835265,3.86394238344745,500.40799,3.48e+09,15.91,76.677,85028760,85.17994375,1982.833862
"73",266.617,50.81578,30914996,17.2299941,17.4914421,30.4,4.785,178.81,"3",29.54186,12835.8126,5.28356461970556,318.128272302626,75.93,"1","1",69.35,38798,61.0380083243092,481.0398448,60.1,22.415084677824,11.7916155282993,4.90877569217997,2.915902220798,367.85107,1.166e+10,25.65,70.604,41179351,79.51844052,2528.138952
"74",382.762,0.3353735,4232536,7.3088405,5.1438133,25.3,7.035,1408.09,"4",31.3598,64684.302,20.33,1248.55,48.15,"2","2",62.5,19319,100,5334.947576,88.4,17.89,14.76,4.82,2.96,809.01556,12272558651.1209,3.73,82.305,4982904,65.0383959,1171.906997
"75",286.868,0.9977683,8380100,7.0922374,5.7613617,26.1,7.195,1097.22,"4",39.01302,32954.7701,13.76,936.83,52.78,"2","1",61.31,17719,100,2819.111414,85.5,9.58,7.41,4.37,2.99,686.99359,14008118302.7105,3.85,82.972,8789776,94.69246032,1675.868056
"76",623.534,2.472911,60426929,7.0540891,4.6222522,19.9,6.488,1227.58,"4",35.928,34364.1682,20.72,1208.21,75.46,"1","2",81.55,16957,100,3350.575515,88.7,17.56,7.44,6.55,3.18,765.02649,18189831134.0728,3.5,83.512,60367471,136.2470453,2077.96101
"77",66.19,52.39908,2349242,9.2817333,14.4098648,24.7,6.309,366.34,"3",45.45747,7272.9805,4.07,368.03,66.67,"0","0",75.36,32646,20.1,511.3773951,63.7,24.5578341354867,10.4499958200017,5.11394461148208,3.60040444344553,121.21803,1.8e+08,15.6,74.475,2973462,56.56999642,1208.77193
"78",13.678,1.616443,127141000,8.3588827,5.0036277,4.3,6.118,1212.01,"4",32.85473,38673.8081,13.8701287767952,1211.9,50.46,"2","2",50.65,15700,100,4405.131829,89,66.39,13.4458692446515,5.24402698538078,13.05,576.96307,80285061088.3882,2.76,84.629,126050796,160.2324287,2422.696688
"79",65.47,19.90089,9031072,16.510798,17.1804625,35.5,4.094,331.66,"2",33.65573,11506.3383,7.23798993334931,442.154390172555,51.85,"1","0",53.33,30626,75,568.122532,76.5,25.6539736316534,12.1265778428201,4.96462981821949,4.96136906358729,142.87909,3.763e+10,14.91,74.526,10269022,61.38248848,1706.34628
"80",118.285,1.16534,17105523,12.3560972,11.3681004,21,6.168,340.60999,"3",27.79287,25307.5554,4.9,364.64,57.41,"0","0",51.79,42084,70,903.3240914,61.1,27.116593432175,10.0461476845784,4.81718377876581,5.6230519724404,350.55191,4.23e+09,15.82,73.597,18994958,87.44397163,2241.095035
"81",17.37,78.95827,14218114,5.8172238,6.1624503,7.1,4.547,100.36,"2",40.77577,3377.4704,2.39,124.39,62.96,"1","0",64.76,62578,39.4,157.1920959,48.7,0,0,0,0.83999994894118,52.449409,1.9222e+11,48.15,66.699,54985702,32.25190081,1375.87408
"82",177.026,9.62734772186929,3935794,19.6593654,19.6190961,37.9,6.106,703.302198277897,"4",34.3025528317521,65520.7367,10.702646196129,666.070154053943,49.07,"1","1",58.33,22687,100,2977.514144,82,24.6252266315706,12.7809964185844,5.13379760978172,4.64839208233935,428.12521,8370278403.62419,8.36,75.489,4328553,63.33504625,1891.341213
"83",174.428,57.584,5557788,9.9323155,10.8247126,16.6,6.25,161.92,"2",29.70122,5176.9883,3.88,160.46,57.41,"1","2",58.33,39969,83,286.577877,60.4,18.0677451046364,9.25670302890063,5.73549519461489,4.35189695520486,138.24355,2.132e+10,22.07,71.45,6628347,71.66666667,1998.164983
"84",33.4,2.62944,1736269,7.8315259,6.5982073,23.6,6.229,706.84998,"4",35.09615,24312.6778,8.26,545.57,41.67,"0","0",45.83,29932,70,1429.309665,77.7,32.44,9.8,6.18,5.57,594.9317,4967060974.4885,5.54,75.292,1866934,155.3018772,3059.512938
"85",86.441,7.9080873092279,4722144,14.4658527,12.2357376,32,4.024,705.17999,"3",31.83245,12558.9669,12.2071307282603,785.897953468356,65.74,"0","1",68.81,20828,48.3,1117.255973,80,27.2810640450876,13.4807880260497,5.04765232873218,4.81882396571946,358.2995,2.968e+10,7.81,78.93,6769151,103.0934707,2259.425353
"86",20.072,76.94296,658917,7.3050801,9.8530791,16.6,3.512,75.699997,"2",44.8797,2731.4661,1.76,75.72,60.19,"0","0",60,99421,17.6,251.1429737,35.7,18.8999930070026,0,0,1.86564529852199,42.327137,2.32e+09,76.76,54.331,2159067,54.66042155,2108.52459
"87",16.213,97.57058,760436,7.7892159,7.6008282,9.9,5.121,83.059998,"1",35.26546,818.4211,1.75,54.42,46.3,"1","0",59.29,62373,28.6424832621215,127.7707491,45.4,0,0,0,2.30953908434437,25.088203,2.1117e+11,78.9,64.104,5180208,74.92782589,3174.46147
"88",118.173,17.480009672746,6022967,15.1971092,16.5917053,32.5,5.33,492.626134422443,"3",36.2912031334105,15013.3124,6.80037922990722,469.019599079811,72.22,"0","0",63.21,28906,79.7858382277862,1561.31378332786,69.9,23.1181097375023,12.295537385098,5.29134691654725,4.04385401758676,230.01372,1e+07,14.6,72.913,6958538,98.7575661,2609.971328
"89",26.221,29.4414896859089,41253156.0663831,10.0899490010817,10.76180687842,22.6823042419679,5.52298825435731,401.829110312612,"4",40.6296379220569,16302.6159101473,5.97505403677499,403.654240275715,44.44,"0","0",52.5,35812.7053602566,95,1541.18271252988,63.5853676584863,33.8408396078203,13.3003870608609,4.75910566524679,3.96641293410063,303.240977911485,29951370493.1603,22.9345750175463,82.494,38254,100.5420049134,2956.50853021
"90",51.795,2.856601,2684137,8.9232895,7.0877929,26.3,6.391,756.90002,"4",35.70781,27370.5548,9.16,601.98,29.63,"2","2",48.81,30215,95,1874.615864,76.6,32.88,9.28,5.28,6.56,601.2337,6604390048.90174,5.17,75.933,2689862,166.2960389,3244.440584
"91",234.833,0.4126038,555934,6.9729089,3.9014333,22.6,7.404,2113.2,"4",35.36809,57427.5003,32.39,2155,37.96,"1","0",51.79,18648,97.6,6381.507524,89.3,16.45,24.27,4.19,4.51,679.28198,14156136093.0546,2.37,82.25,634814,83.95061728,1516.931217
"92",8.812,96.73974,2908091,6.3172086,4.780814,5.3,4.339,46.939999,"1",42.64818,1427.6004,1.62,46.66,53.7,"0","0",51.79,54971,3.7,76.74339356,43.7,66.3899628216208,0,0,2.06384186038792,16.622654,1.1243e+11,78.11,67.041,28427333,34.07468537,1414.355271
"93",9.566,92.84431,7205179,6.6198552,6.0038419,5.8,3.869,61.68,"1",44.69431,1116.6402,1.27,57.94,42.59,"1","1",56.55,70678,26.5583111541561,108.1896442,47,16.4499924330035,24.2699888358051,4.18999807260089,1.97417823420546,11.881274,1.6338e+11,70.85,64.263,19647681,41.42898635,1694.371188
"94",7.353,2.754231,29494229,11.4416249,10.7315988,15.6,5.428,850.15997,"3",41.0664,24842.3559,3.38,627.05,80.56,"1","2",80.71,29765,100,1063.888395,66.6,27.7820447803047,15.1309687306847,5.01133399192526,4.53269565144039,370.69351,6.2e+08,7.79,76.156,32776195,44.13636068,1124.367771
"95",68.45,2.729918,400571,11.063976,10.7239682,8.6,5.198,198.52,"3",31.28565,22421.3904953439,6.48831005873807,198.52,56.9463137266959,"2","2",62.5694529095479,25036,30,1513.882431,75.5,31.2234591755438,14.5685288028164,5.28554199176827,4.3013130265943,247.58975,1.06e+09,8.47,78.921,543620,37.08791209,925
"96",6.716,90.62164,4314573,8.3645204,6.3847485,8.6,4.988,72.610001,"1",33.03796,1667.2951,1.82,73.1,8.33,"0","0",30.71,75910,1.9,118.4518361,45.6,66.3899741079101,0,0,3.9750750659867,54.852081,1.3294e+11,127.42,59.306,20855724,97.19885259,4670.454015
"97",124.564,0.3113678,431874,9.0493557,6.3757008,28.9,6.157,1294.25,"4",28.66509,32028.9124,16.0751057120764,949.760966241599,75,"2","1",80.12,19507,100,3470.896993,85.1,25.8234518735967,15.9798405403028,5.3328663272629,4.30375572431452,1287.7975,10570226778.1735,6.56,82.53,442790,137.4701671,2280.190931
"98",35.056,68.03631,1672936,8.4635263,9.4024279,12.7,4.153,174.63,"2",32.61935,3457.515,3.7,175.37,36.11,"0","0",43.57,58285,6,177.0806661,52,45.6185618703966,10.449995402002,5.149997734001,4.31778153158424,85.419205,1.33e+10,49.27,64.925,4775110,117.7236971,4527.851524
"99",7.863,12.04238,1175485,12.8618866,13.0882746,10.8,6.015,351.48999,"3",36.76121,20138.5723,6.94787197931062,351.49,51.85,"2","2",61.07,30076,100,1098.625455,65.7,30.2436315441767,12.7464331493348,4.85826625000037,5.08941994572883,556.64081,1.8e+08,14.74,74.991,1273428,64.33621367,1685.781618
"100",696.596,17.93763,107259089,10.869791,11.5297297,28.9,5.964,415.89999,"3",45.37549,16494.079,8.02,341.5,67.13,"0","1",64.88,26763,85.6,1008.676198,62.6,37.51,9.83595941478896,4.38100143019787,1.38,417.28952,9.6e+08,17.38,75.054,130262220,43.21704764,1106.267613
"101",423.901,4.655106,2715339,7.7593317,8.4339062,18.9,5.812,286.64999,"2",25.66165,6746.7285,4.86,284.48,33.33,"1","1",48.93,35472,75.7,515.3230735,73.1,27.4469481103808,11.5811309692756,4.94769274403853,5.85411557225757,238.01622,1.13e+10,16.36,71.901,4024025,132.5387073,3120.496436
"102",25.482,20.0348362231545,38307,9.3932549505384,9.49984945882437,20.9656283785318,5.79258811172457,624.275992325611,"4",39.0473772430485,20653.488124154,8.64125074893913,604.941291828473,37.04,"2","0",53.57,30324.9296616392,76.7646726505371,3406.868928,69.280126319071,38.524800929138,11.8421429316642,5.29614883971538,5.06828306423026,206.57016,28356792788.4906,16.5645132001731,86.751,39520,100.6834544704,2964.37950225
"103",437.855,14.87213,596650,7.5727608,6.6484069,23.3,5.722,441.22,"3",38.48795,19504.1588,6.06,441.22,45.5937224163205,"2","1",53.6149325496562,26702,95,957.0148208,80.7,25.5413048078782,12.5993891845542,5.47071801656679,5.4421255951977,304.52347,9e+07,4.26,76.884,628051,99.5491808411,1872.611764195
"104",93.334,13.70442,26694148,14.0416698,13.3969031,26.1,4.803,305.10001,"2",39.54851,8451.1355,2.55,238.74,66.67,"1","0",64.17,38061,42.3,435.2900287,61.3,22.9010076288103,9.08442892358632,4.19476426541495,4.02413079397959,231.06967,3.89e+09,21.93,76.68,37344787,87.08476604,2137.163364
"105",2.848,90.62317,5742192,6.5621686,6.1720894,7.2,4.932,81.559998,"1",53.99668,1132.7709,1.45,59.56,53.7,"0","0",57.26,88491,15.5118622178506,63.74393076,43,66.3899741079101,0,0,5.20259332238285,4.3641877,2.3915e+11,79.13,60.854,32163045,53.81728116,2489.934771
"106",21.081,51.92937,41713321,6.9114952,7.8750752,5.8,4.431,172.39,"2",30.69687,5838.2173,2.85834837706011,158.886446874148,66.2,"1","2",66.13,48793,34.6124715368781,267.2280328,48.4,17.5599945564017,12.085692310984,6.40791553549158,1.21600410329994,197.51004,9.451e+10,48.97,67.134,54806014,131.7234725,3949.238362
"107",52.343,45.98487,834393,7.3191306,7.5376131,17.2,4.451,342.70999,"3",59.06661,9043.1202,2.14,237.07,44.44,"0","0",57.26,48404,28,942.4741866,53.7,26.0500507342622,7.40107971288148,3.69309044980475,1.81171843571107,78.47451,4.04e+09,43.6,63.708,2587344,31.27287515,1138.755592
"108",30.065,72.0897,13124577,11.6872047,9.4862663,4.1,5.449,119.01,"1",32.84059,2727.4238,2.2,119.01,68.52,"1","1",69.52,43324,0.1,150.5903691,50.8,40.0613812523908,13.3454227737505,4.59803288856431,3.18812513348724,90.96965,9.946e+10,32.46,70.778,29674920,93.42428608,2608.413502
"109",416.227,0.3128131,16550305,5.1717566,3.5314209,20.4,7.504,1585.92,"4",28.12108,47474.1095,26.31,1496.93,41.67,"2","0",51.79,18770,98.9,5313.243391,89.5,31.81,11.74,4.54,3.32,650.96637,14977808110.9326,4.27,82.283,17173094,118.7828656,2046.310192
"110",5.184,7.97972369306751,23523706.8752193,7.9042936,5.9634449,30.8,7.257,1142.39149327822,"4",35.5867319746911,35336.1363,18.2084252204779,1105.33135671513,22.22,"1","2",35.48,18742,100,3530.096913,86.2,33.92,11.58,3.5,2.61,422.60583,12928089265.5793,4.96,82.288,4860642,46.85361007,849.2603224
"111",23.549,27.84136,4129702,9.2258635,10.9731792,23.7,6.113,329.39001,"2",46.15629,4952.4772,4.49,288.89,2.78,"0","0",21.55,33239,12.2,405.9922707,64.3,26.100733615792,13.3329276246099,4.71206225010745,3.31714614512611,146.10959,1.948e+10,17.19,74.485,6702379,36.30384742,1085.662611
"112",2.85,91.94135,2168769,5.9408535,5.3203077,5.5,5.004,78.699997,"1",34.27658,964.6601,1.86,77.62,19.44,"0","2",33.1,70093,3.1,68.46968478,41,39.4789912751429,0,0,2.98418615892034,35.789703,6.702e+10,112,62.42,25130810,97.31142757,5173.637126
"113",5.506,89.12486,52542706,6.299279,6.0017798,8.9,5.503,75.860001,"2",35.12774,5237.6623,1.65,75.86,43.52,"0","0",39.52,84764,2.2,215.223799,51.3,40.4377666397785,0,4.4949994580068,2.56693300431769,155.4747,6.9788e+11,109.47,54.687,211400704,99.12678735,4996.74452
"114",51.649,0.4563593,5090023,6.2257413,3.8782065,23.1,7.29,2162.8799,"4",27.55783,84580.1362,35.12,2000.46,38.89,"2","0",51.49,19615,100,6221.641638,90.5,26.6191972717811,26.34,6.46,3.6,887.98853,6327860904.84353,2.87,82.404,5465629,61.98426406,1039.224717
"115",235.576,13.3399432086323,4061216,14.3323602,12.3150791,27,6.853,612.971765108963,"4",34.1016710293946,36477.6365,9.49156597299315,587.839186074462,50,"0","0",47.38,27260,97,1635.870769,77.1,26.6443634784848,11.9783422849463,4.97761069376,5.11576616646606,104.14493,2.5e+08,11.28,77.861,5223376,67.84680472,2055.644623
"116",30.599,75.2726,120256626,12.5771361,12.1315271,8.6,4.443,150.3,"2",31.60009,5510.3967,2.05,134.53,66.67,"1","2",68.45,50534,26.6,134.4414606,43.1,39.1212912733341,7.43999747040086,6.54999777300076,1.96990101854985,89.383614,2.0375e+11,58.47,67.273,225199929,123.1292756,4172.776211
"117",614.17,19.78807,2976937,8.9030156,9.7735384,22.7,6.086,747.06,"3",49.83834,22637.1482,6.96,630.31,70.37,"1","2",74.76,27476,51.8,1542.796273,64.4,25.8810259415192,14.6996001116993,4.7143968131644,3.19646401962271,470.90369,3.23e+09,18.62,78.506,4381583,27.86968694,714.9656401
"118",0.782,40.1901252291721,1496847,15.357027,14.3210734,21.3,5.25848593972224,96.879997,"2",41.85079,15337.5335292337,1.92,97.63,49.07,"0","0",54.17,59322,56.7403639267763,98.58088454,38.6,26.9198352322297,11.118045227579,3.88030611968332,2.98791452425858,5.6810246,6.417e+10,57.46,64.501,9119005,21.43325614,864.9690425
"119",186.049,15.44793,5882259,8.0133105,8.2721305,20.3,5.653,520.39001,"3",45.65064,9338.9484,6.32,570.91,49.07,"1","0",57.86,30862,23.6,724.3116252,60.4,26.529389393374,13.6802349579948,5.00226242064306,3.62692364816268,264.27051,5.62e+09,15.52,74.254,7219641,26.54014159,727.7602049
"120",1038.977,22.43048,23909023,7.2325752,8.0752417,19.7,5.999,401.73999,"3",41.5109,12310.0847,5.52,424.12,67.59,"1","1",69.4,26911,64.4,671.0036469,69.6,27.3141257961433,11.5810264795126,4.54747106688344,2.99089760272799,207.45259,9.5e+09,17.16,76.736,33359415,32.07763649,819.922236
"121",64.363,64.24689,75168389,7.0508844,7.272278,6.4,5.08,227.03,"2",37.81171,8139.1395,2.44,174.02,63.43,"0","0",68.27,41446,82,322.7779997,52,29.6978707079458,7.39833947712339,4.64724658425712,2.47894407416158,172.83017,9.55e+10,29.4,71.231,111046910,52.89426538,1760.234835
"122",121.94,0.449238,36922792,8.394709,6.9763247,23.1,6.139,543.27002,"4",30.23947,27455.237,8,508.95,38.89,"2","2",46.43,25415,97.5,1704.195989,79.6,27.86,7.69,3.85,6.62,396.16248,16654757432.0038,4.81,78.73,37797000,150.4247462,3082.725737
"123",232.526,0.9322764,10327002,8.4291863,5.2866095,20.8,5.768,816.5,"4",33.49256,27035.6002,12.81,763.76,58.33,"1","2",64.05,19815,100,2661.397049,84.5,21.84,14.2642030100995,4.97,3.39,735.89484,29471246278.7273,3.94,82.049,10167923,138.434796,2330.212786
"124",79.832,11.8173839062897,2431908,18.9393887,18.7735012,35.1,6.375,792.229347717529,"4",35.9577999855854,153764.1643,12.078596853306,735.199816724042,50,"2","0",64.05,22923,100,3900.286232,85.2,23.6320036528357,14.2447488632872,5.06116453072192,4.07187299543233,242.92445,8903729707.17507,7.95,80.227,2930524,30.42505593,1062.192394
"125",341.725,11.02077,15674045,7.2931016,6.3776748,22.5,6.13,305.64999,"3",35.7615,20126.2922,5.24,266.57,38.43,"2","1",52.08,28496,94.3,1090.416516,74.4,24.742615064522,11.0561404031243,5.05947886943473,5.38223046086967,232.00484,14045844530.5407,9.63,76.054,19127772,183.9731434,3739.818564
"126",182.198,2.541048,104037940,7.4159878,7.9515761,23.1,5.495,680.21002,"3",37.47301,24668.9079,8.3,786.43,30.09,"1","0",43.75,39906,88,1414.028282,71.7,28.309406557986,11.5829287297683,4.98474592289708,8.05,515.22107,21576114775.0171,8.36,72.584,145912022,129.715501,3012.02954
"127",2.702,91.14971,7163805,4.2869468,4.5413895,5.8,3.268,78.540001,"1",43.71005,1929.2851,1.46,82.57,54.63,"1","2",60,54160,91,143.1853392,47.8,26.5205808946138,7.53113775525157,3.61645498298268,1.5968471704783,37.179249,8.313e+10,50.68,69.024,13276517,42.50646361,1726.167246
"128",1237.551,28.3375972562348,29726625.4897515,9.99748876793284,10.5741433996554,23.2862671628288,5.5910116216823,462.089692363596,"4",40.1233880102021,19389.9861392316,7.32389531102307,448.334444875128,38.89,"1","2",45.83,34963.9316330027,69.341140693671,3674.645142,65.214975113119,32.3321329502729,16.0154621915248,5.24108175603504,3.9114109660143,673.5119,28602444257.4903,21.2761852792108,84.972,34010,99.5327478579001,2543.75463658
"129",68.443,81.26451,67857,8.3453454,7.7847396,12.4,5.05816447540822,86.949997,"2",56.31984,3730.2045,2.73,86.95,54.0114589617079,"1","2",58.3515824853205,46095.1769804751,2.1,308.3572367,49.6,15.2699967933007,18.4699961213008,5.83999877360026,5.63999881560025,35.996059,3.65e+09,34.06,70.385,223364,42.10526316,1682.631579
"130",153.071,17.75052955563,31557144,17.6139625,17.0134147,35.4,6.56,540.248066971964,"4",34.2894419449606,50304.7502,8.37037047752313,518.267944255049,53.7,"2","1",63.69,27174,82.1957615058467,3121.341632,79.4,28.4233076421495,11.9411957776086,5.05953996384967,4.83302531081195,467.57504,1e+07,8.23,75.133,35340680,68.8649356,1829.13132
"131",19.231,77.24802,7129049,7.5161234,7.3062892,8.8,5.489,95.980003,"1",40.28523,2617.1244,2.21,95.98,19.44,"0","0",39.64,53970,20.1,97.08918675,44.4,0,0,0,1.59200439037317,42.894653,8.352e+10,53.14,67.941,17196308,86.32427788,3217.192148
"132",117.274,23.87022,6839949,7.2703366,6.4741997,21.5,6.042,360,"3",30.35106,14124.1177,5.42,386.22,36.11,"2","1",55.36,28151,92.1,1323.690595,75.4,24.6127338415019,12.2328907000752,5.15965522426947,5.04562192465274,537.25604,1.15e+09,5.61,76.001,8697547,118.0482529647,2569.86045406
"133",9.277,85.57656,962524,7.1035396,6.6353241,8.7,3.447,70.980003,"1",35.69018,1683.8497,1.91,70.84,43.98,"0","0",54.23,117683,0,256.3404367,41.3,37.3099809719097,0,6.09999688900159,5.00309157347909,98.019753,1.4083e+11,117.82,54.696,8141343,138.9896172,6394.793119
"134",4.786,18.9223827390416,5535002,9.3643048,6.542572,6.1,6.378,919.092310620908,"4",36.3925823708739,68402.3451,14.6523065959222,866.331856813636,47.22,"2","2",66.07,14354,100,3681.29594,86.3,38.4128023660423,16.6115847726264,5.03679938147738,5.42409193353914,1161.4761,39024267865.8548,2.12,83.62,5896684,55.99571734,1200.124911
"135",32.237,2.348883,5358715,8.1699695,6.3083978,20.5,6.519,678.90997,"4",24.97015,27075.5344,15.69,851.49,43.98,"2","2",49.7,25991,94.8,2061.950585,78.6,24.08,11.4561465208827,5.1507020536552,5.82,380.29736,8407093352.25615,6.52,77.542,5460726,142.3516403,2998.212311
"136",92.355,0.01920434,2044959,7.2928867,6.9791175,20.2,6.462,1026.3199,"4",24.63336,29244.9198,19.37,1002.28,29.63,"1","1",44.4,21200,100,2733.762624,87.4,14.03,15.1700453196547,5.13103194722441,4.5,342.3797,8718813179.55184,2.32,81.324,2078723,128.5783366,2299.806576
"137",6.544,85.806294735902,2915110,7.4372867,6.2462293,8.3,4.668,94.1896309499047,"1",36.82241,2662.15030675897,1.93201754861865,90.4726531082363,35.19,"0","1",45.36,89247,13.3940649932517,136.55102926792,34.2,0,0,0,1.0399995424002,56.0958067958863,5.67e+10,110.4,57.397,16359500,78.39065542,4964.716789
"138",321.251,61.10259,36527953,9.666581,12.631978,28.3,4.947,337.70999,"3",63.02607,12165.7948,5.62,358.24,51.85,"1","1",61.07,67514,100,1086.409415,52,24.3743926188271,12.649249126525,4.59537623572617,2.32,83.637741,8.779e+10,35.87,64.131,60041996,74.55863598,2216.562713
"139",8.992,1.228063,51014947,9.3042505,6.7262088,4.7,5.793,1181.66,"4",31.40486,37927.6095,12.991870442626,809.334141855946,50.93,"1","1",64.29,17921,100,2556.046343,85.8,38.1541126332848,14.6686308505861,5.17063213261149,6.12924261600771,940.44543,55529041589.5912,3.54,83.033,51305184,117.1236531,2346.404025
"140",5.003,79.8139645483722,796103,7.89545470125368,7.59477335323897,10.2767710321282,2.817,98.300003,"1",44.14413,3861.04855246463,2.17136583242876,98.29,25,"1","0",36.07,80319,20.6201756643024,71.16543519,38.8,0,0,0,2.00185764266465,43.657784,1.1859e+11,111.26,57.846,11381377,92.3450738058,3514.39599923
"141",754.96,1.480493,46401249,8.5417676,5.6802586,23.8,6.502,1115.37,"4",34.71895,31496.52,18.63,1102.65,47.69,"2","2",54.46,16984,99.2,3182.544019,89.6,16.68,6.24,5.45,2.97,771.09918,8717638028.51332,3.47,83.565,46745211,105.0019559,1690.284536
"142",0.887,45.437,19938666,7.0219834,7.712655,5.2,4.213,268.32999,"2",39.34577,11662.9064,2.6,228.33,81.48,"0","2",83.93,28527,100,353.1291505,72.8,34.7799712139785,11.085718326853,5.11316916092369,3.50894028012229,135.6982,3.374e+10,9.29,76.978,21497306,88.52039158,2179.09234
"143",19.088,81.57917,8906147,8.3090898,9.4724273,10.871455857441,4.139,138.89,"2",34.2432,3379.5957,3.5,138.89,19.44,"0","0",28.93,59210,29.7,277.0008938,50.1,58.8801426920513,19.6899915333036,3.83999834880071,2.94910703097393,175.13531,1.0946e+11,52.66,65.311,44909351,82.4371973616,2937.82537522
"144",189.215,30.8756086888993,438141,10.946402,13.5358311,26.4,6.269,217.83,"3",57.60975,19462.3976091759,5.86418742842438,217.41,81.48,"1","0",80.71,29901,62.4724626176681,1016.908901,56.7,29.3599596357884,12.3970376599861,4.54486806982638,4.04742168134432,103.195,1.77e+09,31.56,71.682,591798,63.35174954,1715.101289
"145",585.983,0.3404294,9730592,5.8450484,3.9519066,20.6,7.314,1642.51,"4",29.97419,45541.8921,29.09,1534.88,37.04,"2","1",40.48,18308,100,5298.603868,90.5,27.9128456160561,19.73,6.64,2.22,804.94183,7368144341.53631,3.03,82.797,10160159,84.19060393,1315.983095
"146",222.887,0.02182594,8274114,5.2982009,2.8276539,19.5,7.508,2020.86,"4",33.14105,61372.7301,31.51,2013.28,40.74,"2","0",53.57,17679,100,7582.571519,91.8,33.25,16.5678138385542,5.20635513992115,4.53,2149.3345,11920858077.3088,4.04,83.779,8715494,103.2654537,1659.139655
"147",15.714,21.0853962488044,17929383,13.9683956,15.2886327,27.8,3.462,217.17999,"2",37.5146,3349.4597,7.72787630590718,461.547169861406,25.93,"0","0",29.05,43178,90,1417.47940026972,74.6,29.1958972672958,13.092328657302,5.06721070397955,4.84668470798722,85.753609,1.105e+10,18.76,72.697,18275704,73.05155804,2014.717219
"148",8.493,34.01277,8121218,10.2708067,9.9071062,14.2,5.373,192.72,"2",33.99572,4440.3819,4.46,104.75,35.19,"0","0",39.29,42752,0.3,192.6961909,58.6,28.2090445751769,13.6557019265569,5.09585345236458,2.5192475923076,121.52,2.398e+10,52.39,71.097,9749625,59.2195237,2154.185334
"149",0.352,84.53875,8405273,6.0174174,6.1468618,8.4,3.786,78.599998,"1",40.49123,2874.9629,1.44,81.08,16.67,"1","1",23.93,63043,13,96.49687717,49.9,0,0,0,1.12741713701063,25.233082,3.1549e+11,65.16,65.456,61498438,32.20871276,1365.805022
"150",0.845,19.70135,63851568,8.2871193,8.7565508,10,5.885,477.04999,"3",34.85572,16648.6237,5.43,449.2,72.22,"1","2",69.05,28993,98,610.1700037,70.8,34.5856248518879,12.7008229760891,4.62680850160442,4.85358227843178,75.361549,2.679e+10,9.55,77.15,69950844,118.3890252,2886.400539
"151",6.523,97.28955,860349,7.252472,7.0262178,8.4,4.179,82.519997,"1",43.05614,1451.3609,2.1,79.87,42.59,"1","2",50.71,71808,4,95.63100552,44.3,0,0,0,4.33999778660113,48.73756,1.644e+10,72.99,61.042,8478242,87.14579055,3799.000684
"152",75.742,7.340323,1244484,10.4106402,12.9583853,18.6,6.192,302.64999,"4",40.27296,28549.4083,6.05510918676026,302.77,74.07,"1","0",69.17,38360,66.9797452516735,2204.137969,62.1,33.1404138741334,11.3176987024745,4.97787490705004,6.51018634409878,822.86584,5e+07,18.64,73.507,1403374,91.83823529,2341.617647
