"","total_confirmed_deaths_due_to_covid_19_per_million_people","cost_of_calorie_sufficient_diet_2017_usd_per_day","cost_of_nutrient_adequate_diet_2017_usd_per_day","cost_of_healthy_diet_2017_usd_per_day","calorie_sufficient_diet_cost_percent_of_1_20_poverty_line","nutrient_adequate_diet_cost_percent_of_1_20_poverty_line","healthy_diet_cost_percent_of_1_20_poverty_line","calorie_sufficient_diet_cost_percent_of_average_food_expenditure","nutrient_adequate_diet_cost_percent_of_average_food_expenditure","healthy_diet_cost_percent_of_average_food_expenditure","calorie_sufficient_diet_cost_percent_cannot_afford","nutrient_adequate_diet_cost_percent_cannot_afford","healthy_diet_cost_percent_cannot_afford","calorie_sufficient_diet_cost_number_cannot_afford","nutrient_adequate_diet_cost_number_cannot_afford","healthy_diet_cost_number_cannot_afford","population_with_access_to_improved_sanitation_y","population_without_access_to_improved_sanitation_y","age_standardised_diabetes_prevalence_male","age_standardised_diabetes_prevalence_female","crude_diabetes_prevalence_male","crude_diabetes_prevalence_female","ratio_of_diabetes_to_obesity_prevalence","ratio_of_diabetes_to_overweight_prevalence","deaths_no_access_to_handwashing_facility_sex_both_age_70_number","deaths_unsafe_sanitation_sex_both_age_70_number","deaths_unsafe_water_source_sex_both_age_70_number","deaths_no_access_to_handwashing_facility_sex_both_age_70_r_ate","deaths_unsafe_sanitation_sex_both_age_70_rate","deaths_unsafe_water_source_sex_both_age_70_rate","male_lung_cancer_deaths_per_100_000_who_iarc_2016","dementia_ihme_2017","cardiovascular_diseases_ihme_2017","stroke_ihme_2017","kidney_disease_ihme_2017","respiratory_disease_ihme_2017","liver_disease_ihme_2017","diabetes_blood_and_endocrine_disease_ihme_2017","digestive_disease_ihme_2017","hepatitis_ihme_2017","meningitis_ihme_2017","cancers_ihme_2017","parkinsons_disease_ihme_2017","prevalence_of_obesity_both_sexes_who_2019","prevalence_of_obesity_male_who_2019","prevalence_of_obesity_female_who_2019","life_satisfaction_in_cantril_ladder_world_happiness_report_2019","mean","income_classification_world_bank_2017","gini_index","gini_coefficient_world_bank_2016","gdp_per_capita","cost_of_closing_the_poverty_gap_in_int_2011_povcal_net_world_bank_2017","national_poverty_lines_jolliffe_and_prydz_2016","multidimensional_poverty_headcount_ratio_alkire_and_robles_2016","percentage_contribution_of_deprivations_in_education_to_overall_poverty_alkire_and_robles_2016","percentage_contribution_of_deprivations_in_health_to_overall_poverty_alkire_and_robles_2016","percentage_contribution_of_deprivations_in_living_standards_to_overall_poverty_alkire_and_robles_2016","mean_monthly_per_capita_expenditure_in_2011_int_povcal_net_2017","median_monthly_per_capita_expenditure_in_2011_int_povcal_net_2017","poverty_rate_50_percent_of_median_lis_key_figures_2018","stringency_index","income_support","debt_relief","containment_index","standard_deviation_of_life_satisfaction","all_causes_disability_adjusted_life_years_who_2015","share_of_population_covered_by_health_insurance_ilo_2014","current_health_expenditure_per_capita_ppp_current_international","haq_index_ihme_2017","beds_in_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_not_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_publicly_owned_hospitals_per_1_000_population_oecd","acute_care_beds_per_1_000_population_oecd","dentists_per_100_000_population_oecd","for_profit_privately_owned_hospitals_per_million_population_oecd","general_hospitals_per_million_population_oecd","hospitals_per_million_population_oecd","long_term_care_beds_per_1_000_population_oecd","midwives_per_1_000_live_births_oecd","not_for_profit_privately_owned_hospitals_per_million_population_oecd","nurses_per_1_000_population_oecd","physicians_per_1_000_population_oecd","psychiatric_care_beds_per_1_000_population_oecd","psychiatrists_per_1_000_population_oecd","publicly_owned_hospitals_per_million_population_oecd","surgical_specialists_per_1_000_population_oecd","hospital_beds_per_1_000_population_oecd","healthy_life_expectancy_ihme","life_expectancy_ihme","years_lived_with_disability_ihme","out_of_pocket_expenditure_per_capita_on_healthcare_ppp_usd_who_global_health_expenditure","total_gross_official_disbursements_for_medical_research_and_basic_heath_sectors","religious_compatibility_larson_et_al_2016","child_mortality_estimates_gapminder_2015","child_mortality_1950_2017_ihme_2018_x","inequality_in_life_expectancy_2015_2020","inequality_in_education_2017","infant_mortality_rate","international_historical_statistics_deaths_per_1_000_brian_mitchell_2013","life_expectancy","life_expectancy_1950_2015_un_population_division_2015","mean_bmi_male","mean_bmi_female","neonatal_mortality_rate_via_childmortality_org_2015","number_of_child_deaths_1950_2017_ihme_2017","number_of_infant_deaths_ihme_2017","number_of_neonatal_deaths_ihme_2017","total_population_gapminder_hyde_un"
"55",544.493,0.319270299,1.903125749,2.994268773,26.67253963,158.9912906,250.1477672,4.059037715,24.19535799,38.06758693,0.002388263,0.02060666,0.0396873,1596.915494,13778.67288,26536.97029,65757955,866113,7.4588522,4.425538,6.6258572,6.6258572,0.23,0.08,29.55886606,25.84692835,52.77921822,0.333688042,0.291784228,0.595821029,43.64,36.62,109.08,25.02,6.13,14.64,10.57,21.03,10.35,0.07,0.3,148.79,3.76,21.6,22,21.1,6.714,1621.01,4,32.38069,33.1,38515.9193,2336.02680882,24.69,7.642,29.725,50.32,28.081,1597.81,1313.09,9.124,60.65,2,0,68.45,1.926970959,19104,99.9,4542.307106,87.9,1.45,0.84,3.68,3.09,1.0333,14.99,28.65,45.55,0.47,70.2315,10.17,14.5579,5.101,0.84,0.23,20.4,0.48,5.98,71.71,82.34,10.64,308.73276,5.5612e+10,10.5,4.3,4.25,3.6,8.6,313.2303763,8.496422292,82.659,81.8,26.07234717,24.3122892,2.2,3,2297,1529,65426177
"56",24.262,0.9553951,2.569921043,3.759603537,79.8157978,214.696829,314.0855085,21.99218217,59.15685746,86.54208702,1.150285,15.18224,32.0472,23751.34925,313486.3834,661717.9565,808743,1121432,10.0069996,9.9846067,8.3337097,8.3337097,0.6,0.21,45.21394737,59.61460208,85.68390025,102.0798828,134.5923536,193.4492121,9.5,55.58,308.36,94.28,16.72,36.52,51.18,77.36,41.84,2.7,11.49,146.79,2.59,15,9.6,20.3,4.914,295.5,3,38.02437,42.18,17613.5564,16.93527,3.63,16.5,15.4,45,39.6,210.08,149.29,19.10091,67.59,0,1,63.57,1.7376123023,58498,57.6,480.8514802,51.4,0.6954,0.7024,4.0846,3.7304,1.1701,12.8744,24.687,33.4352,0.7826,89.3177,2.9591,8.94610000000001,4.844,0.7519,0.1019,15.4375,0.5609,1.9892,57.58,66.53,8.94,124.56293,3.29e+09,12.673,52.2,40.51,23.1,23.5,3404.89869,6.28680691368,66.467,63.7,24.14419589,26.69545578,23.2,2,1368,901,2278829
"57",49.241,0.98305743,2.529438269,3.849925952,82.12676944,211.3148095,321.6312408,38.99404664,100.3329315,152.7115177,3.858992,47.66144,73.06253,85433.99235,1055173.76,1617526.968,1164801,812789,9.4400826,7.9299876,5.2351226,5.2351226,0.24,0.07,60.67364177,83.36837184,114.214131,135.5411193,186.2397262,255.1472221,4.9,34.41,320.01,92.04,19.24,45.93,29.34,61.6,29.59,2.55,22.42,123.15,2.22,10.3,5.6,14.8,5.164,149.91,1,35.91883,47.33,1882.2399,225.5213455,2.45,60.4,28.9,37.4,33.7,97.16,62.45,18.09513,24.07,0,1,42.26,1.74971819163,62697,99.9,114.0747188,49.7,0.647,0.7178,3.9877,3.4664,1.1821,12.7414,23.6884,34.4795,0.8853,87.6937,3.6602,9.66240000000001,4.9263,0.7698,0.1391,15.8804,0.5933,2.3156,58.27,67.34,9.07,23.163185,2.127e+10,11.504,68.9,51.2,28.5,49.3,3450.537925,6.6020890293,62.05,59.8,23.55791801,24.65288872,29.9,3,2279,1512,2486937
"58",63.422,0.81073685145,2.30964130229,3.55864494996,68.9488203439,196.060961135,298.306134191,15.0699304368,43.099562631,72.6786119952,0.59914376471,9.8820277471,27.82523659,36524.247751935,1241054.60251714,1788981.2944624,3207857,509243,13.278765,12.0605641,14.9822181,14.9822181,0.28,0.11,0.536494789,2.748147005,2.895055244,0.153549655,0.786544498,0.828590963,31.6,27.94,490.35,149.05,12.9,30.94,24.49,35.78,9.26,0.64,0.84,123.01,3.68,21.7,19.2,23.8,5.123,237.52,2,35.94862,40.03,11984.9049,88.080048,1.89,0.8,23.2,33.8,43,200.07,152.61,16.893,64.81,1,0,66.55,1.76216080549,29323,25,717.7162423,62.1,0.6798,0.3427,4.2686,3.8843,1.1637,10.4862,18.8975,28.2397,0.785799999999999,82.7266,1.2368,9.2031,5.231,0.7176,0.1193,15.9541,0.6579,3.8742,65.01,73.92,8.9,411.42606,3.98e+09,10.438,11.9,12.34,8.1,2.2,943.1186411,10.17247026581,73.767,74.6,27.68977139,27.87763074,7.2,1,467,318,3979773
"59",121.539,0.266420584,2.258621347,2.778415742,22.25735877,188.690171,232.1149325,3.672619731,31.13519677,38.30058588,0,0.2406784,0.2406784,0,198937.5499,198937.5499,81033118,653493,6.0163501,3.9049721,6.401131,6.401131,0.29,0.12,94.47881279,81.23252609,107.5560226,0.735746351,0.632591931,0.837584097,39.52,37.13,186.93,29.92,12.41,23.73,13.28,30.6,12.76,0.15,0.24,143.53,3.57,22.3,24.2,20.4,7.312,1637.79,4,31.87067,30.13,46177.6187,1661.253611315,26.39,7.641,26.974,51.176,24.644,1605.69,1376.05,9.165,59.26,2,0,67.86,1.90899835715,19224,100,5356.811177,86.4,2.43,2.31,3.26,6.02,1.18,16.08,19.26,37.31,0,68.471,11.74,15.4988,6.1,1.28,0.27,9.5,1.18,8,70.23,80.93,10.7,671.1239,69839700000,8.8,3.7,3.88,3,2.7,325.4044188,8.82928535408,81.326,80.6,27.48449232,26.00994709,2.1,3,2346,1588,83900471
"60",10.17,0.823971445,2.514906339,4.250567979,68.83637802,210.1007802,355.1017527,50.05460845,152.7755032,258.2134578,5.28721,34.26132,60.90227,1539713.327,9977400.368,17735636.9,4109840,23472981,6.4065812,6.6002139,4.9698628,4.9698628,0.25,0.08,584.1093525,811.0063725,1146.344862,93.04392962,129.186803,182.6035317,2.4,33.12,362.74,144.5,18.77,39.15,39.88,86.46,30.99,3.01,23.06,122.03,2.4,10.9,4.5,16.6,5.319,199.55,2,43.52088,42.77,4267.0667,678.509304,2.23,33.7,24.3,35.3,40.4,131.42,95.69,19.55143,42.59,0,0,43.57,1.77713208676,58375,73.9,249.328504,49.7,0.7942,0.957,3.6693,3.8147,1.1799,15.7722,27.5852,40.5267,0.9742,86.8239,4.9166,10.4755,4.8634,0.9441,0.1355,15.3808,0.532299999999999,2.0572,57.92,66.01,8.08,90.020622,1.4816e+11,10.1,61.6,62.76,26.2,34.9,3779.929326,6.72479006831,64.074,61,22.59033672,25.38987538,28.3,44,32021,21363,31732128
"61",56.893,0.677560681,2.580448916,3.085863011,56.60490235,215.5763506,257.7997503,7.706613058,29.35017021,35.09877836,0.45555,2.04858,2.895735,48992.94018,220318.2031,311427.0039,10712674,108209,7.2485658,6.015919,8.8226583,8.8226583,0.19,0.08,0.826121662,1.188550991,0.748101222,0.049080746,0.070613049,0.04444547,46.22,40.43,215.53,56.54,11.93,24.69,6.23,21.49,8.24,0.61,0.34,138.73,3.68,24.9,24.2,25.4,5.788,662.25,4,32.89121,36.68,23450.7658,293.823917775,12.85,1.96,35.114,51.994,22.042,680.16,584.69,14.168,48.61,2,2,58.99,1.76006929639,19627,100,2204.354384,87,1.38,0.08,2.74,3.6,1.23,13.67,16.18,25.76,0.57,71.4194,0.46,10.3728,6.07,0.74,0.25,11.62,1.32,4.21,70.63,80.97,10.34,781.69025,17441300000,19.4,4.1,4.92,3.5,13.1,352.2865839,9.600140959,82.239,80.6,27.65624943,26.9157422,2.9,0,318,214,10370747
"62",204.571,1.21837748723,3.28091510111,4.22925024776,98.3121047862001,270.837686971,353.566931228,26.19666162753,66.5577555314,89.3041166552,4.656291501,33.134216854,42.25922908,1047122.53785097,5719708.427902,7995673.802113,10385302,5867127,8.933383,10.3592865,8.225591,8.225591,0.61,0.22,157.2738973,322.3879284,545.6001207,27.16939881,55.69319736,94.25357628,5.7,41.48,165.83,38.57,50.47,21.5,43.44,118.24,25.61,0.47,2.16,112.08,2.33,21.2,15.1,26.4,6.262,259.89999,2,48.27859,52.35,7402.1146,343.840074,5.51,12.968,24.354,36.503,38.781,257.19,167.87,14.606,52.78,0,2,57.5,1.75098099349,37079,30,443.9018463,55.7,0.694,0.874400000000001,3.1316,3.7638,1.1834,13.9089,23.485,34.5694,0.8635,87.4190000000001,4.0202,9.06310000000001,4.6088,0.7557,0.0785999999999999,14.0565,0.556,1.9912,63.86,72.75,8.89,247.54504,4.64e+10,16.711,29.1,26.83,16,35,2194.79736,5.134811372,74.302,71.5,25.83059531,27.49113119,13.4,12,9219,4557,18249868
"63",5.406,0.903217626,2.214249044,4.147675709,75.45677748,184.9832117,346.5059072,24.58392943,60.2678033,112.8921358,8.894817,59.42562,90.28445,1073385.51,7171209.869,10895111.21,2430398,9661135,6.7504811,6.0544232,4.5085532,4.5085532,0.35,0.09,475.096115,681.0557156,916.7504496,192.2882471,275.6474018,371.0414196,7.5,34.31,382.26,137.19,19.77,61.4,39.63,83.14,41.02,4.09,28.13,139.54,2.17,7.7,3.7,11.5,4.768,87.300003,1,33.7297,33.73,1606.4666,866.0254625,2.53,75.1,34,27.9,38.1,87.3,71.01,18.61155,62.04,0,0,67.62,1.77021330714,72518,0.2,57.19135929,38.6,0.793700000000001,1.0207,3.5397,3.376,1.1382,15.5223,27.2502,41.0275,0.9305,83.4092,4.6691,9.90810000000001,4.6877,0.8397,0.1641,15.1276,0.524899999999999,1.8502,52.92,60.68,7.76,31.166372,1.3984e+11,10.887,93.7,103.06,31.2,48.3,6132.247871,6.83306232732,61.602,58,22.46822914,23.48420628,31.3,41,25401,13444,13497237
"64",20.833,0.925029393,1.857224191,3.778343141,77.27898019,155.156574,315.651056,26.10351682,52.4092351,106.6215241,45.31672,78.24714,92.62132,828455.804,1430471.96,1693252.957,368269,1402257,7.3624409,6.8439213,5.0856492,5.0856492,0.28,0.08,74.40035852,107.6224622,144.2902741,289.0878517,418.1746838,560.6500587,2.4,33.85,495.16,170.77,32.36,73.71,52.51,112.28,47.53,5.28,33.15,165.51,2.14,9.5,5,13.7,4.17719,69.18,1,50.66424,50.66,1501.4136,375.078088,2.01,77.5,32.4,25.9,41.8,69.18,42.2,18.53397,34.9903,0.19,0.68,44.1569,1.75554458979,83441,1.6,100.2957262,36.3,0.6761,0.7809,3.6871,3.3904,1.1644,12.8909,23.0973,34.5622,0.9373,84.513,3.9965,9.26500000000001,4.8199,0.8111,0.133,16.1311,0.5684,1.8043,51.39,58.75,7.37,37.274281,1.847e+10,13.1,92.5,80.62,38.4,41.9,5215.989147,6.86912844374,58.322,54.7,22.85539546,24.15697009,39.7,5,3390,2178,2015490
"65",151.292,0.726962015,3.605647519,4.771648186,60.73199795,301.2236858,398.6339337,18.50998834,91.80740137,121.4962411,3.969284,25.4164,39.30348,30770.72312,197033.2702,304688.8307,643246,125268,9.0633936,12.596474,10.9003648,10.9003648,0.6,0.24,3.6719118,4.010773659,9.249413705,14.14279139,15.44795689,35.62518264,7.2,32.8,495.73,155.97,36.09,24.93,36.36,159.01,26.08,0.9,1.54,128.21,2.71,20.2,12.7,27.1,5.993,202.89,3,45.11814,44.55,10766.962315,12.12238,4.2109,3.2,18.5,36.5,45,202.89,148.95,19.27122,60.19,1,1,68.81,1.76378698945,55470,23.8,336.1484296,49.8,0.6661,0.4515,4.1936,3.8972,1.1844,10.8363,26.9731,32.3414,0.8362,79.1969,1.5707,8.7139,4.9469,0.8289,0.1026,15.5756,0.5988,2.6088,59.17,67.74,8.57,136.16254,1.79e+09,15.223,39.4,28.64,19.5,10.7,2003.709588,6.637814579,69.906,66.3,25.18206707,27.95808006,22.8,0,306,225,790329
"66",20.346,1.094127898,2.928761213,4.698406729,91.4058394,244.6751222,392.515182,41.09860075,110.0127216,176.4857132,14.42873,60.68664,82.16744,1584615.938,6664828.918,9023928.994,2956253,7754808,8.5517711,8.7666628,7.0955362,7.0955362,0.35,0.14,92.30855875,144.8636186,195.0337479,34.04920955,53.43482525,71.94072837,10.1,32.61,544.45,184.3,38.25,55.62,22.18,134.81,38.48,0.93,8.02,176.74,2.36,22.7,17.9,26.9,3.615,104.7,1,41.10377,60.79,1729.0432,2040.487131,2.15,49.4,19.7,28.5,51.8,104.7,51.17,19.73765,53.7,1,1,63.21,1.77135761023,61717,3.1,120.1457421,38.5,0.7709,0.9992,3.6412,3.8981,1.1507,14.6276,30.3502,41.0093,0.8963,84.8798,4.5246,10.1739,4.7306,0.8571,0.0976,14.925,0.541299999999999,1.9955,55.9,63.97,8.07,43.579815,5.685e+10,13.539,69,63.54,28.6,38.3,4916.711501,6.98117434293,64.001,62.3,26.62422204,24.34822336,25.4,19,15258,8030,11541683
"67",266.442,1.145273549,3.471640373,3.649055412,95.67865908,290.0284355,304.8500762,32.60270703,98.82780761,103.8783133,12.80576,46.9657,48.85315,1207456.775,4428401.959,4606369.864,7401645,1559184,8.4891994,9.972857,7.8857192,7.8857192,0.49,0.18,60.75258714,181.3742528,278.5056549,19.99434854,59.69227316,91.65929217,14.7,48.16,315.58,56.11,58.97,56.37,34.33,104.03,50.69,0.52,2.61,118.55,2.65,21.4,15.6,26.9,5.93,239.57001,2,48.16817,53.67,5041.6354,417.008485,6.43,15.8,31.9,24.2,44,236.33,151.4,19.47792,76.85,1,2,72.38,1.74992638346,33106,12,353.3645701,53.9,0.7535,0.905200000000001,3.44,3.2376,1.153,14.0014,22.9738,34.9326,0.889,88.6496,4.0804,9.30290000000001,4.6173,0.6692,0.0825999999999999,14.233,0.5185,2.0402,64.27,72.67,8.4,173.59322,3.594e+10,16.851,20.4,15.92,18.1,22.7,1091.73737,5.6,75.27,72.8,26.00910489,27.85207042,11,3,2633,1725,10062994
"68",163.348,0.45006955,2.342294252,3.721089004,37.59979528,195.6803887,310.8679202,6.690511856,34.81939065,55.31587313,0.3069299,1.281289,3.021302,30042.19426,125412.1317,295724.0125,9646167,196861,8.9001676,6.6882506,9.4248907,9.4248907,0.26,0.11,4.840916635,22.05688295,46.66520692,0.389035322,1.772578876,3.750201704,78.66,30.13,361.76,74.59,8.6,32.23,26.66,27.37,17.64,0.06,0.51,202.73,4.43,26.4,28.2,24.6,6.038,650.71997,4,29.61204,30.55,25622.8123,14.4033015,9.59,2.027,29.374,52.666,21.477,568.43,500.13,10.427,27.78,0,1,44.05,1.79221641901,28707,100,1912.069053,79.6,0.02,0.21,6.96,4.27,1,1.2,14.64,16.86,1.22,62.57,2.91,11.8,5.68,0.87,0.15,13.24,0.68,7.02,65.82,75.75,9.92,555.2157,9390300000,11.308,6.2,5.23,4.7,3.2,394.3886029,13.04478867,76.875,75,28.39520228,26.65430385,3.5,0,346,217,9634162
"69",32.234,0.382420976,2.450969495,2.386684087,31.94828534,204.7593563,199.3888126,4.271764756,27.37811411,26.66002552,0,0.01792546,0.01792546,0,61.55602964,61.55602964,326845,3970,7.6316878,4.1564257,5.2995146,5.2995146,0.27,0.1,0.133755738,0.080584068,0.120383674,0.413668974,0.249223918,0.372312934,25.06,43.88,147.84,31.21,5.54,22.17,3.55,15.54,9.83,0.04,0.39,144.51,4.33,21.9,24.2,19.4,7.575,1527.02,4,26.13158,26.94,43438.5412,215.37485103,22.7,4.926,32.33,57.488,21.892,1413.36,1256.03,6.068,41.67,2,2,51.79,1.70389223114,17257,100,4116.171894,93.6,0,0,2.91,2.37,1.21,0,22.96,22.96,0.36,127.52,0,29.55,7.74,0.37,0.24,22.96,0.74,2.91,71.48,82.27,10.79,700.42822,10544400000,12,2,2.46,2.4,2.6,150.2604665,8.96071043288,82.993,82.3,27.16196688,25.5912036,0.9,0,6,4,343360
"70",86.963,0.788195593,2.124408033,3.219106537,65.84758505,177.477697,268.9312061,27.32972627,73.66127208,111.6186151,0.6541131,42.66327,71.48567,8756342.804,571115633.2,956949237.2,518385376,790668604,9.053893,8.3259159,7.5498721,7.5498721,2.58,0.5,118987.3967,183143.7234,321468.3266,232.1997819,357.3986305,627.3343008,7.9,26.27,344.27,85.07,27.09,138.8,19.45,80.67,23.45,6.53,5.71,86.89,2.74,3.9,2.7,5.1,4.225,111.83,2,38.9426905,33.9,6806.4986,28572.13065,1.91,53.7,21.8,35.7,42.5,111.83,0,19.656,70.83,0,1,72.68,1.78163899184,47950,12.5,237.7234161,44.8,0.9194,1.1017,3.7843,4.0303,1.148,16.5207,32.5055,45.6934,1.0165,81.9325,4.32,9.5349,4.6999,0.959600000000001,0.1223,14.9571,0.489299999999999,0.53,58.89,68.55,9.66,154.66501,3.9127e+11,20.8,47.7,40.83,21.4,38.7,3622.58324,7.4,69.656,67.5,21.81452731,22.00366557,27.7,1040,876086,571527,1393409033
"71",49.4,1.020366482,2.663409884,5.056987635,85.24364932,222.5070914,422.4718158,20.86858118,54.47217871,103.4257385,1.066842,35.58759,71.30388,2823353.463,94181092.86,188702785,156962565,101199548,7.4193282,7.9842802,7.347647,7.347647,1,0.24,7272.128659,12446.09086,28585.46572,82.43602785,141.0874781,324.0416058,18.6,48.38,384.93,149.73,20.78,62.84,27.91,83.27,45.3,2.98,1.84,82.91,3.06,6.9,4.8,8.9,5.347,190.66,2,39.1253538,35.57,11851.7372,2613.836175,1.85,15.5,12.6,60.7,26.7,163.97,0,20.07189,68.98,1,1,72.44,1.81461384176,36015,59,369.2864404,49.2,0.960500000000001,1.0868,3.7069,4.2698,1.1615,15.6046,35.5092,45.5932,1.0481,90.4831,4.4931,10.2063,4.9096,1.238,0.128,15.4105,0.514099999999999,1.04,62.95,71.66,8.71,189.93916,9.857e+10,8.4,27.2,29.15,14.8,16.5,2249.603275,6.32797109503,71.716,68.6,22.58718339,23.90401041,13.5,109,90145,56952,276361788
"72",396.45,0.870882295,2.008571733,3.459457249,72.75541312,167.800479,289.0106306,21.81011213,50.30206145,86.63759836,0.03890009,2.204791,10.49139,31382.23955,1778692.011,8463818.828,71424438,7936049,11.3852069,12.860293,11.0630794,11.0630794,0.41,0.17,43.26512702,55.9499208,206.2125559,1.328461976,1.717950402,6.331786323,6.7,47.64,352.24,67.36,20.78,31.62,8.54,59.15,10.94,1.48,1.41,104.48,4.73,25.8,19.3,32.2,4.865,493.39001,3,42.0033,37.35,17011.3042,16.0510575,4.2087,5.782,35.74,38.657,28.67,504.64,391.76,18.93588,74.54,1,1,67.08,1.71292677517,30911,90,1261.730503,71.1,0.6153,0.6008,3.4447,2.5245,1.0764,11.0521,18.895,26.1949,0.6452,84.5574,2.358,8.40690000000001,3.9708,0.2928,0.0910999999999999,13.9955,0.465799999999999,2.139,64.79,75.94,11.15,500.40799,3.48e+09,7.7,15.5,15.91,9,4.9,1392.306919,6.79812022772,76.677,75.1,25.39401948,27.2634146,9.5,21,17961,12000,85028760
"73",266.617,1.164338457,2.504804723,3.919958686,97.27138321,209.2568691,327.4819287,25.02542643,53.83641323,84.25268194,0.706506,18.24499,50.81578,265312.6509,6851501.138,19082738.58,30914996,5200653,17.2299941,17.4914421,13.7771144,13.7771144,0.35,0.16,3.099555605,12.04861261,24.26456267,0.310474336,1.206877849,2.430517449,21.1,50.31,613.13,129.92,50.48,41.87,10.24,142.58,6.93,1.52,3.37,99.31,3.12,30.4,23.4,37,4.785,178.81,3,29.54186,29.54,12835.8126,604.48573817,4.0388,11.6,51.3,38.4,10.3,230.7303,166.1277,19.006,75.93,1,1,69.35,1.7228736222,38798,57.504,481.0398448,60.1,0.7743,0.5634,3.2793,2.9709,1.0587,13.0204,21.8248,32.0802,0.8266,89.1593,2.5886,9.58420000000001,4.3177,0.4875,0.0906,14.8561,0.5111,2.7939,57.43,67.6,10.17,367.85107,1.166e+10,12.477,32,25.65,17.3,27.2,1913.346863,6.61684719416,70.604,69.2,27.9517395,29.94273994,18.4,30,23339,15085,41179351
"74",382.762,0.577231411,2.058216272,2.470563485,48.22317552,171.9478924,206.3962812,11.81372843,42.12384777,50.56302468,0.1854279,0.3040497,0.3353735,8914.238613,14616.84879,16122.70539,4232536,444299,7.3088405,5.1438133,6.2155942,6.2155942,0.17,0.07,0.851403099,1.341764391,0.849139936,0.191230184,0.301368238,0.190721865,35.14,42.09,159.45,29.93,9.19,34.72,6.61,22.99,11.65,0.15,0.32,152.01,3.92,25.3,25.1,25.5,7.035,1408.09,4,31.3598,32.52,64684.302,608.054329645,20.33,7.544,34.873,51.314,25.455,1248.55,1041.22,9.403,48.15,2,2,62.5,1.82536912,19319,100,5334.947576,88.4,0.5185,0.7116,2.4882,2.77,0.67,3.95,11.65,17.89,0.15,291.99,6.0625,14.76,4.82,0.34,0.17,14.9892,0.47,2.96,70.45,81.14,10.7,809.01556,20178300000,9.5,3.6,3.73,2.8,2.9,310.7764911,6.237350568,82.305,80.6,28.09450077,27.20344034,2.3,0,199,138,4982904
"75",286.868,0.508129071,1.918522938,2.675549201,42.45021475,160.2776055,223.5212365,6.230197422,23.52311126,32.80505032,0,0.4831344,0.9977683,0,42096.94968,86938.54528,8380100,0,7.0922374,5.7613617,6.7878403,6.7878403,0.29,0.12,6.588797326,8.987716548,9.032278833,0.961916049,1.312140647,1.318646414,28.12,40.79,119.21,26.23,22.52,18.42,7.31,56.8,10.34,0.16,0.37,134.5,3.95,26.1,25.9,26.2,7.195,1097.22,4,39.01302,42.78,32954.7701,128.080455305,13.76,5.756,33.623,49.015,26.158,936.83,721.22,19.317,52.78,2,1,61.31,1.7161379219,17719,100,2819.111414,85.5,0.37,0.59,2.03,2.19,1.31,2.48,5.07,9.58,0.53,14.65,2.93,7.41,4.37,0.4,0.16,4.17,0.61,2.99,71.44,82.14,10.7,686.99359,5218600000,12.049,4,3.85,3.3,7,285.1116599,5.162098361,82.972,82.1,27.82790048,27.12482237,2.1,1,510,338,8789776
"76",623.534,0.316287353,2.256911343,3.093535301,26.42333779,188.5473135,258.4407102,3.563861467,25.43041726,34.85732559,0.996795,1.881131,2.472911,603426.8885,1138774.799,1497018.936,60426929,303653,7.0540891,4.6222522,7.4494739,7.4494739,0.23,0.08,21.33296377,24.20477728,34.517873,0.215294503,0.244277146,0.348357987,44.23,49.15,144.02,31.69,8.78,19.04,10.14,26.86,9.26,0.39,0.22,143.27,3.96,19.9,20.1,19.5,6.488,1227.58,4,35.928,35.16,34364.1682,382.934437425,20.72,3.445,36.221,52.355,25.838,1208.21,1022.05,12.9,75.46,1,2,81.55,1.741591692,16957,100,3350.575515,88.7,0.93,0.13,2.12,2.62,1.02,9.91,14.83,17.56,0.14,44.33,0.53,7.44,6.55,0.09,0.17,7.12,0.99,3.18,71.75,82.34,10.59,765.02649,20128200000,18.3,3.4,3.5,2.9,10.5,265.355629,9.713207516,83.512,82.8,26.64890335,24.85762136,2.1,1,1243,875,60367471
"77",66.19,1.014786055,4.057104501,5.497522295,84.77744822,338.9393902,459.2750456,15.58050759,62.29071352,84.40615377,0.876297,34.51796,52.39908,25595.34721,1008218.87,1530500.1,2349242,522692,9.2817333,14.4098648,14.500917,14.500917,0.49,0.21,3.770326911,5.812347618,10.23805723,2.305956156,3.554869136,6.261661563,22.1,31.1,248.65,105.69,30.32,27.8,8.43,147.02,13.58,0.27,1.73,158.63,2.78,24.7,15.3,33.4,6.309,366.34,3,45.45747,45.46,7272.9805,7.7054785,4.07,1.8,15.6,42.8,41.6,368.03,240.91,19.18015,66.67,0,0,75.36,1.75476566673,32646,20.1,511.3773951,63.7,0.6501,0.4735,3.8937,3.858,1.2024,11.4523,26.7574,32.044,0.7816,81.0113,1.648,9.0454,4.8759,0.8077,0.0996,15.4269,0.594,2.8511,65.34,74.9,9.55,121.21803,1.8e+08,16.366,15.7,15.6,11,5.6,1665.110074,6.7,74.475,75.4,25.97758141,29.86594518,11.6,1,625,504,2973462
