"","total_confirmed_deaths_due_to_covid_19_per_million_people","cost_of_calorie_sufficient_diet_2017_usd_per_day","cost_of_nutrient_adequate_diet_2017_usd_per_day","cost_of_healthy_diet_2017_usd_per_day","calorie_sufficient_diet_cost_percent_of_1_20_poverty_line","nutrient_adequate_diet_cost_percent_of_1_20_poverty_line","healthy_diet_cost_percent_of_1_20_poverty_line","calorie_sufficient_diet_cost_percent_of_average_food_expenditure","nutrient_adequate_diet_cost_percent_of_average_food_expenditure","healthy_diet_cost_percent_of_average_food_expenditure","calorie_sufficient_diet_cost_percent_cannot_afford","nutrient_adequate_diet_cost_percent_cannot_afford","healthy_diet_cost_percent_cannot_afford","calorie_sufficient_diet_cost_number_cannot_afford","nutrient_adequate_diet_cost_number_cannot_afford","healthy_diet_cost_number_cannot_afford","population_with_access_to_improved_sanitation_y","population_without_access_to_improved_sanitation_y","age_standardised_diabetes_prevalence_male","age_standardised_diabetes_prevalence_female","crude_diabetes_prevalence_male","crude_diabetes_prevalence_female","ratio_of_diabetes_to_obesity_prevalence","ratio_of_diabetes_to_overweight_prevalence","deaths_no_access_to_handwashing_facility_sex_both_age_70_number","deaths_unsafe_sanitation_sex_both_age_70_number","deaths_unsafe_water_source_sex_both_age_70_number","deaths_no_access_to_handwashing_facility_sex_both_age_70_r_ate","deaths_unsafe_sanitation_sex_both_age_70_rate","deaths_unsafe_water_source_sex_both_age_70_rate","male_lung_cancer_deaths_per_100_000_who_iarc_2016","dementia_ihme_2017","cardiovascular_diseases_ihme_2017","stroke_ihme_2017","kidney_disease_ihme_2017","respiratory_disease_ihme_2017","liver_disease_ihme_2017","diabetes_blood_and_endocrine_disease_ihme_2017","digestive_disease_ihme_2017","hepatitis_ihme_2017","meningitis_ihme_2017","cancers_ihme_2017","parkinsons_disease_ihme_2017","prevalence_of_obesity_both_sexes_who_2019","prevalence_of_obesity_male_who_2019","prevalence_of_obesity_female_who_2019","life_satisfaction_in_cantril_ladder_world_happiness_report_2019","mean_monthly_income","income_classification_world_bank_2017","gini_index","gdp_per_capita","cost_of_closing_the_poverty_gap_in_int_2011_povcal_net_world_bank_2017","national_poverty_lines_jolliffe_and_prydz_2016","multidimensional_poverty_headcount_ratio_alkire_and_robles_2016","mean_monthly_per_capita_expenditure_in_2011_int_povcal_net_2017","poverty_rate_50_percent_of_median_lis_key_figures_2018","gdp_growth_per_capita_from_previous_year_2020_q2","stringency_index","income_support","debt_relief","containment_index","standard_deviation_of_life_satisfaction","all_causes_disability_adjusted_life_years_who_2015","share_of_population_covered_by_health_insurance_ilo_2014","current_health_expenditure_per_capita_ppp_current_international","haq_index_ihme_2017","beds_in_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_not_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_publicly_owned_hospitals_per_1_000_population_oecd","acute_care_beds_per_1_000_population_oecd","dentists_per_100_000_population_oecd","for_profit_privately_owned_hospitals_per_million_population_oecd","general_hospitals_per_million_population_oecd","hospitals_per_million_population_oecd","long_term_care_beds_per_1_000_population_oecd","midwives_per_1_000_live_births_oecd","not_for_profit_privately_owned_hospitals_per_million_population_oecd","nurses_per_1_000_population_oecd","physicians_per_1_000_population_oecd","psychiatric_care_beds_per_1_000_population_oecd","psychiatrists_per_1_000_population_oecd","publicly_owned_hospitals_per_million_population_oecd","surgical_specialists_per_1_000_population_oecd","hospital_beds_per_1_000_population_oecd","years_lived_with_disability_ihme","out_of_pocket_expenditure_per_capita_on_healthcare_ppp_usd_who_global_health_expenditure","total_gross_official_disbursements_for_medical_research_and_basic_heath_sectors","religious_compatibility_larson_et_al_2016","child_mortality_estimates_gapminder_2015","child_mortality_1950_2017_ihme_2018_x","inequality_in_life_expectancy_2015_2020","inequality_in_education_2017","infant_mortality_rate","international_historical_statistics_deaths_per_1_000_brian_mitchell_2013","life_expectancy","life_expectancy_1950_2015_un_population_division_2015","mean_bmi_male","mean_bmi_female","neonatal_mortality_rate_via_childmortality_org_2015","number_of_child_deaths_1950_2017_ihme_2017","number_of_infant_deaths_ihme_2017","number_of_neonatal_deaths_ihme_2017","total_population_gapminder_hyde_un","indoor_80_years","indoor_under_5s","outdoor_80_years","outdoor_under_5s","excess_mortality_from_air_pollution_all_sources","death_rates_from_all_air_pollution_per_100_000","yll_rates_from_all_air_pollution_per_100_000","indoor_5_to_49","indoor_50_to_79","outdoor_5_to_49","outdoor_50_to_79"
"94",7.353,0.908167921,2.383309207,3.962462647,75.87033594,199.1068677,331.0328026,10.43814427,27.3928695,45.54307174,0,0.3087978,2.754231,0,96051.64215,856704.3237,29494229,1228926,11.4416249,10.7315988,9.4710603,9.4710603,1.22,0.44,21.1943955,22.39138508,182.6385655,1.824511488,1.927553882,15.72237156,27.9,51.62,320.97,81.91,19.58,38.62,12.67,57.6,24.14,1.57,2,119.42,3.44,15.6,13,17.9,5.428,850.15997,3,41.0664,24842.3559,2.0437445,3.38,NA,627.05,NA,-0.000521720124063215,80.56,1,2,80.71,NA,29765,100,1063.888395,66.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.14,370.69351,6.2e+08,NA,8.2,7.79,5.9,15.6,573.4911005,NA,76.156,74.5,25.40068289,26.30422774,3.9,4,2978,2002,32776195,43,1,2237,38,13387,44.13636068,1124.367771,22,129,1160,7190
"95",68.45,0.422614866,2.68616602,3.638542468,35.30617095,224.4081888,303.9718019,14.46101393,91.9150918,124.5034605,0,0.5116307,2.729918,0,2539.745027,13551.36755,400571,8592,11.063976,10.7239682,8.3438318,8.3438318,1.26,0.34,0.304899155,0.454699471,1.397518944,2.369895313,3.534251004,10.8625214,NA,45.12,239.27,43.94,36.26,57.62,9.63,68.04,4.77,0.45,0.53,71.97,3.29,8.6,5.8,11.4,5.198,198.52,3,31.28565,NA,2.70465,NA,5.2,198.52,NA,NA,NA,NA,NA,NA,NA,25036,30,1513.882431,75.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,247.58975,1.06e+09,NA,8.6,8.47,5.7,40,627.7546001,NA,78.921,76.4,24.84316797,26.55675736,4.9,0,43,33,543620,3,0,25,0,135,37.08791209,925,0,7,8,57
"96",6.716,0.599600045,1.98490498,3.25869826,50.09190015,165.8233066,272.2387853,23.27170321,77.03821906,126.4767397,4.556961,70.88705,90.62164,843602.5747,13122889.99,16776235.05,4314573,13153332,8.3645204,6.3847485,4.522811,4.522811,0.32,0.09,1131.928963,1686.286246,2198.228221,322.0978258,479.8438342,625.5202878,2.8,34.49,318.64,104.47,19.54,65.31,24.55,70.88,32.04,3.05,28.3,133.06,2.08,8.6,4.6,12.4,4.988,72.610001,1,33.03796,1667.2951,1917.911006,1.82,77.7,73.1,NA,NA,8.33,0,0,30.71,NA,75910,1.9,118.4518361,45.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.15,54.852081,1.3294e+11,NA,114.7,127.42,36.8,46.2,7457.332333,NA,59.306,57.2,22.99991795,23.18221551,37.8,104,61503,34654,20855724,786,2823,572,2077,17107,97.19885259,4670.454015,1269,3941,944,2863
"97",124.564,0.763473885,2.727949045,3.932199898,63.78227948,227.8988341,328.5045863,11.18872343,39.97814199,57.62645976,0.1004015,0.2212111,0.3113678,469.878016,1035.265736,1457.19819,431874,0,9.0493557,6.3757008,8.7500336,8.7500336,0.32,0.14,0.066645901,0.078658185,0.079641615,0.114238034,0.134828344,0.136514045,41.35,41.06,181.96,33.49,10.76,20,6.18,30.21,10.1,0.1,0.32,122.9,3.8,28.9,29.2,28.5,6.157,1294.25,4,28.66509,32028.9124,NA,NA,NA,NA,NA,NA,75,2,1,80.12,1.619936347,19507,100,3470.896993,85.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,1287.7975,NA,NA,5.9,6.56,4,6.9,510.3950935,NA,82.53,80.3,27.9549695,26.59676335,4.4,0,22,17,442790,2,0,69,0,576,137.4701671,2280.190931,0,2,4,88
"98",35.056,0.87682579,2.813919311,4.429886868,73.25194567,235.0809784,370.0824451,26.33259037,84.50684894,133.0371411,1.558018,38.10409,68.03631,66723.27378,1631835.851,2913705.323,1672936,2509405,8.4635263,9.4024279,7.3046722,7.3046722,0.21,0.07,145.0730909,234.2588265,305.8612241,156.5157742,252.7360612,329.9861193,2.4,35.6,288.87,82.95,20.46,33.92,27.09,67.83,26.1,2.28,15.9,126.87,2.39,12.7,6.6,18.5,4.153,174.63,2,32.61935,3457.515,45.088596,3.7,52.2,175.37,NA,NA,36.11,0,0,43.57,NA,58285,6,177.0806661,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.17,85.419205,1.33e+10,NA,84.7,49.27,32.6,40.8,3387.681805,NA,64.925,62.8,23.36943897,26.75406167,35.7,5,3897,2580,4775110,187,238,250,312,4789,117.7236971,4527.851524,175,728,231,974
"99",7.863,0.813268366,2.518435227,3.719799844,67.94221937,210.3955912,310.7602209,7.803701639,24.16559888,35.69327096,0.008474872,3.255958,12.04238,107.174333,41175.26814,152289.503,1175485,87120,12.8618866,13.0882746,14.6107078,14.6107078,2.01,0.67,0.479762197,1.332114209,2.589771637,0.597681675,1.659531028,3.22630474,15.87,44.47,271.8,66.42,67.1,42.06,19.69,222.12,9.67,0.45,0.91,93,3.03,10.8,5.6,15.7,6.015,351.48999,3,36.76121,20138.5723,0.786429,NA,NA,351.49,NA,NA,51.85,2,2,61.07,NA,30076,100,1098.625455,65.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.72,556.64081,1.8e+08,NA,13.5,14.74,8.9,13.2,1223.68286,7.128447902,74.991,74.1,24.67017349,26.06693249,8.4,0,151,112,1273428,8,0,116,2,819,64.33621367,1685.781618,3,16,42,261
"100",696.596,0.661079505,2.551728019,3.266979428,55.22802883,213.176944,272.9306122,8.387502822,32.37526772,41.45008121,0.3591183,10.29462,17.93763,448098.2047,12845351.35,22382094.7,107259089,18631860,10.869791,11.5297297,11.0197769,11.0197769,0.57,0.25,251.8637567,419.4164902,743.3918192,4.202337885,6.997949324,12.40346624,12.5,40.74,158.3,29.57,62.13,36.09,41.18,139.43,21.52,0.52,0.64,92.14,2.61,28.9,24.3,32.8,5.964,415.89999,3,45.37549,16494.079,635.021306,8.02,2.8,341.5,19.664,-0.000145610036297862,67.13,0,1,64.88,NA,26763,85.6,1008.676198,62.6,0.36,NA,1.02,1.38,NA,26.1,NA,37.51,NA,NA,0.15,NA,NA,0.03,0.01,11.26,0.16,1.38,9.32,417.28952,9.6e+08,26.4,13.2,17.38,12.3,17.1,1090.74491,5.239538336,75.054,76.5,27.63516419,28.5927059,7,33,26935,14311,130262220,2240,314,9098,601,54893,43.21704764,1106.267613,691,3217,2625,13708
"101",423.901,0.801924017,1.683741188,2.878004293,66.99448763,140.6634242,240.434778,11.57654974,24.30643451,41.54677892,0,0.1976474,4.655106,0,5445.498153,128255.5254,2715339,838769,7.7593317,8.4339062,10.1435799,10.1435799,0.36,0.13,0.27774471,1.257974609,1.442067511,0.090563719,0.410185523,0.470212366,28.48,27.08,543.97,121.56,4.48,23.52,66.09,17.44,16.38,0.12,0.75,126.44,3.73,18.9,16.2,21.1,5.812,286.64999,2,25.66165,6746.7285,0.246886,4.86,0.8,284.48,NA,NA,33.33,1,1,48.93,NA,35472,75.7,515.3230735,73.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.97,238.01622,1.13e+10,NA,15.8,16.36,9.6,7.3,1415.151935,NA,71.901,71.3,26.78111685,27.58411562,11.9,1,509,420,4024025,104,3,880,15,5393,132.5387073,3120.496436,29,284,193,2146
"102",25.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38307,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,37.04,2,0,53.57,NA,NA,NA,3406.868928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,206.57016,NA,NA,3.5,NA,NA,NA,NA,NA,86.751,NA,NA,NA,1.9,NA,NA,NA,39520,4879.7,2203.69,7727.19,1602.77,67119.58,100.6834544704,2964.37950225,2716.71,14564.05,3168.56,16638.2
"103",437.855,0.560815752,2.336085919,3.763333674,46.85177542,195.1617309,314.3971323,5.117920388,21.31876952,34.34361834,1.260342,6.163432,14.87213,7844.028316,38359.53664,92560.12164,596650,25509,7.5727608,6.6484069,8.4850937,8.4850937,0.43,0.17,0.011582176,0.025020458,0.181463625,0.020101193,0.043423711,0.314935244,NA,29.87,412.62,174.89,13.84,6.87,5.47,33.47,10.74,0.24,0.26,144.95,4.43,23.3,23.3,23.1,5.722,441.22,3,38.48795,19504.1588,0.988931,6.06,0.3,441.22,NA,NA,NA,NA,NA,NA,NA,26702,95,957.0148208,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.91,304.52347,9e+07,NA,4.7,4.26,4.4,7.4,322.9366836,NA,76.884,76,27.17491841,26.29841226,3.1,0,23,17,628051,98,0,142,0,7105.99,99.5491808411,1872.611764195,17,200,22,261
"104",93.334,0.607821254,1.911529014,2.889392766,50.77871794,159.6933178,241.386196,14.38297969,45.23284241,68.37220189,0.02480398,3.521767,13.70442,8825.577048,1253090.27,4876209.971,26694148,8109174,14.0416698,13.3969031,12.340708,12.340708,0.33,0.14,38.07487182,45.27218164,140.4340585,2.47060228,2.937621319,9.112485177,19.6,47.7,319.37,70.57,37.14,29.16,12.84,91.46,10.17,0.48,2.28,81.03,3.42,26.1,19.4,32.2,4.803,305.10001,2,39.54851,8451.1355,55.67418,2.55,15.4,238.74,NA,NA,66.67,1,0,64.17,NA,38061,42.3,435.2900287,61.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.03,231.06967,3.89e+09,5.4,27.6,21.93,14,NA,1974.792896,NA,76.68,73.6,25.5612347,26.69405022,17.6,14,11758,8099,37344787,212,17,3171,157,29938,87.08476604,2137.163364,102,545,1323,8027
"105",2.848,0.382520329,1.969263689,3.488296239,31.95658557,164.5165989,291.419903,24.38008097,125.511782,222.3279085,8.464884,78.01917,90.62317,2425105.21,22351717.47,25962638.32,5742192,22268499,6.5621686,6.1720894,4.6596229,4.6596229,0.45,0.12,821.5822232,1212.29718,1588.718746,202.4946602,298.7938379,391.5701356,1.7,43.38,338.52,120.8,13.58,37.98,16.02,65.91,40.95,4.96,18.32,138.5,2.25,7.2,3.3,10.5,4.932,81.559998,1,53.99668,1132.7709,4635.128613,1.45,69.6,59.56,NA,NA,53.7,0,0,57.26,NA,88491,NA,63.74393076,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.94,4.3641877,2.3915e+11,NA,80.6,79.13,35.6,33.8,5656.85676,NA,60.854,54.6,22.06723557,23.49925099,27.1,73,53899,25060,32163045,1938,5245,795,1796,15057,53.81728116,2489.934771,2046,7923,823,3346
"106",21.081,0.909689542,2.5998543,3.665605709,75.99745545,217.1975188,306.2327242,25.383855,72.54598582,102.2845702,0.166441,24.74539,51.92937,88850.50164,13209727.86,27721238,41713321,10690348,6.9114952,7.8750752,7.208295,7.208295,1.26,0.29,986.7222685,1921.851487,3030.073427,49.58457802,96.57651201,152.2666682,25.5,83.84,285.17,130.82,29.02,101.35,56.44,82.14,23.05,1.24,3.28,175.79,4.48,5.8,4,7.3,4.431,172.39,2,30.69687,5838.2173,NA,NA,NA,NA,NA,NA,66.2,1,2,66.13,NA,48793,NA,267.2280328,48.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.46,197.51004,9.451e+10,NA,50,48.97,24,26.9,3744.050998,NA,67.134,65.6,22.31810837,23.16920511,26.4,39,32114,18485,54806014,5415,2380,5054,1842,70995,131.7234725,3949.238362,3511,19562,3012,17619
"107",52.343,1.008157292,1.83890403,3.187241981,84.22366683,153.6260677,266.2691713,30.32594162,55.31527343,95.87404169,9.829656,25.26397,45.98487,236167.6099,606992.9011,1104833.866,834393,1591168,7.3191306,7.5376131,5.7685644,5.7685644,0.29,0.12,69.16455963,119.1938648,173.2776072,98.11458318,169.0845199,245.8059488,5.9,37.9,330.6,110.02,21.52,72.09,12.69,105.85,25.72,0.64,5.68,86.87,2.34,17.2,7.5,25.4,4.451,342.70999,3,59.06661,9043.1202,83.767865,2.14,42,237.07,NA,NA,44.44,0,0,57.26,NA,48404,28,942.4741866,53.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,78.47451,4.04e+09,NA,46.7,43.6,20.2,25,2983.073149,NA,63.708,64.3,23.05884274,25.54331027,15.9,2,1737,964,2587344,137,92,122,65,769,31.27287515,1138.755592,125,448,97,401
"108",30.065,0.986364173,2.564141513,3.836645519,82.40302194,214.2139944,320.5217644,25.25250389,65.64613288,98.22427517,1.988262,44.20274,72.0897,549299.6082,12211945.79,19916310.81,13124577,15531705,11.6872047,9.4862663,7.928876,7.928876,1.06,0.19,1831.196387,3428.271168,5704.200515,178.3353156,333.8701546,555.516823,11,31.41,330.7,96.03,26.46,140.68,22.46,80.96,23.47,3.77,4.62,90.06,2.56,4.1,2.7,5.4,5.449,119.01,1,32.84059,2727.4238,312.661701,2.2,28.6,119.01,NA,NA,68.52,1,1,69.52,NA,43324,0.1,150.5903691,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.49,90.96965,9.946e+10,NA,35.8,32.46,16.6,40.9,2634.820986,NA,70.778,69,22.62258358,22.54971901,22.2,19,16232,11568,29674920,3707,1934,3967,1824,26639,93.42428608,2608.413502,2003,13511,2063,14402
"109",416.227,0.300922706,1.794010588,2.768451443,25.13974151,149.8755713,231.2824932,4.317916748,25.74211987,39.72429671,0.01160897,0.2121892,0.3128131,1988.767013,36350.75993,53588.93809,16550305,389618,5.1717566,3.5314209,5.2926449,5.2926449,0.24,0.09,8.606314163,5.014641338,7.58486616,0.401740147,0.234081944,0.354059263,49.33,40.22,127.71,34.5,7.93,30.38,5.82,26.32,11.69,0.07,0.41,167.32,4.52,20.4,20.8,20,7.504,1585.92,4,28.12108,47474.1095,NA,26.31,NA,1496.93,6.184,-0.000524075474088864,41.67,2,0,51.79,1.335178614,18770,98.9,5313.243391,89.5,NA,3.32,0,2.92,0.57,23.99,4.44,31.81,0.29,25.29,7.82,11.74,4.54,0.91,0.23,0,0.42,3.32,10.94,650.96637,NA,16.4,3.8,4.27,3,5.3,331.5925856,8.188873369,82.283,81.3,26.1427578,25.25583137,2.4,1,571,427,17173094,34,0,3545,2,20104,118.7828656,2046.310192,1,29,150,3028
"110",5.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9042936,5.9634449,7.6297578,7.6297578,0.23,0.11,3.137888936,2.159206438,9.92380928,0.659852275,0.454049621,2.086832347,29.74,35.55,155.77,35.53,10.75,30.96,4.05,26.13,9.87,0.05,0.34,147.73,3.63,30.8,30.1,31.4,7.257,NA,4,NA,35336.1363,NA,NA,NA,NA,NA,NA,22.22,1,2,35.48,NA,18742,100,3530.096913,86.2,0.31,0.1,2.2,2.59,0.61,10.69,10.9,33.92,0.02,50.56,5.96,11.58,3.5,0.3,0.19,17.27,0.71,2.61,10.68,422.60583,NA,NA,5.7,4.96,4.3,1.7,385.6312521,6.711154363,82.288,81.6,28.29108535,28.1097167,3.1,0,229,148,4860642,9,0,291,0,2122,46.85361007,849.2603224,0,9,19,244
"111",23.549,1.43555517,2.550074601,3.51918096,119.9294211,213.0388138,294.0000802,42.05064417,74.69742849,103.0847364,3.431858,14.81904,27.84136,219119.1571,946174.2164,1777630.466,4129702,1952333,9.2258635,10.9731792,8.9639055,8.9639055,0.43,0.17,10.33266094,26.31890748,37.95275803,4.478730167,11.40802796,16.45076358,5.52,40.19,180.52,35.9,58.52,27.03,28.36,99.69,12.27,0.37,1.44,80.85,2.27,23.7,17.9,29,6.113,329.39001,2,46.15629,4952.4772,80.87597,4.49,16.1,288.89,NA,NA,2.78,0,0,21.55,NA,33239,12.2,405.9922707,64.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.35,146.10959,1.948e+10,NA,22.1,17.19,12.9,25.7,1309.024948,NA,74.485,74.5,26.67507287,28.13943727,9.8,2,1783,1173,6702379,395,81,391,58,2208,36.30384742,1085.662611,118,470,110,468
"112",2.85,0.608233806,1.657867923,3.607580503,50.8131835,138.501915,301.3851715,86.72748077,236.3938125,514.4014775,5.401048,58.42961,91.94135,1166759.882,12622240.14,19861604.39,2168769,17728196,5.9408535,5.3203077,3.7354109,3.7354109,0.49,0.11,684.8434672,1069.709241,1360.150943,240.2585023,375.278078,477.171564,4.6,31.19,334.07,110,19.47,50.74,24.98,70.73,38.06,3.75,33.31,116.15,1.81,5.5,2.5,8.7,5.004,78.699997,1,34.27658,964.6601,1720.182366,1.86,89.3,77.62,NA,NA,19.44,0,2,33.1,NA,70093,3.1,68.46968478,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.66,35.789703,6.702e+10,NA,95.5,112,34.9,35,4907.39445,NA,62.42,60.7,21.45848169,22.38324661,26.8,97,46965,22565,25130810,1075,6440,945,5769,19364,97.31142757,5173.637126,1942,6747,1751,5996
"113",5.506,1.3811754,2.114463238,3.388323049,115.386416,176.646887,283.0679239,23.35485848,35.75432177,57.29453717,44.86684,69.88703,89.12486,85638823.05,133395688.1,170115571.2,52542706,128639038,6.299279,6.0017798,4.2889467,4.2889467,0.31,0.09,6623.459482,8098.488858,12973.12786,191.762036,234.4670057,375.5972872,1.1,28.37,197.62,56.18,6.72,26.06,27.41,41.12,20.25,3.05,18.9,107.78,2.04,8.9,4.6,13.1,5.503,75.860001,2,35.12774,5237.6623,23490.73132,1.65,53.2,75.86,NA,-2.88551540707234e-05,43.52,0,0,39.52,NA,84764,2.2,215.223799,51.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74,155.4747,6.9788e+11,9.7,108.8,109.47,37.4,38.1,6546.835153,NA,54.687,52.3,22.64855815,24.03240199,34.3,789,483195,268744,211400704,5622,23229,6075,24685,180611,99.12678735,4996.74452,9373,26362,10062,28689
"114",51.649,1.084304198,2.753281206,3.458190307,90.58514604,230.0151384,288.9047876,14.52968225,36.89398339,46.33976923,0.222648,0.3605376,0.4563593,11749.06371,19025.45378,24081.93423,5090023,98584,6.2257413,3.8782065,5.5054435,5.5054435,0.24,0.1,7.889693542,4.596251605,6.910706838,1.311901805,0.764266793,1.149115454,31.95,45.16,137.75,30.36,6.14,28.69,4.55,20.58,10.24,0.07,0.3,138.79,3.65,23.1,23.6,22.5,7.29,2162.8799,4,27.55783,84580.1362,NA,35.12,NA,2000.46,7.662,-0.000975421131690217,38.89,2,0,51.49,1.868804097,19615,100,6221.641638,90.5,NA,NA,2.74,3.2,1.37,NA,NA,NA,0,78.14,NA,26.34,6.46,1.07,0.26,NA,0.57,3.6,10.61,887.98853,NA,NA,2.5,2.87,2.7,6.1,213.1982104,8.487801406,82.404,81.3,27.43953645,26.26415039,1.5,0,128,88,5465629,18,0,648,0,3230,61.98426406,1039.224717,0,14,24,479
"115",235.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4061216,138594,14.3323602,12.3150791,8.2816983,8.2816983,0.68,0.27,0.946419589,0.4014726,4.487136499,1.407956183,0.597257112,6.675360119,8.8,47.51,314.92,48.99,21.32,14.53,9.8,103.46,4.74,1.16,0.9,69.23,3.78,27,22.9,33.7,6.853,NA,4,NA,36477.6365,NA,NA,NA,NA,NA,NA,50,0,0,47.38,NA,27260,97,1635.870769,77.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.76,104.14493,2.5e+08,NA,11.6,11.28,7.1,NA,929.9181875,NA,77.861,76.4,26.52521415,26.45759051,5.2,1,751,501,5223376,4,0,184,14,3047,67.84680472,2055.644623,6,15,268,744
"116",30.599,0.767463234,1.94525909,3.827949612,64.11555841,162.5112022,319.7952892,20.90436108,52.9854677,104.2666766,0.04515375,24.10479,75.2726,93873.14985,50113059.58,156489240.9,120256626,69123887,12.5771361,12.1315271,9.6872886,9.6872886,1.09,0.32,4499.728056,7189.719514,13795.64303,99.7710881,159.4154425,305.8865555,18.6,26.69,479.9,136.48,29.37,83.94,26.91,93.89,27.79,3.76,8.52,118.3,2.33,8.6,6,11.3,4.443,150.3,2,31.60009,5510.3967,1281.683703,2.05,44.2,134.53,NA,NA,66.67,1,2,68.45,NA,50534,26.6,134.4414606,43.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.98,89.383614,2.0375e+11,8.5,81.1,58.47,31,46.2,5066.508545,NA,67.273,65.9,23.41747955,24.80713807,45.5,339,286091,209942,225199929,16706,9998,21172,10729,232622,123.1292756,4172.776211,15888,63829,18932,78620
"117",614.17,1.127964567,3.223740157,4.876472158,94.23262882,269.3183089,407.3911578,13.78461908,39.39665427,59.59434641,1.85989,11.42699,19.78807,76381.42315,469280.3115,812650.7202,2976937,992312,8.9030156,9.7735384,9.5552917,9.5552917,0.45,0.17,7.427532739,15.91527833,27.84035356,3.324486531,7.123513324,12.46105317,12.62,37.95,154.03,44.05,27.31,23.09,13.56,67.45,12.12,0.23,1.38,100.48,2.59,22.7,17.8,27.6,6.086,747.06,3,49.83834,22637.1482,21.13788,6.96,NA,630.31,22.666,NA,70.37,1,2,74.76,NA,27476,51.8,1542.796273,64.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.54,470.90369,3.23e+09,22.6,17,18.62,11.5,12.5,1356.533959,5.1,78.506,77.3,26.33225151,27.84507405,9.6,1,949,545,4381583,95,12,250,20,1095,27.86968694,714.9656401,24,122,56,336
"118",0.782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1496847,6422978,15.357027,14.3210734,11.6053098,11.6053098,0.81,0.31,165.6399375,390.6303765,503.4274706,139.86466,329.8442733,425.0889797,2.1,40.26,591.54,208.12,59.11,343.05,44.8,183.05,37.4,2.21,6.95,121.58,1.91,21.3,16.6,25.8,NA,96.879997,2,41.85079,NA,604.282612,1.92,NA,97.63,NA,NA,49.07,0,0,54.17,NA,59322,NA,98.58088454,38.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.67,5.6810246,6.417e+10,18.5,57.3,57.46,25.3,11.5,3401.46013,NA,64.501,62.3,25.39883144,26.00865594,24.5,14,9985,5619,9119005,694,1192,241,323,1633,21.43325614,864.9690425,2173,5113,857,1893
