"","total_confirmed_deaths_due_to_covid_19_per_million_people","healthy_diet_cost_percent_cannot_afford","population_with_access_to_improved_sanitation_y","age_standardised_diabetes_prevalence_male","age_standardised_diabetes_prevalence_female","prevalence_of_obesity_both_sexes_who_2019","life_satisfaction_in_cantril_ladder_world_happiness_report_2019","mean_monthly_income","income_classification_world_bank_2017","gini_index","gdp_per_capita","national_poverty_lines_jolliffe_and_prydz_2016","mean_monthly_per_capita_expenditure_in_2011_int_povcal_net_2017","stringency_index","income_support","debt_relief","containment_index","all_causes_disability_adjusted_life_years_who_2015","share_of_population_covered_by_health_insurance_ilo_2014","current_health_expenditure_per_capita_ppp_current_international","haq_index_ihme_2017","hospitals_per_million_population_oecd","nurses_per_1_000_population_oecd","physicians_per_1_000_population_oecd","hospital_beds_per_1_000_population_oecd","out_of_pocket_expenditure_per_capita_on_healthcare_ppp_usd_who_global_health_expenditure","total_gross_official_disbursements_for_medical_research_and_basic_heath_sectors","child_mortality_1950_2017_ihme_2018_x","life_expectancy","total_population_gapminder_hyde_un"
"93",9.566,92.84431,7205179,6.6198552,6.0038419,5.8,3.869,61.68,"1",44.69431,1116.6402,1.27,57.94,42.59,"1","1",56.55,70678,19.222,108.1896442,47,43.1113,11.0049,4.9066,2.6421,11.881274,1.6338e+11,70.85,64.263,19647681
"94",7.353,2.754231,29494229,11.4416249,10.7315988,15.6,5.428,850.15997,"3",41.0664,24842.3559,3.38,627.05,80.56,"1","2",80.71,29765,100,1063.888395,66.6,27.7965,7.9642,5.0868,3.4958,370.69351,6.2e+08,7.79,76.156,32776195
"95",68.45,2.729918,400571,11.063976,10.7239682,8.6,5.198,198.52,"3",31.28565,27907.239562,5.3997,198.52,57.125,"1","2",64.1746,25036,30,1513.882431,75.5,29.6671,11.0866,5.3136,3.9804,247.58975,1.06e+09,8.47,78.921,543620
"96",6.716,90.62164,4314573,8.3645204,6.3847485,8.6,4.988,72.610001,"1",33.03796,1667.2951,1.82,73.1,8.33,"0","0",30.71,75910,1.9,118.4518361,45.6,40.1206,10.9812,5.0217,3.1902,54.852081,1.3294e+11,127.42,59.306,20855724
"97",124.564,0.3113678,431874,9.0493557,6.3757008,28.9,6.157,1294.25,"4",28.66509,32028.9124,17.4951,997.6939,75,"2","1",80.12,19507,100,3470.896993,85.1,23.26,12.335,4.8033,4.2632,1287.7975,7092100000,6.56,82.53,442790
"98",35.056,68.03631,1672936,8.4635263,9.4024279,12.7,4.153,174.63,"2",32.61935,3457.515,3.7,175.37,36.11,"0","0",43.57,58285,6,177.0806661,52,34.8755,10.412,5.2266,3.3732,85.419205,1.33e+10,49.27,64.925,4775110
"99",7.863,12.04238,1175485,12.8618866,13.0882746,10.8,6.015,351.48999,"3",36.76121,20138.5723,5.0644,351.49,51.85,"2","2",61.07,30076,100,1098.625455,65.7,28.579,8.6859,5.3235,4.0787,556.64081,1.8e+08,14.74,74.991,1273428
"100",696.596,17.93763,107259089,10.869791,11.5297297,28.9,5.964,415.89999,"3",45.37549,16494.079,8.02,341.5,67.13,"0","1",64.88,26763,85.6,1008.676198,62.6,37.51,7.54000000000001,4.1845,1.38,417.28952,9.6e+08,17.38,75.054,130262220
"101",423.901,4.655106,2715339,7.7593317,8.4339062,18.9,5.812,286.64999,"2",25.66165,6746.7285,4.86,284.48,33.33,"1","1",48.93,35472,75.7,515.3230735,73.1,26.7099,10.2235,4.8768,4.4206,238.01622,1.13e+10,16.36,71.901,4024025
"102",25.482,13.1290819194,38307,8.51418576000001,8.757882716,20.953,6.21785,719.8111953,"4",41.1101991,41546.641385,11.3132,728.5785,37.04,"2","0",53.57,24834.77,88.0150000000001,3406.868928,75.24,31.7178,10.5635,5.1088,2.3976,206.57016,5240700000,10.4869,86.751,39520
"103",437.855,14.87213,596650,7.5727608,6.6484069,23.3,5.722,441.22,"3",38.48795,19504.1588,6.06,441.22,42.6395,"2","1",50.0702,26702,95,957.0148208,80.7,23.3282,9.8626,5.4931,5.0134,304.52347,9e+07,4.26,76.884,628051
"104",93.334,13.70442,26694148,14.0416698,13.3969031,26.1,4.803,305.10001,"2",39.54851,8451.1355,2.55,238.74,66.67,"1","0",64.17,38061,42.3,435.2900287,61.3,33.199,8.8498,4.1753,2.3389,231.06967,3.89e+09,21.93,76.68,37344787
"105",2.848,90.62317,5742192,6.5621686,6.1720894,7.2,4.932,81.559998,"1",53.99668,1132.7709,1.45,59.56,53.7,"0","0",57.26,88491,10.792,63.74393076,43,43.6841,11.1065,4.9465,2.726,4.3641877,2.3915e+11,79.13,60.854,32163045
"106",21.081,51.92937,41713321,6.9114952,7.8750752,5.8,4.431,172.39,"2",30.69687,5838.2173,2.6734,150.9735,66.2,"1","2",66.13,48793,41.298,267.2280328,48.4,40.3457,10.5244,4.995,2.437,197.51004,9.451e+10,48.97,67.134,54806014
"107",52.343,45.98487,834393,7.3191306,7.5376131,17.2,4.451,342.70999,"3",59.06661,9043.1202,2.14,237.07,44.44,"0","0",57.26,48404,28,942.4741866,53.7,34.6733,9.8417,4.8829,2.0106,78.47451,4.04e+09,43.6,63.708,2587344
"108",30.065,72.0897,13124577,11.6872047,9.4862663,4.1,5.449,119.01,"1",32.84059,2727.4238,2.2,119.01,68.52,"1","1",69.52,43324,0.1,150.5903691,50.8,40.6687,9.9198,5.073,1.9466,90.96965,9.946e+10,32.46,70.778,29674920
"109",416.227,0.3128131,16550305,5.1717566,3.5314209,20.4,7.504,1585.92,"4",28.12108,47474.1095,26.31,1496.93,41.67,"2","0",51.79,18770,98.9,5313.243391,89.5,31.81,11.74,4.54,3.32,650.96637,53967400000,4.27,82.283,17173094
"110",5.184,1.1764655363,18805901.09,7.9042936,5.9634449,30.8,7.257,1305.04838751,"4",33.6689667,35336.1363,20.2474,1220.1482,22.22,"1","2",35.48,18742,100,3530.096913,86.2,33.92,11.58,3.5,2.61,422.60583,20339100000,4.96,82.288,4860642
"111",23.549,27.84136,4129702,9.2258635,10.9731792,23.7,6.113,329.39001,"2",46.15629,4952.4772,4.49,288.89,2.78,"0","0",21.55,33239,12.2,405.9922707,64.3,31.3941,9.65730000000001,4.6431,2.1116,146.10959,1.948e+10,17.19,74.485,6702379
"112",2.85,91.94135,2168769,5.9408535,5.3203077,5.5,5.004,78.699997,"1",34.27658,964.6601,1.86,77.62,19.44,"0","2",33.1,70093,3.1,68.46968478,41,38.8492,11.1854,5.0076,3.3382,35.789703,6.702e+10,112,62.42,25130810
"113",5.506,89.12486,52542706,6.299279,6.0017798,8.9,5.503,75.860001,"2",35.12774,5237.6623,1.65,75.86,43.52,"0","0",39.52,84764,2.2,215.223799,51.3,43.6273,10.9471,5.0271,2.737,155.4747,6.9788e+11,109.47,54.687,211400704
"114",51.649,0.4563593,5090023,6.2257413,3.8782065,23.1,7.29,2162.8799,"4",27.55783,84580.1362,35.12,2000.46,38.89,"2","0",51.49,19615,100,6221.641638,90.5,24.9401,26.34,6.46,3.6,887.98853,3.634e+10,2.87,82.404,5465629
"115",235.576,10.6383922047,4061216,14.3323602,12.3150791,27,6.853,640.4011945,"4",34.8897123,36477.6365,7.9389,593.6904,50,"0","0",47.38,27260,97,1635.870769,77.1,25.5722,9.894,5.012,3.8551,104.14493,2.5e+08,11.28,77.861,5223376
"116",30.599,75.2726,120256626,12.5771361,12.1315271,8.6,4.443,150.3,"2",31.60009,5510.3967,2.05,134.53,66.67,"1","2",68.45,50534,26.6,134.4414606,43.1,40.9812,9.91540000000001,4.7782,2.3647,89.383614,2.0375e+11,58.47,67.273,225199929
"117",614.17,19.78807,2976937,8.9030156,9.7735384,22.7,6.086,747.06,"3",49.83834,22637.1482,6.96,630.31,70.37,"1","2",74.76,27476,51.8,1542.796273,64.4,28.3365,9.4003,5.0159,2.8462,470.90369,3.23e+09,18.62,78.506,4381583
"118",0.782,74.5387439,1496847,15.357027,14.3210734,21.3,4.24388,96.879997,"2",41.85079,5166.546043,1.92,97.63,49.07,"0","0",54.17,59322,23.388,98.58088454,38.6,36.6569,10.4589,4.9171,2.2254,5.6810246,6.417e+10,57.46,64.501,9119005
"119",186.049,15.44793,5882259,8.0133105,8.2721305,20.3,5.653,520.39001,"3",45.65064,9338.9484,6.32,570.91,49.07,"1","0",57.86,30862,23.6,724.3116252,60.4,31.9599,9.26600000000001,4.9045,2.5998,264.27051,5.62e+09,15.52,74.254,7219641
"120",1038.977,22.43048,23909023,7.2325752,8.0752417,19.7,5.999,401.73999,"3",41.5109,12310.0847,5.52,424.12,67.59,"1","1",69.4,26911,64.4,671.0036469,69.6,33.2758,8.3242,4.6819,1.8248,207.45259,9.5e+09,17.16,76.736,33359415
"121",64.363,64.24689,75168389,7.0508844,7.272278,6.4,5.08,227.03,"2",37.81171,8139.1395,2.44,174.02,63.43,"0","0",68.27,41446,82,322.7779997,52,40.7757,11.468,5.1818,2.5604,172.83017,9.55e+10,29.4,71.231,111046910
"122",121.94,0.449238,36922792,8.394709,6.9763247,23.1,6.139,543.27002,"4",30.23947,27455.237,8,508.95,38.89,"2","2",46.43,25415,97.5,1704.195989,79.6,27.86,7.69,3.85,6.62,396.16248,12291100000,4.81,78.73,37797000
"123",232.526,0.9322764,10327002,8.4291863,5.2866095,20.8,5.768,816.5,"4",33.49256,27035.6002,12.81,763.76,58.33,"1","2",64.05,19815,100,2661.397049,84.5,21.84,10.5069,4.97,3.39,735.89484,22442600000,3.94,82.049,10167923
"124",79.832,5.3214240664,2431908,18.9393887,18.7735012,35.1,6.375,942.0219924,"4",33.8744577,153764.1643,12.1645,848.6622,50,"2","0",64.05,22923,100,3900.286232,85.2,24.4686,11.6639,4.5757,3.521,242.92445,10672900000,7.95,80.227,2930524
"125",341.725,11.02077,15674045,7.2931016,6.3776748,22.5,6.13,305.64999,"3",35.7615,20126.2922,5.24,266.57,38.43,"2","1",52.08,28496,94.3,1090.416516,74.4,25.7687,9.171,5.2655,5.6942,232.00484,13394500000,9.63,76.054,19127772
"126",182.198,2.541048,104037940,7.4159878,7.9515761,23.1,5.495,680.21002,"3",37.47301,24668.9079,8.3,786.43,30.09,"1","0",43.75,39906,88,1414.028282,71.7,29.1697,9.2084,5.1537,8.05,515.22107,16822800000,8.36,72.584,145912022
"127",2.702,91.14971,7163805,4.2869468,4.5413895,5.8,3.268,78.540001,"1",43.71005,1929.2851,1.46,82.57,54.63,"1","2",60,54160,91,143.1853392,47.8,40.6188,11.0527,4.9295,2.313,37.179249,8.313e+10,50.68,69.024,13276517
"128",1237.551,12.3009884664,11098964.31,8.783599889,7.802580694,21.387,6.15465,765.9650969,"4",40.2689588,38792.415706,11.822,766.0757,38.89,"1","2",45.83,23911.49,91.098,3674.645142,75.567,33.1329,12.2242,5.1048,2.6485,673.5119,16960500000,10.2781,84.972,34010
"129",68.443,81.26451,67857,8.3453454,7.7847396,12.4,5.00217,86.949997,"2",56.31984,3730.2045,2.73,86.95,44.7919,"1","0",50.8889,54670.16,2.1,308.3572367,49.6,33.2898,11.3102,5.4023,3.1869,35.996059,3.65e+09,34.06,70.385,223364
"130",153.071,12.076118527,31557144,17.6139625,17.0134147,35.4,6.56,638.3720948,"4",35.8970618,50304.7502,10.1375,704.154,53.7,"2","1",63.69,27174,90.127,3121.341632,79.4,28.4311,9.8196,4.1967,2.6119,467.57504,1e+07,8.23,75.133,35340680
"131",19.231,77.24802,7129049,7.5161234,7.3062892,8.8,5.489,95.980003,"1",40.28523,2617.1244,2.21,95.98,19.44,"0","0",39.64,53970,20.1,97.08918675,44.4,38.9475,10.8143,4.9448,2.8517,42.894653,8.352e+10,53.14,67.941,17196308
"132",117.274,23.87022,6839949,7.2703366,6.4741997,21.5,6.042,360,"3",30.35106,14124.1177,5.42,386.22,36.11,"2","1",55.36,28151,92.1,1323.690595,75.4,25.8122,9.5045,5.2923,5.135,537.25604,1.15e+09,5.61,76.001,8697547
"133",9.277,85.57656,962524,7.1035396,6.6353241,8.7,3.447,70.980003,"1",35.69018,1683.8497,1.91,70.84,43.98,"0","0",54.23,117683,0,256.3404367,41.3,39.5054,10.7366,5.141,3.6968,98.019753,1.4083e+11,117.82,54.696,8141343
"134",4.786,5.9862909494,5535002,9.3643048,6.542572,6.1,6.378,1275.8123946,"4",34.0655356,68402.3451,19.5419,1193.9769,47.22,"2","2",66.07,14354,100,3681.29594,86.3,36.977,14.8112,5.6968,5.6111,1161.4761,37043100000,2.12,83.62,5896684
"135",32.237,2.348883,5358715,8.1699695,6.3083978,20.5,6.519,678.90997,"4",24.97015,27075.5344,15.69,851.49,43.98,"2","2",49.7,25991,94.8,2061.950585,78.6,24.08,10.9837,5.1669,5.82,380.29736,3472800000,6.52,77.542,5460726
"136",92.355,0.01920434,2044959,7.2928867,6.9791175,20.2,6.462,1026.3199,"4",24.63336,29244.9198,19.37,1002.28,29.63,"1","1",44.4,21200,100,2733.762624,87.4,14.03,13.7853,5.1499,4.5,342.3797,4772800000,2.32,81.324,2078723
"137",6.544,89.3644839,2915110,7.4372867,6.2462293,8.3,4.668,79.42880055,"1",36.82241,1889.304377,1.8482,81.2020000000001,35.19,"0","1",45.36,89247,4.542,107.2507007658,34.2,37.2106,11.0482,5.0802,3.3728,42.365260847,5.67e+10,110.4,57.397,16359500
"138",321.251,61.10259,36527953,9.666581,12.631978,28.3,4.947,337.70999,"3",63.02607,12165.7948,5.62,358.24,51.85,"1","1",61.07,67514,100,1086.409415,52,39.0254,9.87430000000001,4.2201,2.32,83.637741,8.779e+10,35.87,64.131,60041996
"139",8.992,1.228063,51014947,9.3042505,6.7262088,4.7,5.793,1181.66,"4",31.40486,37927.6095,16.9677,1100.7892,50.93,"1","1",64.29,17921,100,2556.046343,85.8,30.4513,12.0559,5.4221,5.0008,940.44543,43250900000,3.54,83.033,51305184
"140",5.003,88.1487393,796103,7.25879222,6.457933477,7.797,2.817,98.300003,"1",44.14413,1648.576219,1.851,98.29,25,"1","0",36.07,80319,5.899,71.16543519,38.8,43.6761,11.5433,5.0588,3.6621,43.657784,1.1859e+11,111.26,57.846,11381377
"141",754.96,1.480493,46401249,8.5417676,5.6802586,23.8,6.502,1115.37,"4",34.71895,31496.52,18.63,1102.65,47.69,"2","2",54.46,16984,99.2,3182.544019,89.6,16.68,6.24,5.45,2.97,771.09918,8127800000,3.47,83.565,46745211
"142",0.887,45.437,19938666,7.0219834,7.712655,5.2,4.213,268.32999,"2",39.34577,11662.9064,2.6,228.33,81.48,"0","2",83.93,28527,100,353.1291505,72.8,34.2591,9.32380000000001,5.0493,2.2979,135.6982,3.374e+10,9.29,76.978,21497306
"143",19.088,81.57917,8906147,8.3090898,9.4724273,14.358,4.139,138.89,"2",34.2432,3379.5957,3.5,138.89,19.44,"0","0",28.93,59210,29.7,277.0008938,50.1,39.5445,10.4984,4.9092,2.1985,175.13531,1.0946e+11,52.66,65.311,44909351
"144",189.215,37.84439576,438141,10.946402,13.5358311,26.4,6.269,217.83,"3",57.60975,12948.964604,4.5705,217.41,81.48,"1","0",80.71,29901,42.897,1016.908901,56.7,31.2818,9.843,4.7428,2.7096,103.195,1.77e+09,31.56,71.682,591798
"145",585.983,0.3404294,9730592,5.8450484,3.9519066,20.6,7.314,1642.51,"4",29.97419,45541.8921,29.09,1534.88,37.04,"2","1",40.48,18308,100,5298.603868,90.5,26.3021,19.73,6.64,2.22,804.94183,33832400000,3.03,82.797,10160159
"146",222.887,0.02182594,8274114,5.2982009,2.8276539,19.5,7.508,2020.86,"4",33.14105,61372.7301,31.51,2013.28,40.74,"2","0",53.57,17679,100,7582.571519,91.8,33.25,18.1078,5.601,4.53,2149.3345,36893400000,4.04,83.779,8715494
"147",15.714,31.21549698,17929383,13.9683956,15.2886327,27.8,3.462,217.17999,"2",37.5146,3349.4597,4.0952,290.214,25.93,"0","0",29.05,43178,90,649.694937325,74.6,28.9993,8.9883,4.3598,3.3367,85.753609,1.105e+10,18.76,72.697,18275704
"148",8.493,34.01277,8121218,10.2708067,9.9071062,14.2,5.373,192.72,"2",33.99572,4440.3819,4.46,104.75,35.19,"0","0",39.29,42752,0.3,192.6961909,58.6,33.9149,10.2584,5.167,3.6435,121.52,2.398e+10,52.39,71.097,9749625
"149",0.352,84.53875,8405273,6.0174174,6.1468618,8.4,3.786,78.599998,"1",40.49123,2874.9629,1.44,81.08,16.67,"1","1",23.93,63043,13,96.49687717,49.9,43.765,11.0619,4.8554,2.8047,25.233082,3.1549e+11,65.16,65.456,61498438
"150",0.845,19.70135,63851568,8.2871193,8.7565508,10,5.885,477.04999,"3",34.85572,16648.6237,5.43,449.2,72.22,"1","2",69.05,28993,98,610.1700037,70.8,31.9499,8.42370000000001,5.1028,2.9112,75.361549,2.679e+10,9.55,77.15,69950844
"151",6.523,97.28955,860349,7.252472,7.0262178,8.4,4.179,82.519997,"1",43.05614,1451.3609,2.1,79.87,42.59,"1","2",50.71,71808,4,95.63100552,44.3,35.2174,11.2412,5.3068,2.9049,48.73756,1.644e+10,72.99,61.042,8478242
"152",75.742,7.340323,1244484,10.4106402,12.9583853,18.6,6.192,302.64999,"4",40.27296,28549.4083,6.8869,302.77,74.07,"1","0",69.17,38360,53.86,2204.137969,62.1,27.5888,9.7629,4.9517,3.3437,822.86584,5e+07,18.64,73.507,1403374
"153",83.174,13.31939,10326673,12.1266469,12.8581778,26.9,4.731,334.19,"2",32.81588,11353.8865,3.97,288.18,71.3,"1","2",69.76,26814,80,774.0570073,70.1,28.0623,8.0245,4.3377,3.2795,307.94397,4.34e+09,11.72,76.699,11935764
"154",117.976,6.668437,74279627,13.0451608,14.1696724,32.1,4.862,567.58002,"3",41.90911,19270.2202,2.82,517.27,50,"2","0",62.62,29027,86,995.9660375,76.2,18.9,7.407,4.1806,2.81,168.79961,2.16e+09,15.21,77.691,85042736
"155",2.252,81.69172,7667670,4.4017746,4.736887,5.3,4.641,96.959999,"1",42.75369,2045.4203,1.46,103.07,78.7,"1","0",72.14,74116,2,138.5283968,42.9,43.8284,10.857,4.8575,2.3145,56.105515,2.0389e+11,66.57,63.368,47123533
"156",150.685,16.313158087,43302714,7.4189136,7.1748896,24.1,5.27,350.12,"2",26.61947,9813.3637,5.94,384.28,50.93,"1","1",54.52,35121,100,469.4283772,72.7,28.3596,9.3336,5.1,5.0799,224.43942,5.127e+10,10.55,72.065,43466822
"157",48.734,11.0345652879,8934599,15.0211902,15.402467,31.7,6.458,679.415693,"4",25.96615,76397.8181,8.8267,651.472,65.28,"0","2",71.13,25546,100,2425.795649,72.2,25.8296,11.1927,4.5647,2.4134,431.54056,8217400000,7.75,77.972,9991083
"158",668.253,0.4246,64607830,6.6201465,4.9460228,27.8,6.798,1432.22,"4",35.14883,38058.0856,21.29,1350.13,43.98,"2","2",51.79,20376,100,4144.60079,84.6,28.82,14.1097,3.67,2.54,613.17255,38484300000,4.93,81.321,68207114
"159",684.958,1.499683,320896618,8.1696543,6.4363376,36.2,7.028,2096.71,"4",41.40784,55334.7394,21.7,1917.39,61.57,"1","1",67.86,22775,84,9535.945335,81.3,17.11,17.49,3.46,2.77,1056.9528,47144200000,7.37,78.862,332915074
"160",15.545,1.307074,3308016,9.1377699,9.7827532,27.9,6.31,825.67999,"4",39.67655,20185.836,6.92,764.05,55.56,"1","1",63.1,24820,97.2,1747.771686,72,21.415,9.3799,4.1993,4.2625,282.98938,2.1e+08,10.31,77.911,3485152
"161",16.642,47.2703630399999,31298900,10.4833885,10.7044365,16.6,6.154,62.200001,"2",35.2688,11220.3702,3.6244,57.5,63.89,"1","2",59.29,40253,100,382.8217102,62.3,30.3244,9.4194,5.0785,3.9255,163.58907,2.245e+10,26.73,71.725,33935765
"162",27.43,23.72071309,29410446,9.9360777,8.9778599,25.6,4.574,314.81,"3",44.7705,10709.9506,6.28,353.7,86.11,"1","2",78.21,29410,100,579.4147164,64.7,29.9221,9.47040000000001,4.4765,1.8547,265.49927,1e+08,17.12,72.064,28704947
"163",0.36,32.01523,71536374,5.5387413,5.1369106,2.1,5.467,287.04999,"2",35.71555,6814.1423,3.35,257.04,79.17,"0","0",78.39,29226,61,334.319988,66.3,40.3233,10.6113,5.2465,3.1376,145.36028,7.389e+10,15.2,75.4,98168829
"164",20.117,65.6865841,13277013,12.5919634,10.1444687,17.1,4.197,123.29,"2",36.70709,2284.8899,3.12,149.5485,37.96,"0","0",41.79,55241,42,144.4998841,49.6,37.5544,10.4559,4.9364,2.2152,116.98312,6.458e+10,46.98,66.125,30490639
"165",18.93,84.97017,7068158,6.4647059,6.6852064,8.1,4.838,90.860001,"2",57.13606,3534.0337,1.83,78.64,50.93,"0","1",50.95,76189,8.4,203.0385646,41.6,43.897,11.2134,5.1317,2.4962,55.894348,1.4342e+11,70.48,63.886,18920657
"166",16.282,82.59679,5806102,6.5137745,7.5606705,15.5,3.16,147.38,"1",50.25645,1611.4052,2.3577,147.38,73.15,"0","0",69.05,72784,1,182.2733538,48.7,39.1882,10.4658,4.9616,2.3985,47.00177,1.1784e+11,60.91,61.49,15092171
"167",237.838,0.188587,10451144,8.4406733,6.6159594,26,6.897,858.34998,"4",24.99034,30748.5084,12.98,799.89,35.19,"1","1",52.38,22380,100,2469.851757,84.8,24.35,11.54,4.14,6.63,366.23938,11673900000,3.26,79.376,10724553
