"","total_confirmed_deaths_due_to_covid_19_per_million_people","cost_of_calorie_sufficient_diet_2017_usd_per_day","cost_of_nutrient_adequate_diet_2017_usd_per_day","cost_of_healthy_diet_2017_usd_per_day","calorie_sufficient_diet_cost_percent_of_1_20_poverty_line","nutrient_adequate_diet_cost_percent_of_1_20_poverty_line","healthy_diet_cost_percent_of_1_20_poverty_line","calorie_sufficient_diet_cost_percent_of_average_food_expenditure","nutrient_adequate_diet_cost_percent_of_average_food_expenditure","healthy_diet_cost_percent_of_average_food_expenditure","calorie_sufficient_diet_cost_percent_cannot_afford","nutrient_adequate_diet_cost_percent_cannot_afford","healthy_diet_cost_percent_cannot_afford","calorie_sufficient_diet_cost_number_cannot_afford","nutrient_adequate_diet_cost_number_cannot_afford","healthy_diet_cost_number_cannot_afford","population_with_access_to_improved_sanitation_y","population_without_access_to_improved_sanitation_y"
"106",385.94827,0.89372439539,2.51106941074,3.50567950161,78.9037156897,215.593830203,292.73262136,31.23244651829,88.9599327678,119.9687743331,6.1567178869,44.37503879,61.14803338,975856.34017035,9459569.29554841,11560518.815202,40752,12242
"107",35.056,0.87682579,2.813919311,4.429886868,73.25194567,235.0809784,370.0824451,26.33259037,84.50684894,133.0371411,1.558018,38.10409,68.03631,66723.27378,1631835.851,2913705.323,1672936,2509405
"108",7.863,0.813268366,2.518435227,3.719799844,67.94221937,210.3955912,310.7602209,7.803701639,24.16559888,35.69327096,0.008474872,3.255958,12.04238,107.174333,41175.26814,152289.503,1175485,87120
"109",696.596,0.661079505,2.551728019,3.266979428,55.22802883,213.176944,272.9306122,8.387502822,32.37526772,41.45008121,0.3591183,10.29462,17.93763,448098.2047,12845351.35,22382094.7,107259089,18631860
"110",423.901,0.801924017,1.683741188,2.878004293,66.99448763,140.6634242,240.434778,11.57654974,24.30643451,41.54677892,0,0.1976474,4.655106,0,5445.498153,128255.5254,2715339,838769
"111",25.482,0.9123247265,2.49361794877,3.5139663475,80.3573001427,213.752657027,294.24426086,31.99802188769,92.4100321382,134.7235269236,7.06419311879999,47.02975039,68.41795588,1001510.22577015,4080571.2261044,6634403.961286,38307,0
"112",109.61981,0.74255342,2.25840429,4.610406534,62.03453805,188.6720376,385.1634532,16.00626804,48.68151357,99.38059775,0.005172975,6.585204,43.16624,161.0750092,205048.6993,1344101.316,1777196,1199681
"113",437.855,0.560815752,2.336085919,3.763333674,46.85177542,195.1617309,314.3971323,5.117920388,21.31876952,34.34361834,1.260342,6.163432,14.87213,7844.028316,38359.53664,92560.12164,596650,25509
"114",93.334,0.607821254,1.911529014,2.889392766,50.77871794,159.6933178,241.386196,14.38297969,45.23284241,68.37220189,0.02480398,3.521767,13.70442,8825.577048,1253090.27,4876209.971,26694148,8109174
"115",2.848,0.382520329,1.969263689,3.488296239,31.95658557,164.5165989,291.419903,24.38008097,125.511782,222.3279085,8.464884,78.01917,90.62317,2425105.21,22351717.47,25962638.32,5742192,22268499
"116",21.081,0.909689542,2.5998543,3.665605709,75.99745545,217.1975188,306.2327242,25.383855,72.54598582,102.2845702,0.166441,24.74539,51.92937,88850.50164,13209727.86,27721238,41713321,10690348
"117",52.343,1.008157292,1.83890403,3.187241981,84.22366683,153.6260677,266.2691713,30.32594162,55.31527343,95.87404169,9.829656,25.26397,45.98487,236167.6099,606992.9011,1104833.866,834393,1591168
"118",452.1795,0.901741196599999,2.51765671752,3.4947907554,80.8228729213,216.369517288,292.771707916,31.50299549121,89.3468810542,120.6148434622,6.1438364619,39.70360359,60.32447318,968990.81122999,8808423.3546364,10586908.6960515,8184,4291
"119",30.065,0.986364173,2.564141513,3.836645519,82.40302194,214.2139944,320.5217644,25.25250389,65.64613288,98.22427517,1.988262,44.20274,72.0897,549299.6082,12211945.79,19916310.81,13124577,15531705
"120",416.227,0.300922706,1.794010588,2.768451443,25.13974151,149.8755713,231.2824932,4.317916748,25.74211987,39.72429671,0.01160897,0.2121892,0.3128131,1988.767013,36350.75993,53588.93809,16550305,389618
"121",5.184,0.883508002529999,2.29043470671,3.61429829352,75.5451975706,187.965725659,302.676431506,28.9637825763,77.5258075477001,118.4205929031,5.0852843001,43.50126333,73.0245328,1518705.1698108,11767091.64752,17986562.72626,11388730.95,11801616.19
"122",23.549,1.43555517,2.550074601,3.51918096,119.9294211,213.0388138,294.0000802,42.05064417,74.69742849,103.0847364,3.431858,14.81904,27.84136,219119.1571,946174.2164,1777630.466,4129702,1952333
"123",2.85,0.608233806,1.657867923,3.607580503,50.8131835,138.501915,301.3851715,86.72748077,236.3938125,514.4014775,5.401048,58.42961,91.94135,1166759.882,12622240.14,19861604.39,2168769,17728196
"124",5.506,1.3811754,2.114463238,3.388323049,115.386416,176.646887,283.0679239,23.35485848,35.75432177,57.29453717,44.86684,69.88703,89.12486,85638823.05,133395688.1,170115571.2,52542706,128639038
"125",677.17593,0.951173908479999,2.43154552231,3.53093171596,82.5155488283,211.515270285,295.713799992,26.09541965691,64.4021335112,93.00330769,4.0780024976,35.7450468,61.0025714,1043286.7131387,12368228.967193,14470375.020558,20674768,4569149
"126",245.79862,0.741783281,3.019520007,3.690535055,61.97019895,252.2573105,308.3153764,9.705311515,39.50666324,48.28606045,2.337817,13.93327,18.23828,48673.25643,290090.1241,379720.2601,7453019.19,466131.69
"127",51.649,1.084304198,2.753281206,3.458190307,90.58514604,230.0151384,288.9047876,14.52968225,36.89398339,46.33976923,0.222648,0.3605376,0.4563593,11749.06371,19025.45378,24081.93423,5090023,98584
"128",235.576,0.905994335019999,2.42803715476,3.5429610732,77.4086997129,208.128825232,297.916838887,26.84919251659,72.2586472102,103.0968854861,3.7176734648,40.32528118,60.0129011,888849.53545415,9118370.62722901,8953705.913206,4061216,138594
"129",30.599,0.767463234,1.94525909,3.827949612,64.11555841,162.5112022,319.7952892,20.90436108,52.9854677,104.2666766,0.04515375,24.10479,75.2726,93873.14985,50113059.58,156489240.9,120256626,69123887
"130",408.50165,0.962700783649999,2.57170234152,3.50056655007,83.0443924113,217.604767091,292.038099454,31.69300582691,92.3524138028,125.3993579986,6.2856373428,44.70790969,60.99722588,827303.13059965,9039366.1292208,8801260.7199955,21288,0
"131",614.17,1.127964567,3.223740157,4.876472158,94.23262882,269.3183089,407.3911578,13.78461908,39.39665427,59.59434641,1.85989,11.42699,19.78807,76381.42315,469280.3115,812650.7202,2976937,992312
"132",0.782,0.85464437228,2.25028530094,3.60021060924,70.1902332545,184.208988463,301.92126837,32.0076536164,90.5356602043,150.2619940238,6.4921323452,45.35024926,76.7160170000001,1414101.62530645,9436477.20136,12960784.549522,1496847,6422978
"133",186.049,0.949812696,3.886502873,3.603425935,79.34943156,324.6869568,301.0380898,16.1907157,66.25018108,61.42478945,0.1282366,17.94588,15.44793,8806.086829,1232354.706,1060818.931,5882259,756860
"134",1038.977,0.91506283,2.239451954,3.591001371,76.44635171,187.0887179,300.0001146,20.64388293,50.52219634,81.01324794,1.298749,10.30363,22.43048,408382.4928,3239904.019,7053106.75,23909023,7467648
"135",64.363,1.157734234,2.819760223,4.07534677,96.71965196,235.5689409,340.4633893,17.63895856,42.96118423,62.09099695,3.313564,42.61489,64.24689,3484983.414,44819470.76,67570551.23,75168389,26547970
"136",121.94,0.397012866,1.961194354,3.097216182,33.16732385,163.842469,258.748219,5.196970716,25.67239122,40.5431238,0,0.02204507,0.449238,0,8371.576974,170597.3488,36922792,1063620
"137",232.526,0.417757991,1.863018265,2.688893108,34.90041695,155.6406236,224.6360157,4.616332218,20.58682641,29.7129538,0.1087342,0.465337,0.9322764,11199.9488,47931.10701,96027.26603,10327002,31074
"138",79.832,0.840577538969999,2.42379054016,3.55678598555,70.5404805137,205.849217915,299.260770582,27.88584571509,75.0314793482001,113.0529320429,4.253088838,41.97292063,63.6051708,906437.2734631,12512907.153589,11376313.658556,2431908,49631
"139",341.725,0.508367756,2.271961773,3.306929619,42.47015507,189.8046594,276.2681386,4.759807879,21.27220189,30.96252558,0.7519175,6.444023,11.02077,147281.7726,1262222.425,2158692.332,15674045,4141436
"140",182.198,0.621210643,2.270001586,3.398629889,51.89729684,189.6409011,283.9289799,6.770769513,24.7414588,37.04273244,0.001276778,0.4716394,2.541048,1844.902587,681503.5576,3671731.522,104037940,40058930
"141",2.702,0.762956708,1.310426108,3.607720503,63.73907337,109.4758653,301.3968674,52.86538101,90.79961513,249.9794771,23.69054,56.56786,91.14971,2838348.672,6777359.669,10920589.33,7163805,4465748
"142",392.08724,0.895088483779999,2.5110593015,3.50610046561,80.6432747722,215.93535632,292.892199027,31.27423579281,89.1428454671,120.4762774604,6.1874814729,44.30005759,60.65144118,969295.9792857,9494098.8808734,12004506.194769,43461,6322
"143",213.74471,1.050054834,2.6511443,3.481056905,87.7238792,221.4823977,290.8151132,59.09355178,149.197478,195.902166,3.748323,12.98524,17.73234,6782.777885,23497.44104,32087.55585,160371,16835
"144",321.03958,0.87036355239,2.51010548492,3.49810274562,76.8972530642,213.756007431,293.473427245,31.37187315799,87.499395373,118.8233959441,6.0773820223,44.73408153,61.926054,969301.24414055,9484828.85353541,11499571.616321,82985,26062
"145",119.75637,0.866349727019999,2.46499443257,3.52017157501,75.8765386267,210.67722655,294.915283355,30.84803036969,87.2543476439,125.748862295,6.6823201456,44.30421403,63.09972978,1064857.6741983,12253623.0849334,11684887.441412,177289,16470
"146",1237.551,0.974408966539999,2.50245967642,3.52961935069,84.0010763846,214.309003516,293.89847932,26.20401356719,66.1458851602,92.3749969815,3.9104549136,35.6990107,59.3781944,1117738.6156991,12833927.808108,13771474.674351,27173195.01,4189767.51
"147",68.443,0.895221716,2.528955099,3.2009921,74.78878163,211.2744444,267.4178864,19.10498482,53.97059513,68.31258044,18.5827,71.84284,81.26451,38482.7276,148778.6189,168289.8611,67857,127696
"148",153.071,0.958833238849999,2.47583461972,3.52363660941,82.9166668299,214.447902374,296.30618801,28.18529094489,74.0130162057,101.7495860806,3.6701400382,32.96654487,55.53731743,1032723.47435895,6765111.570513,10186410.0271585,31557144,0
"149",19.231,0.744343569,1.857560211,3.178888156,62.18409098,155.1846459,265.5712745,23.01494333,57.43536287,98.29053922,8.035439,49.44025,77.24802,1239014.954,7623380.515,11911166.52,7129049,7847945
"150",117.274,0.613036548,2.721453576,4.336531784,51.21441502,227.3561884,362.283357,9.152198781,40.62936245,64.74132912,2.950878,12.28619,23.87022,207176.9541,862595.9535,1675894.25,6839949,255434
"151",193.58351,0.633518334,2.166685499,3.840847424,52.92550826,181.009649,320.8728006,12.75066837,43.60834845,77.30379553,0.06652946,1.354531,5.710876,63.76383035,1298.223146,5473.474885,91924,1495
"152",9.277,1.241975289,2.201196701,2.770219681,103.7573341,183.8927904,231.4302156,57.83079465,102.4955613,128.9912987,40.10301,76.5531,85.57656,3003086.233,5732626.072,6408341.648,962524,6274501
"153",4.786,0.921942895259999,2.41736876429,3.56320321273,79.9180480538,207.24419367,300.459750484,29.71828965709,81.6078867689,124.2964512686,7.0329120027,46.27967732,69.22835298,1175733.1681354,6392353.512817,11682689.455134,5535002,0
"154",32.237,0.387426943,2.110823834,3.333447784,32.36649482,176.3428433,278.4835241,5.577298781,30.38687786,47.98745827,0.5420523,1.311294,2.348883,29483.48216,71324.32286,127761.1958,5358715,65086
"155",92.355,0.440995618,2.047126761,3.041276348,36.84173919,171.0214503,254.0748829,6.205535896,28.80645084,42.79577567,0,0,0.01920434,0,0,396.8361772,2044959,18572
"156",131.9457,0.88397358438,2.4336465268,3.55310133639,75.3415758328,209.68147027,297.58969398,30.48028485109,88.3932970519,120.8799509943,6.7151134677,45.12844663,64.4181018,1070522.9976331,12595173.523664,11651593.0692155,175070,412412
"157",6.544,0.85669006805,2.30577341494,3.64113053391,71.5133844293,189.999244814,305.054748651,29.995391885,84.4212145633001,134.1729612962,5.1737957652,45.3739932,73.8623148,1206779.6510344,10566928.8865,14030135.271052,2915110,9489615
"158",321.251,1.264708811,3.407425561,4.276109309,105.6565422,284.6637896,357.2355313,29.2795996,78.8861873,98.99730862,18.0559,54.05105,61.10259,10291944.43,30809342.27,34828751.87,36527953,18484024
"159",8.992,0.68144879,4.320287496,4.860810844,56.92972348,360.9262737,406.0827773,13.13085791,83.24775401,93.66311521,0,0.9978241,1.228063,0,512501.5262,630756.6251,51014947,0
"160",5.003,0.8440594136,2.29658260035,3.60241988229,71.3646592014,188.367804803,302.734277761,30.7482235878,89.3412736961,144.5502287583,6.5204031652,46.33403403,76.4522437000001,1269127.3141098,10504692.71027,14451498.428522,796103,11086033
"161",754.96,0.442280512,1.770827881,2.715095317,36.94908205,147.9388371,226.8250056,6.080570696,24.34573494,37.32773335,0.5017389,0.9513059,1.480493,233776.3898,443244.2031,689809.5975,46401249,46448
"162",0.887,0.971934199,2.227864363,4.050519973,81.19751039,186.1206652,338.3893043,17.60403343,40.35190729,73.36452306,0.08013956,10.67173,45.437,17185.12725,2288445.781,9743510.28,19938666,1027334
"163",19.088,1.078303515,2.088458248,4.232425264,90.08383584,174.4743733,353.5860705,24.17271361,46.81771173,94.87978326,5.536669,35.98657,81.57917,2259702.644,14687341.32,33295229.71,8906147,28831766
"164",189.215,0.869059555909999,2.4769053178,3.55147958532,74.3266458598,211.302203951,298.126942084,28.86115517519,82.9336505011,114.0114841338,5.0990842742,40.12947055,61.1614889,949617.92711535,8903602.50860741,6989951.9387265,438141,115067
"165",585.983,0.822322346,2.502307275,2.889616398,68.69860871,209.0482268,241.4048787,11.10858749,33.80316664,39.03524782,0.1356052,0.3259973,0.3404294,13638.76149,32787.82392,34239.36096,9730592,68594
"166",222.887,0.422059823,2.123611479,2.45778473,35.25980145,177.4111511,205.3287159,5.577981123,28.06584301,32.48230717,0,0.02182594,0.02182594,0,1844.693527,1844.693527,8274114,8282
"167",15.714,0.895123540889999,2.35395184792,3.65534503638,75.4813246363,197.307177435,304.086484576,28.08932612069,76.1556974882,111.332880245,4.86559097695,42.645768706,67.9691092,1123951.3943955,6783352.022531,9024122.0324614,17929383,805604
"168",8.493,0.911056262,2.344516378,3.217305785,76.11163426,195.8660299,268.7807673,36.19254302,93.13805678,127.810414,0.7854215,16.24259,34.01277,69747.53413,1442385.522,3020425.13,8121218,427433
"169",0.352,0.993807355,1.943333143,2.670800338,83.02484168,162.3503044,223.1245061,37.34486265,73.02573176,100.3621791,31.10177,71.84402,84.53875,17001442.32,39272747.56,46212182.83,8405273,45474684
"170",0.845,1.046140589,2.883112817,5.012801356,87.39687457,240.8615553,418.7803973,17.28115243,47.62601951,82.80625501,0.002042557,2.216301,19.70135,1413.650799,1533898.775,13635276.36,63851568,4806032
"171",50.84214,0.86650114764,2.4282077799,3.63906348204,74.1676662225,207.112988274,304.229968389,29.37018854479,83.2261231489001,117.06051827,5.3471236031,44.82326133,67.2570462,950226.4409771,7864311.287089,6166842.147778,503837,737140
"172",6.523,1.938657561,2.309871612,6.206968342,161.959696,192.9717303,518.5437211,143.9768989,171.5455881,460.9684924,66.35256,74.28932,97.28955,5108135.243,5719144.728,7489811.684,860349,6556453
"173",223.98023,0.87568240908,2.50316802465,3.5048226199,77.1073859449,213.740750608,292.972467085,31.27453780599,88.8836786733,119.4419036715,6.9344578718,46.00319043,61.81588358,984997.22731095,9023304.30307041,9329168.9205105,96791,9573
"174",75.742,1.008387702,3.134152422,4.08868259,84.24291577,261.8339534,341.5774929,12.85923731,39.96757366,52.14000489,0.1681227,3.472017,7.340323,2326.939216,48055.21513,101595.3554,1244484,115608
"175",83.174,0.603618059,1.881483827,3.447835621,50.42757388,157.1832772,288.0397344,11.11575981,34.64794,63.49265403,0,1.57308,13.31939,0,179857.2051,1522864.864,10326673,946988
"176",117.976,0.734378871,2.370504554,3.440223518,61.35161827,198.037139,287.4038026,9.986639878,32.23591562,46.78276397,0,2.007663,6.668437,0,1628252.678,5408228.574,74279627,3991845
"177",61.59934,0.880979153409999,2.39312248874,3.62729922179,76.1981015303,199.900230403,303.606773313,26.86772375999,73.8025549912001,109.3366564577,3.2708496507,42.7189715,67.0990574,872140.8429521,7713498.410739,7603874.955591,3015936,1794169
"178",468.83967,0.901651101379999,2.54655782401,3.49287515079,81.5763480358,218.137614911,292.207482129,31.79615192541,91.3332697324,124.0499908632,6.1852560319,39.70360359,59.24667298,968637.07253849,8802205.7032408,10412303.934112,9012,1807
"179",2.252,0.648064841,1.799356803,3.000061375,54.14075527,150.3222058,250.6316938,42.58860861,118.2475855,197.1537903,7.880419,60.01055,81.69172,3243774.713,24701821.64,33626325.65,7667670,32477200
"180",150.685,0.929161627979999,2.43603765732,3.58381223612,79.9561959158,210.854196116,300.909753369,26.53548373839,66.3337390216,94.7017318086,3.1448616953,33.65235863,59.7059443,894716.32629949,6853599.741681,9367290.975803,43302714,1851315
"181",48.734,0.864821210139999,2.32465681935,3.60880540321,75.0991495389,194.986750994,301.62141032,26.18372059289,66.7358916294,95.7993368565,3.9562323415,41.54350703,63.289492,941715.2909054,5623598.305224,6408572.5811744,8934599,219703
"182",668.253,0.265348333,1.539730769,1.887692082,22.16778056,128.6324786,157.7019283,4.963690084,28.80269213,35.31176681,0.1003027,0.3433783,0.4246,66258.81917,226831.787,280485.9153,64607830,521031
"183",684.958,0.9044263,2.21435,2.974152331,75.55775272,184.9916458,248.4671956,12.8980859,31.57899822,42.41459171,0.9991196,1.499683,1.499683,3246994.217,4873752.881,4873752.881,320896618,0
"184",15.545,0.694181218,2.128675062,2.961332191,57.99341841,177.834174,247.396173,9.391300947,28.79799626,40.06268259,0.02453968,0.3399476,1.307074,843.3419311,11682.7956,44919.50634,3308016,123536
"185",16.642,0.94246958845,2.41754205853,3.56001508167,80.5866291296,206.659540299,300.219970246,29.02994604479,80.0477816709,115.2686154,4.3471648855,41.181265326,63.65633503,1158508.7514307,9976986.653188,12177482.980138,31298900,0
"186",300.15571,0.87878140584,2.4997625047,3.51876690007,76.4516529061,212.52919116,295.940729976,30.69878937789,87.7909529487,118.5580352353,6.2029222249,44.29413643,62.1378536,1000073.4051487,9945790.96114841,11659928.188525,153205,111398
"187",27.43,0.891993374849999,2.36231974752,3.63154675489,77.1652960163,196.278607382,303.772597606,26.88283735299,73.1731384993,98.4489108553,2.8578878831,40.90223796,65.7381137,1034883.0955591,9999417.711813,12389892.4781,29410446,1744688
"188",0.36,0.974507314,2.513795511,4.306775634,81.41247403,210.0079792,359.7974631,28.58516223,73.73700685,126.3303809,0.4951231,10.18864,32.01523,468369.8264,9638111.305,30285332.51,71536374,20176926
"189",20.117,0.886337415279999,2.30899897241,3.63576478614,75.7862731973,190.324288286,304.825642824,27.7772783043,73.3147052501,104.5225808748,3.6041048767,41.647690906,68.8120968,1058225.235197,11636699.0905,17681051.370871,13277013,11632956
"190",18.93,1.278012074,2.379476799,3.306079267,106.767926,198.7867,276.1970983,75.42884391,140.4377844,195.1262762,57.78896,77.14788,84.97017,9739571.017,13002262.99,14320607.34,7068158,9032429
"191",16.282,0.774647423,2.29716701,3.967124844,64.71574124,191.9103601,331.4222928,34.26312295,101.6050831,175.4683258,8.090322,63.16433,82.59679,1151798.513,8992544.593,11759094.37,5806102,9971349
"192",237.838,0.449308988,2.407971577,3.108033837,37.53625634,201.1672161,259.6519496,5.952627554,31.90178325,41.17649176,0,0.1187588,0.188587,0,12581.82744,19979.73279,10451144,94915
"193",324.81758,0.87761169225,2.48778679511,3.49392741527,77.960041058,213.875960977,294.150399446,31.35744043989,83.0220659113,113.9728536518,5.8064091964,44.53166773,62.3004122,997235.91620145,9940343.1007104,9591478.459767,59631,44802
