"standard_deviation_of_life_satisfaction","all_causes_disability_adjusted_life_years_who_2015","share_of_population_covered_by_health_insurance_ilo_2014","current_health_expenditure_per_capita_ppp_current_international","haq_index_ihme_2017","beds_in_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_not_for_profit_privately_owned_hospitals_per_1_000_population_oecd","beds_in_publicly_owned_hospitals_per_1_000_population_oecd","acute_care_beds_per_1_000_population_oecd","dentists_per_100_000_population_oecd","for_profit_privately_owned_hospitals_per_million_population_oecd","general_hospitals_per_million_population_oecd","hospitals_per_million_population_oecd","long_term_care_beds_per_1_000_population_oecd","midwives_per_1_000_live_births_oecd","not_for_profit_privately_owned_hospitals_per_million_population_oecd","nurses_per_1_000_population_oecd","physicians_per_1_000_population_oecd","psychiatric_care_beds_per_1_000_population_oecd","psychiatrists_per_1_000_population_oecd","publicly_owned_hospitals_per_million_population_oecd","surgical_specialists_per_1_000_population_oecd","hospital_beds_per_1_000_population_oecd","years_lived_with_disability_ihme","out_of_pocket_expenditure_per_capita_on_healthcare_ppp_usd_who_global_health_expenditure","total_gross_official_disbursements_for_medical_research_and_basic_heath_sectors"
1.78097406751,39969,83,286.577877,60.4,0.7839,0.4625,3.6886,3.4397,1.1701,10.8153,14.6626,27.1067,0.5624,63.7082,2.5604,10.3956,4.8237,0.5733,0.1659,15.7415,0.6083,2.46235904761905,8.78,138.24355,2.132e+10
1.80478075035,29932,70,1429.309665,77.7,0.56,0,5,3.3,1.18,9.27,13.9,32.44,0.63,43.25,0,9.8,6.18,1.25,0.15,23.17,0.7,5.57,9.85,594.9317,14111537318.2218
1.78565817837,20828,48.3,1117.255973,80,0.7262,0.5668,3.1791,3.6306,1.157,8.7996,12.7414,26.5738,0.3042,63.1022,3.0684,12.7252,4.5379,0.6855,0.1927,14.3372,0.6489,3.43974166666667,11.79,358.2995,2.968e+10
1.70793252235,99421,17.6,251.1429737,35.7,0.665,0.2401,2.8049,2.4741,1.1744,10.9686,15.6934,26.5802,0.5119,62.0733,1.6122,8.5625,4.1895,0.4569,0.113,15.6453,0.5286,1.82664833333333,6.49,42.327137,2.32e+09
1.78398382193,62373,27.914739747144,127.7707491,45.4,0.8061,0.5181,3.669,3.4397,1.1806,11.6194,14.7065,27.3805,0.5958,63.4652,2.5669,10.2844,4.7108,0.5836,0.1632,16.5153,0.5838,1.34467333333333,9.11,25.088203,2.1117e+11
1.71132928255,28906,80.8549129773936,1270.20627210783,69.9,0.553,0.2502,2.5272,2.4981,1.1851,8.4183,15.2349,25.4148,0.4416,64.2877,1.934,9.0525,4.2064,0.4422,0.1175,14.0952,0.5625,2.21423571428571,10.85,230.01372,1e+07
1.73092218758,28816.0819375197,95,1363.45564137429,69.44864357282,0.5255,0.1501,2.9169,2.8392,1.1088,8.3882,14.7535,25.6583,0.5188,60.4929,1.6944,9.3424,4.7163,0.4884,0.1279,13.8972,0.6211,2.76235833333333,9.28006082038178,344.192000032781,7547048518.13081
1.80305730705,30215,95,1874.615864,76.6,0.05,0,6.5,5.47,1.39,2.83,25.81,32.88,0.5,40.59,0,9.28,5.28,0.99,0.24,30.05,1.07,6.56,9.96,601.2337,12906445358.049
1.79097827084,18648,97.6,6381.507524,89.3,0.7808,1.5016,2.9001,3.7,1.23,1.71,6.58,16.45,0,71.47,10.28,24.27,4.19,0.74,0.21,8.57,0.68,4.51,11.16,679.28198,17604595066.0497
1.78398382193,54971,3.7,76.74339356,43.7,0.8061,0.5181,3.669,3.4397,1.1806,11.6194,14.7065,27.3805,0.5958,63.4652,2.5669,10.2844,4.7108,0.5836,0.1632,16.5153,0.5838,1.64997333333333,7.47,16.622654,1.1243e+11
1.78398382193,70678,20.8444200779635,108.1896442,47,0.8061,0.5181,3.669,3.4397,1.1806,11.6194,14.7065,27.3805,0.5958,63.4652,2.5669,10.2844,4.7108,0.5836,0.1632,16.5153,0.5838,1.65017333333333,7.46,11.881274,1.6338e+11
1.73245966674,29765,100,1063.888395,66.6,0.6328,0.1958,2.8658,2.7359,1.1353,11.2618,15.0627,26.542,0.5346,61.2235,1.5422,8.93610000000001,4.441,0.4871,0.1215,15.0521,0.5885,2.152525,9.14,370.69351,6.2e+08
1.71404829269,25036,30,1513.882431,75.5,0.6158,0.2478,2.4782,2.6496,1.1161,8.52010000000001,15.2555,25.3633,0.4675,59.2034,1.6682,8.56700000000001,4.5419,0.4417,0.1153,13.9936,0.5854,2.84675,10.2,247.58975,1.06e+09
1.78398382193,75910,1.9,118.4518361,45.6,0.8061,0.5181,3.669,3.4397,1.1806,11.6194,14.7065,27.3805,0.5958,63.4652,2.5669,10.2844,4.7108,0.5836,0.1632,16.5153,0.5838,1.65017333333333,8.15,54.852081,1.3294e+11
1.619936347,19507,100,3470.896993,85.1,0.5237,0.4948,2.678,3.2312,1.1864,8.8455,13.73,26.5871,0.2496,62.0017,3.359,12.0484,5.1227,0.6845,0.1911,14.233,0.715,3.52286666666667,10.5,1287.7975,10665735409.4563
1.7582219339,58285,6,177.0806661,52,0.6731,0.2411,3.724,3.3409,1.1736,11.422,15.3672,26.8494,0.5769,63.7171,1.7235,9.612,4.6116,0.5546,0.1265,16.4712,0.5676,1.66040904761905,9.17,85.419205,1.33e+10
1.73818153382,30076,100,1098.625455,65.7,0.5004,0.1401,2.9317,2.6553,1.1471,10.5428,15.1782,26.3832,0.5061,59.7788,1.5641,8.8633,4.6477,0.4899,0.1232,15.095,0.6075,2.054625,9.72,556.64081,1.8e+08
1.71989750864,26763,85.6,1008.676198,62.6,0.36,0.7042,1.02,1.38,1.0644,26.1,18.0815,37.51,0.4824,45.6134,0.15,7.58990000000001,3.8487,0.03,0.01,11.26,0.16,1.38,9.32,417.28952,9.6e+08
1.74287615304,35472,75.7,515.3230735,73.1,0.6042,0.24,3.1511,3.1437,1.1351,9.23090000000001,15.5501,26.2981,0.5307,62.6674,1.5928,9.7649,4.7877,0.5498,0.1297,15.9757,0.5885,2.81474833333333,8.97,238.01622,1.13e+10
1.76001676443,29366.0800666045,91.1724304129035,3406.868928,72.0466751993367,0.5436,0.1753,3.418,3.3469,1.1114,8.30010000000001,14.3261,25.9267,0.4306,53.5816,1.7582,10.116,4.7843,0.6096,0.1461,14.5293,0.6506,3.26360833333333,9.70893167917363,206.57016,10830541353.0743
1.73544444086,26702,95,957.0148208,80.7,0.5893,0.1644,2.8387,2.991,1.1136,9.21300000000001,14.6195,25.9386,0.4321,60.0826,1.7245,9.8668,4.6463,0.502,0.137,13.3866,0.6131,2.56456666666667,9.91,304.52347,9e+07
1.71031247737,38061,42.3,435.2900287,61.3,0.6215,0.2748,2.6074,2.4727,1.1892,9.75290000000001,15.5286,26.0941,0.4434,66.6342,2.1341,9.4264,4.1074,0.4446,0.1189,15.786,0.5399,1.84922571428571,11.03,231.06967,3.89e+09
1.78398382193,88491,13.9541770628312,63.74393076,43,0.8061,0.5181,3.669,3.4397,1.1806,11.6194,14.7065,27.3805,0.5958,63.4652,2.5669,10.2844,4.7108,0.5836,0.1632,16.5153,0.5838,1.63837333333333,7.94,4.3641877,2.3915e+11
1.78398382193,48793,39.9965485982723,267.2280328,48.4,0.8118,0.5061,3.669,3.4397,1.1806,10.7332,14.6456,27.4323,0.5762,63.695,2.5669,10.285,4.7071,0.5836,0.1646,16.1992,0.6001,1.84637333333333,8.46,197.51004,9.451e+10
1.71187870626,48404,28,942.4741866,53.7,0.665,0.2446,2.8057,2.5208,1.1559,10.7072,15.6934,26.3178,0.5139,62.376,1.7142,8.6086,4.1895,0.4607,0.1162,15.5323,0.5346,2.03694404761905,8.3,78.47451,4.04e+09
1.78398382193,43324,0.1,150.5903691,50.8,0.8061,0.5181,3.669,3.4397,1.1806,11.6194,14.7065,27.3805,0.5958,63.4652,2.5669,10.2844,4.7108,0.5836,0.1632,16.5153,0.5838,1.45410904761905,9.49,90.96965,9.946e+10
1.335178614,18770,98.9,5313.243391,89.5,0.6933,3.32,0,2.92,0.57,23.99,4.44,31.81,0.29,25.29,7.82,11.74,4.54,0.91,0.23,0,0.42,3.32,10.94,650.96637,9954635640.74102
1.6518246366,18742,100,3530.096913,86.2,0.31,0.1,2.2,2.59,0.61,10.69,10.9,33.92,0.02,50.56,5.96,11.58,3.5,0.3,0.19,17.27,0.71,2.61,10.68,422.60583,8782428691.88251
1.78398382193,33239,12.2,405.9922707,64.3,0.8118,0.5061,3.667,3.4397,1.1806,10.7332,14.6641,27.2015,0.5762,63.695,2.5669,10.285,4.7071,0.5836,0.1646,16.1992,0.6001,2.01670904761905,9.35,146.10959,1.948e+10
1.78398382193,70093,3.1,68.46968478,41,0.8118,0.5061,3.667,3.4397,1.1806,10.7332,14.6641,27.2015,0.5762,63.695,2.5669,10.285,4.7071,0.5836,0.1646,16.1992,0.6001,1.96562333333333,7.66,35.789703,6.702e+10
1.78398382193,84764,2.2,215.223799,51.3,0.8061,0.5181,3.669,3.4397,1.1806,11.6194,14.7065,27.3805,0.5958,63.4652,2.5669,10.2844,4.7108,0.5836,0.1632,16.5153,0.5838,1.59470904761905,8.74,155.4747,6.9788e+11
1.868804097,19615,100,6221.641638,90.5,0.9345,1.2043,2.74,3.2,1.37,12.1733,16.2677,28.5319,0,78.14,6.5455,26.34,6.46,1.07,0.26,16.4791,0.57,3.6,10.61,887.98853,10502005143.1125
1.74563993811,27260,97,1635.870769,77.1,0.5288,0.1808,2.5967,2.8441,1.0955,7.8061,14.8052,24.8583,0.3735,65.0254,1.8805,10.5534,4.5256,0.5033,0.1377,13.6605,0.6248,2.97596666666667,10.76,104.14493,2.5e+08
1.78398382193,50534,26.6,134.4414606,43.1,0.8061,0.5181,3.669,3.4397,1.1806,11.6194,14.7065,27.3805,0.5958,63.4652,2.5669,10.2844,4.7108,0.5836,0.1632,16.5153,0.5838,1.62907333333333,8.98,89.383614,2.0375e+11
1.71217558269,27476,51.8,1542.796273,64.4,0.5169,0.2595,2.5863,2.479,1.1083,10.245,15.1888,26.4158,0.4845,60.8615,1.8062,8.75320000000001,4.5748,0.4471,0.1203,14.1714,0.5751,2.58025,9.54,470.90369,3.23e+09
1.78398382193,59322,17.7559519105136,98.58088454,38.6,0.8118,0.5061,3.667,3.4397,1.1806,10.7332,14.6641,27.2015,0.5762,63.695,2.5669,10.285,4.7071,0.5836,0.1646,16.1992,0.6001,1.96562333333333,7.67,5.6810246,6.417e+10
1.7112948144,30862,23.6,724.3116252,60.4,0.6581,0.2606,2.8358,2.5208,1.1552,11.1901,15.6592,26.5598,0.5143,62.376,1.7404,8.7868,4.2597,0.4607,0.1167,15.6567,0.5271,1.7118,9.52,264.27051,5.62e+09
1.7310632992,26911,64.4,671.0036469,69.6,0.6202,0.2466,2.7824,2.8431,1.1663,8.6887,15.176,25.6296,0.5056,65.7902,1.6946,9.2932,4.441,0.4861,0.1278,14.9679,0.5722,1.98835238095238,9.9,207.45259,9.5e+09
1.78097406751,41446,82,322.7779997,52,0.785,0.4553,3.6604,3.4397,1.1824,10.8153,14.6626,27.0593,0.5624,63.7082,2.5604,10.2805,4.781,0.5838,0.1656,15.7415,0.6083,2.26525904761905,8.46,172.83017,9.55e+10
1.84638513093,25415,97.5,1704.195989,79.6,1.78,0,4.85,4.85,1.09,9.72,25.31,27.86,0.02,93.77,0,7.69,3.85,0.65,0.09,15.71,0.54,6.62,10.33,396.16248,9707576313.5076
1.956165552,19815,100,2661.397049,84.5,0.36,0.7,2.33,3.25,1.01,5.44,16.6,21.84,0.3397,68.6678,5.63,12.0926,4.97,0.64,0.13,10.78,0.73,3.39,10.47,735.89484,7211048603.76073
1.82744299891,22923,100,3900.286232,85.2,0.5079,0.2474,3.3176,3.6667,1.0813,8.18910000000001,12.3846,26.0386,0.3428,64.4023000000001,3.672,14.3728,4.5996,0.7249,0.1802,13.6728,0.684899999999999,3.87139166666667,11.71,242.92445,15710931778.6056
1.73767650488,28496,94.3,1090.416516,74.4,0.6007,0.2381,3.0713,2.9292,1.1142,8.70840000000001,15.0054,25.9737,0.4824,64.6388,1.7152,9.8577,4.5994,0.5388,0.134,14.4268,0.5969,2.56585,9.69,232.00484,9438516450.81125
1.82423467046,39906,88,1414.028282,71.7,0.7975,0.4754,4.522,4.399,1.1512,8.9483,14.4892,27.1477,0.7968,57.4396,2.2472,10.3274,5.0562,0.754600000000001,0.1474,16.5157,0.6892,8.05,8.96,515.22107,18120767329.6203
1.77930124408,54160,91,143.1853392,47.8,0.7787,0.4484,3.7068,3.4889,1.1723,10.9679,14.6913,26.9901,0.589,62.5815,2.5167,10.4169,4.8217,0.583,0.1738,16.2774,0.6341,2.38849833333333,8.3,37.179249,8.313e+10
1.75725881456,29374.0603603792,91.3467821869465,3674.645142,73.4820796160668,0.429,0.1794,2.8955,3.0767,1.0804,7.6906,14.0905,25.8837,0.3516,54.3934,2.4213,11.2606,4.8494,0.5607,0.144,13.5539,0.6369,3.30245833333333,9.75468072999936,673.5119,7425594989.22508
1.7112948144,57825.5132330499,2.1,308.3572367,49.6,0.665,0.2446,2.8057,2.5208,1.1577,10.7072,15.6934,26.5598,0.5139,62.376,1.7022,8.6086,4.1895,0.4607,0.1162,15.5323,0.5318,1.80139833333333,8.95,35.996059,3.65e+09
1.72105128527,27174,89.5919776617833,3121.341632,79.4,0.4233,0.2636,2.4483,2.7413,1.0554,8.02,13.4179,25.1699,0.3037,60.5808,2.4218,10.3236,4.5336,0.4818,0.1428,13.0334,0.6395,3.228775,10.72,467.57504,1e+07
1.78398382193,53970,20.1,97.08918675,44.4,0.8118,0.5061,3.667,3.4397,1.1806,10.7332,14.6641,27.2015,0.5762,63.695,2.5669,10.285,4.7071,0.5836,0.1646,16.1992,0.6001,1.96542333333333,8.35,42.894653,8.352e+10
1.72855974676,28151,92.1,1323.690595,75.4,0.4857,0.1376,2.8114,2.6615,1.1231,8.5792,15.0106,25.8922,0.502,56.3872,1.4514,8.86140000000001,4.758,0.4686,0.1226,13.6322,0.6158,2.84066666666667,9.84,537.25604,1.15e+09
1.78398382193,117683,0,256.3404367,41.3,0.8061,0.5181,3.669,3.4397,1.1806,11.6194,14.7065,27.3805,0.5958,63.4652,2.5897,10.2844,4.7108,0.5836,0.1632,16.5153,0.5838,1.65017333333333,7.52,98.019753,1.4083e+11
1.79067785149,14354,100,3681.29594,86.3,0.6441,0.3979,3.289,3.6087,1.127,9.80110000000001,19.9534,30.8022,0.369,67.9485,3.6266,14.3172,5.3194,0.8406,0.2023,14.4856,0.7672,3.98156666666667,10.11,1161.4761,11175785409.4563
1.80784677154,25991,94.8,2061.950585,78.6,0.5524,0.2327,4.6573,4.91,1.1539,6.9053,13.24,24.08,0.76,57.1349,1.8645,10.4387,4.8495,0.81,0.1588,15.1805,0.7477,5.82,10.09,380.29736,14323978307.8509
1.82635862117,21200,100,2733.762624,87.4,0.05,0,4.45,4.2,1.1263,1.45,5.81,14.03,0.14,74.8942,0,12.545,4.7612,0.66,0.14,12.58,0.62,4.5,11.51,342.3797,15203701417.1002
1.78398382193,89247,23.7404347732274,263.423797759045,34.2,0.8118,0.5061,3.667,3.4397,1.1806,10.7332,14.6641,27.2015,0.5762,63.695,2.5669,10.285,4.7071,0.5836,0.1646,16.1992,0.6001,2.06552333333333,6.75,189.712727012515,5.67e+10
1.79001543049,67514,100,1086.409415,52,0.7564,0.4179,3.7549,3.5818,1.1801,11.1866,14.3908,27.0805,0.6083,62.6387,2.4912,10.4456,4.7969,0.6147,0.1771,16.2911,0.6498,2.32,8.61,83.637741,8.779e+10
1.7662017,17921,100,2556.046343,85.8,0.5626,0.3463,2.9683,3.3569,1.1936,8.48870000000001,14.1318,26.509,0.3056,62.6419,2.6412,12.1299,5.2154,0.702500000000001,0.1976,14.2672,0.7434,3.64546666666666,10.24,940.44543,10698285409.4563
1.78398382193,80319,11.4722721182058,71.16543519,38.8,0.8061,0.5181,3.669,3.4397,1.1806,11.6194,14.7065,27.3805,0.5958,63.4652,2.5669,10.2844,4.7108,0.5836,0.1632,16.5153,0.5838,1.65017333333333,8.03,43.657784,1.1859e+11
1.502460957,16984,99.2,3182.544019,89.6,0.57,0.36,2.04,2.43,0.79,6.7,12.13,16.68,0.51,23.04,2.6,6.24,5.45,0.36,0.11,7.38,0.96,2.97,10.35,771.09918,5851144983.78625
1.78731461767,28527,100,353.1291505,72.8,0.6982,0.4021,3.7695,3.61,1.1333,9.18450000000001,13.9894,26.8788,0.6068,60.0077,2.5781,10.6163,4.9001,0.6155,0.1765,15.1852,0.6619,2.70344833333333,9.66,135.6982,3.374e+10
1.78410609132,59210,29.7,277.0008938,50.1,0.8073,0.4984,3.7301,3.4397,1.1846,10.9414,14.6962,26.8232,0.5794,63.8761,2.5669,10.3335,4.6996,0.567,0.1639,16.1827,0.5914,1.614365,10.13,175.13531,1.0946e+11
1.70736510162,29901,48.8706367732948,1016.908901,56.7,0.6579,0.2549,2.8049,2.4668,1.1686,10.9686,15.5967,26.5802,0.5123,61.7921,1.6122,8.547,4.1608,0.4565,0.1098,15.5765,0.5084,1.78814404761905,9.1,103.195,1.77e+09
1.607709408,18308,100,5298.603868,90.5,0.4977,0.921600000000001,2.6127,2.04,1.73,10.1175,15.0091,27.242,0.18,107.33,5.749,19.73,6.64,0.43,0.23,17.8142,0.66,2.22,11.16,804.94183,10287276809.9178
1.80115179305,17679,100,7582.571519,91.8,1.0625,1.4359,3.5723,3.56,1.2313,11.5183,12.07,33.25,0.13,90.0771,6.8796,22.0111,5.2095,0.93,0.52,15.9249,0.82,4.53,11.24,2149.3345,18838403895.4148
1.74248464709,43178,90,824.212912081743,74.6,0.5987,0.1521,3.1291,3.1645,1.1335,9.25920000000001,15.3868,26.3276,0.4875,61.8203,1.4747,10.0084,4.7698,0.5501,0.1325,15.4237,0.6125,2.94450833333333,9.15,85.753609,1.105e+10
1.78398382193,42752,0.3,192.6961909,58.6,0.8149,0.4571,3.667,3.4397,1.1828,10.7332,14.6641,27.2015,0.5762,63.695,2.5654,10.285,4.7071,0.5838,0.1646,16.2059,0.6057,2.10980904761905,8.67,121.52,2.398e+10
1.78398382193,63043,13,96.49687717,49.9,0.8061,0.5181,3.669,3.4397,1.1806,11.6194,14.7065,27.3805,0.5958,63.4652,2.5669,10.2844,4.7108,0.5836,0.1632,16.5153,0.5838,1.61292333333333,7.76,25.233082,3.1549e+11
1.77921325927,28993,98,610.1700037,70.8,0.7085,0.4243,3.7674,3.6354,1.1408,9.05570000000001,14.335,26.9257,0.5967,61.3502,2.587,10.5477,4.8251,0.6106,0.1754,14.9595,0.6507,2.73198571428572,9.77,75.361549,2.679e+10
1.77635969287,71808,4,95.63100552,44.3,0.7692,0.2782,3.6449,3.4553,1.1756,10.9585,14.8156,26.6759,0.628,62.8766,2.5722,9.9005,4.7044,0.5777,0.1279,16.3616,0.5968,1.99347333333333,7.72,48.73756,1.644e+10
1.73166502239,38360,57.9764223085711,2204.137969,62.1,0.5592,0.2546,2.7124,2.5126,1.1036,9.92570000000001,14.4023,25.8173,0.453,63.9378,1.7671,10.2149,4.7628,0.4524,0.1258,15.3709,0.6078,2.95050833333333,9.51,822.86584,5e+07
1.72042090894,26814,80,774.0570073,70.1,0.5723,0.2634,2.3982,2.5305,1.1577,8.731,15.1678,25.6201,0.4262,65.5558,2.0285,9.1592,4.2421,0.436,0.1204,12.8939,0.5638,2.23221666666667,10.85,307.94397,4.34e+09
1.71790730955,29027,86,995.9660375,76.2,0.67,0,2.15,2.78,1.0822,7.33,17.48,18.9,0.482,56.2809,0,9.4835,4.175,0.05,0.05,11.57,0.44,2.81,11.56,168.79961,2.16e+09
1.78398382193,74116,2,138.5283968,42.9,0.8061,0.5181,3.669,3.4397,1.1806,11.6194,14.7065,27.3805,0.5958,63.4652,2.5669,10.2844,4.7108,0.5836,0.1632,16.5153,0.5838,1.63837333333333,7.86,56.105515,2.0389e+11
1.79554007653,35121,100,469.4283772,72.7,0.760300000000001,0.4028,3.7809,3.6217,1.1491,9.82750000000001,14.3298,27.1066,0.6131,56.8037,2.4247,10.5566,4.8445,0.6195,0.177,16.1952,0.6605,3.05914,9.07,224.43942,5.127e+10
1.75774428961,25546,100,2425.795649,72.2,0.3659,0.1776,2.689,2.7715,1.0756,7.5994,14.1266,24.8395,0.3325,60.1269,1.7844,10.2407,4.81320000000001,0.4927,0.1416,13.7533,0.6628,3.18639166666667,10.43,431.54056,7309675661.8793
1.76940567017,20376,100,4144.60079,84.6,0.3304,0.3301,2.54,2.11,1.0861,8.5388,11.39,28.82,0.2177,76.3201000000001,4.4476,15.4751,3.67,0.38,0.18,14.7223,0.82,2.54,10.85,613.17255,10182319812.1082
1.76660037,22775,84,9535.945335,81.3,0.47,1.68,0.61,2.44,0.9986,3.72,13.75,17.11,0.18,3.9,9.15,17.49,3.46,0.21,0.14,4.25,0.39,2.77,11.16,1056.9528,4272502227.58433
1.72660172585,24820,97.2,1747.771686,72,0.596,0.1628,2.6514,2.7008,1.0877,9.30620000000001,15.492,25.6232,0.4836,60.7626,1.6429,8.81680000000001,4.6902,0.4764,0.1241,13.5977,0.6136,2.93924166666667,9.39,282.98938,2.1e+08
1.79337772254,40253,100,382.8217102,62.3,0.764700000000001,0.4022,3.7549,3.5935,1.1445,11.1556,14.3934,27.1489,0.6138,62.5086,2.5231,10.547,4.8211,0.6143,0.177,16.1916,0.6505,2.77548404761905,8.49,163.58907,2.245e+10
1.73588660241,29410,100,579.4147164,64.7,0.6335,0.2075,2.7957,2.7359,1.1311,11.25,15.144,26.0403,0.542,61.1474,1.6559,8.92680000000001,4.5159,0.4897,0.1226,14.0657,0.5804,2.29513333333333,8.87,265.49927,1e+08
1.78382164484,29226,61,334.319988,66.3,0.7846,0.4562,3.6254,3.4397,1.1766,10.7543,14.3794,27.0721,0.5546,63.928,2.5683,10.3976,4.8418,0.58,0.1652,14.9719,0.6067,2.32745904761905,8.64,145.36028,7.389e+10
1.79645153764,55241,42,144.4998841,49.6,0.8015,0.5178,3.3695,3.3068,1.1842,10.426,14.3192,26.6469,0.4565,64.1412,2.6768,10.7325,4.5964,0.5618,0.1662,16.2619,0.5927,1.79874833333333,10.68,116.98312,6.458e+10
1.78398382193,76189,8.4,203.0385646,41.6,0.8061,0.5181,3.669,3.4397,1.1806,11.6194,14.7065,27.3805,0.5958,63.4652,2.5669,10.2844,4.7108,0.5836,0.1632,16.5153,0.5838,1.65017333333333,7.16,55.894348,1.4342e+11
1.78398382193,72784,1,182.2733538,48.7,0.8061,0.5181,3.669,3.4397,1.1806,11.6194,14.7065,27.3805,0.5958,63.4652,2.5669,10.2844,4.7108,0.5836,0.1632,16.5153,0.5838,1.67742333333333,7.13,47.00177,1.1784e+11
1.83246130828,22380,100,2469.851757,84.8,0.98,0.02,5.63,4.11,1.147,8.87,14.72,24.35,1.96,64.02,0.28,11.54,4.14,0.94,0.15,15.2,0.89,6.63,11,366.23938,16339817961.4957
