"","total_confirmed_deaths_due_to_covid_19_per_million_people","healthy_diet_cost_percent_cannot_afford","cost_of_calorie_sufficient_diet_2017_usd_per_day","healthy_diet_cost_percent_of_1_20_poverty_line","life_satisfaction_in_cantril_ladder_world_happiness_report_2019","age_standardised_diabetes_prevalence_male","cardiovascular_diseases_ihme_2017","meningitis_ihme_2017","prevalence_of_obesity_female_who_2019","kidney_disease_ihme_2017","diabetes_blood_and_endocrine_disease_ihme_2017","mean_monthly_income","gdp_growth_per_capita_from_previous_year_2020_q2","multidimensional_poverty_headcount_ratio_alkire_and_robles_2016","percentage_contribution_of_deprivations_in_living_standards_to_overall_poverty_alkire_and_robles_2016","poverty_rate_50_percent_of_median_lis_key_figures_2018","all_causes_disability_adjusted_life_years_who_2015","beds_in_not_for_profit_privately_owned_hospitals_per_1_000_population_oecd","long_term_care_beds_per_1_000_population_oecd","publicly_owned_hospitals_per_million_population_oecd","surgical_specialists_per_1_000_population_oecd","infant_mortality_rate","income_support","containment_index","yll_rates_from_all_air_pollution_per_100_000","death_rates_from_all_air_pollution_per_100_000"
"78",13.678,1.616443,3.034385921,434.3462374,6.118,8.3588827,94.69,0.2,3.7,9.7,16.2,1212.01,-7.93440397254428e-05,4.921,34.453,10.938,15700,0.5295,2.64,12.14,0.8191,182.5704198,2,50.65,2422.696688,160.2324287
"79",65.47,19.90089,0.643548024,345.0795845,4.094,16.510798,297.16,0.78,43.1,40.39,95.57,331.66,-0.00297092269501772,1.7,2.4,18.47231,30626,0.1774,0.896199999999999,14.8895,0.5238,1573.533901,1,53.33,1706.34628,61.38248848
"80",118.285,1.16534,0.652794041,233.6312211,6.168,12.3560972,534.53,1.06,22.7,11.76,25.93,340.60999,-0.00292500085541798,0.2,19.6,15.83392,42084,0.2233,0.840199999999999,14.4296,0.6821,1142.521387,0,51.79,2241.095035,87.44397163
"81",17.37,78.95827,0.766345623,257.6809474,4.547,5.8172238,225.89,17.21,11.1,8.37,41.49,100.36,-0.000498140929544887,39.9,57.2,18.81844,62578,1.5555,0.5831,15.3413,0.5094,3504.208152,1,64.76,1375.87408,32.25190081
"82",177.026,5.9261193591,0.67394456666,287.576681171,6.106,19.6593654,245.7,0.55,45.6,19.5,48.74,697.6234967,-0.0024911112763059,3.927,15.861,16.40467,22687,0.2048,0.6054,12.2313,0.5566,640.673225,1,58.33,1891.341213,63.33504625
"83",174.428,57.584,0.964181593,304.2461928,6.25,9.9323155,574.47,1.08,18.6,11.18,26.46,161.92,-0.00157213007929749,0.5,25.9,16.95322,39969,0.2614,0.8456,15.3322,0.5975,1820.068974,1,58.33,1998.164983,71.66666667
"84",33.4,2.62944,0.448210108,278.071027,6.229,7.8315259,423.55,0.43,25.1,6.1,22.42,706.84998,-0.00514209868330136,2.755,21.203,11.23107,29932,0,0.63,23.17,0.7,374.9379534,0,45.83,3059.512938,155.3018772
"85",86.441,6.6909384135,0.65160925124,281.28961225,4.024,14.4658527,217.53,0.64,37,11.09,37.54,705.17999,-0.00288507097306311,2.692,18.492,16.38965,20828,0.2593,0.6602,12.9647,0.6622,582.5027634,0,68.81,2259.425353,103.0934707
"86",20.072,76.94296,0.607529939,349.9884516,3.512,7.3050801,501.31,8.64,26.7,33.31,197.82,75.699997,-0.00073654404307484,32,55.3,19.21267,99421,1.308,0.8685,17.0166,0.5566,4508.359369,0,60,2108.52459,54.66042155
"87",16.213,97.57058,0.970414826,423.2618395,5.121,7.7892159,346.06,19.99,14.2,26.69,87.07,83.059998,-0.000329733056649721,71.2,46.4,20.29514,62373,1.4643,0.9791,15.5635,0.5531,4654.678674,1,59.29,3174.46147,74.92782589
"88",118.173,19.466472823,0.84524931514,338.426429691,5.33,15.1971092,310.43,0.98,39.6,43.25,87.13,399.2701002,-0.00275701002491738,1.5,7.8,18.12253,28906,0.2524,0.964699999999999,12.6072,0.570299999999999,685.4828238,0,63.21,2609.971328,98.7575661
"89",26.221,32.9576069,0.82927313046,320.15601609,5.28578,9.331615631,349.6378,1.9578,24.721,22.8736,71.3073,247.89869792,-0.000788460304688117,7.335,30.748,18.94143,34322.17,0.4801,0.7952,16.0232,0.6072,1749.298147037,0,52.5,2452.116544355,92.1444303108
"90",51.795,2.856601,0.512512295,268.5988427,6.391,8.9232895,382.11,0.57,27.8,4.51,13.75,756.90002,-0.00137553525050728,2.818,28.813,12.39,30215,0,0.5,30.05,1.07,387.5722797,2,48.81,3244.440584,166.2960389
"91",234.833,0.4126038,0.334489337,208.1221882,7.404,6.9729089,150.35,0.19,20.7,8.54,20.95,2113.2,-0.000751425444990943,8.78299999999999,36.388,8.736,18648,1.3157,0,8.57,0.68,166.9540009,1,51.79,1516.931217,83.95061728
"92",8.812,96.73974,1.07819951,289.0422163,4.339,6.3172086,505.29,21.16,7.5,10.56,55.94,46.939999,-0.000473345609585235,66.9,49.1,18.67846,54971,1.4908,0.8672,16.6778,0.5042,5515.980977,0,51.79,1414.355271,34.07468537
"93",9.566,92.84431,0.28486552,225.8655657,3.869,6.6198552,312.91,25.65,9.1,14.34,64.29,61.68,-0.000699072326454233,56,57,19.05455,70678,2.1382,0.7879,14.401,0.5599,4574.614403,1,56.55,1694.371188,41.42898635
"94",7.353,2.754231,0.908167921,331.0328026,5.428,11.4416249,320.97,2,17.9,19.58,57.6,850.15997,-0.00052172012406321,10.928,34.743,18.42943,29765,1.2958,0.738,15.6788,0.491,573.4911005,1,80.71,1124.367771,44.13636068
"95",68.45,2.729918,0.422614866,303.9718019,5.198,11.063976,239.27,0.53,11.4,36.26,68.04,198.52,-0.00233366270588974,5.2,5.3,16.18289,25036,0.3067,0.5805,14.0457,0.5723,627.7546001,1.01,64.8848,925,37.08791209
"96",6.716,90.62164,0.599600045,272.2387853,4.988,8.3645204,318.64,28.3,12.4,19.54,70.88,72.610001,-0.000684563444783684,77.7,38.9,18.72331,75910,1.41,0.8752,15.6862,0.5943,7457.332333,0,30.71,4670.454015,97.19885259
"97",124.564,0.3113678,0.763473885,328.5045863,6.157,9.0493557,181.96,0.32,28.5,10.76,30.21,1294.25,-0.00155506829991423,2.218,29.888,12.7206,19507,0.2498,0.5522,13.9376,0.82,510.3950935,2,80.12,2280.190931,137.4701671
"98",35.056,68.03631,0.87682579,370.0824451,4.153,8.4635263,288.87,15.9,18.5,20.46,67.83,174.63,-0.000740157191734644,52.2,46.5,18.82996,58285,1.4698,0.9787,15.6032,0.5751,3387.681805,0,43.57,4527.851524,117.7236971
"99",7.863,12.04238,0.813268366,310.7602209,6.015,12.8618866,271.8,0.91,15.7,67.1,222.12,351.48999,-0.00247814260173019,6.752,17.734,18.46788,30076,0.5263,0.748,15.2433,0.5482,1223.68286,2,61.07,1685.781618,64.33621367
"100",696.596,17.93763,0.661079505,272.9306122,5.964,10.869791,158.3,0.64,32.8,62.13,139.43,415.89999,-0.00014561003629786,2.8,40.2,19.664,26763,0.7311,0.7495,11.26,0.16,1090.74491,0,64.88,1106.267613,43.21704764
"101",423.901,4.655106,0.801924017,240.434778,5.812,7.7593317,543.97,0.75,21.1,4.48,17.44,286.64999,-0.00132992439785516,0.8,47.3,15.37222,35472,0.6438,0.859099999999999,17.9186,0.7164,1415.151935,1,48.93,3120.496436,132.5387073
"102",25.482,22.2768866,0.80468430443,321.916626904,5.23854,11.237364032,355.7874,1.1695,28.936,24.6836,87.3169,331.33550041,-0.00328656553952171,2.718,12.24,18.76451,32416.17,0.1933,0.836,16.3478,0.6471,1348.334772356,2,53.57,2582.14299176,98.6289242731
"103",437.855,14.87213,0.560815752,314.3971323,5.722,7.5727608,412.62,0.26,23.1,13.84,33.47,441.22,-0.00155911371484669,0.3,29.7,14.9735,26702,0.2981,1.0163,14.3801,0.8732,322.9366836,1.26,56.5178,2927.57970906,134.604491928
"104",93.334,13.70442,0.607821254,241.386196,4.803,14.0416698,319.37,2.28,32.2,37.14,91.46,305.10001,-0.000623547603902734,15.4,34.2,19.87315,38061,1.2315,0.6947,12.2304,0.5351,1974.792896,1,64.17,2137.163364,87.08476604
"105",2.848,90.62317,0.382520329,291.419903,4.932,6.5621686,338.52,18.32,10.5,13.58,65.91,81.559998,-0.000712342822609313,69.6,50.2,19.02845,88491,1.4471,0.7887,15.6101,0.615,5656.85676,0,57.26,2489.934771,53.81728116
"106",21.081,51.92937,0.909689542,306.2327242,4.431,6.9114952,285.17,3.28,7.3,29.02,82.14,172.39,-0.000423367859351214,33.884,39.259,20.40128,48793,1.4901,0.9576,14.8006,0.6492,3744.050998,1,66.13,3949.238362,131.7234725
"107",52.343,45.98487,1.008157292,266.2691713,4.451,7.3191306,330.6,5.68,25.4,21.52,105.85,342.70999,-0.000643822772760436,42,49.8,19.18244,48404,1.3095,0.724,15.8917,0.4685,2983.073149,0,57.26,1138.755592,31.27287515
"108",30.065,72.0897,0.986364173,320.5217644,5.449,11.6872047,330.7,4.62,5.4,26.46,80.96,119.01,-0.00038822716412566,28.6,44.3,19.83993,43324,1.454,0.8339,14.4093,0.5253,2634.820986,1,69.52,2608.413502,93.42428608
"109",416.227,0.3128131,0.300922706,231.2824932,7.504,5.1717566,127.71,0.41,20,7.93,26.32,1585.92,-0.00052407547408886,9.481,39.712,6.184,18770,3.32,0.29,0,0.42,331.5925856,2,51.79,2046.310192,118.7828656
"110",5.184,2.4877385294,0.54225920939,236.052915301,7.257,7.9042936,155.77,0.34,31.4,10.75,26.13,1521.8427828,-0.0022404596644227,5.455,22.537,11.92344,18742,0.1,0.02,17.27,0.71,385.6312521,1,35.48,849.2603224,46.85361007
"111",23.549,27.84136,1.43555517,294.0000802,6.113,9.2258635,180.52,1.44,29,58.52,99.69,329.39001,-0.000767191166550904,16.1,47.8,18.01337,33239,1.3156,0.5992,16.341,0.4707,1309.024948,0,21.55,1085.662611,36.30384742
"112",2.85,91.94135,0.608233806,301.3851715,5.004,5.9408535,334.07,33.31,8.7,19.47,70.73,78.699997,-0.000742846695741888,89.3,40.1,19.03107,70093,1.5697,0.9539,15.8531,0.6012,4907.39445,0,33.1,5173.637126,97.31142757
"113",5.506,89.12486,1.3811754,283.0679239,5.503,6.299279,197.62,18.9,13.1,6.72,41.12,75.860001,-2.88551540707234e-05,53.2,38.7,18.15283,84764,1.5089,0.816,16.0719,0.5962,6546.835153,0,39.52,4996.74452,99.12678735
"114",51.649,0.4563593,1.084304198,288.9047876,7.29,6.2257413,137.75,0.3,22.5,6.14,20.58,2162.8799,-0.00097542113169021,12.207,39.903,7.662,19615,1.6411,0,18.0079,0.57,213.1982104,2,51.49,1039.224717,61.98426406
"115",235.576,14.8607539507,0.78210788215,303.074933717,6.853,14.3323602,314.92,0.9,33.7,21.32,103.46,525.54989891,-0.0027287308284889,3.474,16.121,17.20318,27260,0.2352,0.7835,12.974,0.519999999999999,929.9181875,0,47.38,2055.644623,67.84680472
"116",30.599,75.2726,0.767463234,319.7952892,4.443,12.5771361,479.9,8.52,11.3,29.37,93.89,150.3,-0.000633993025970136,44.2,31.3,18.96865,50534,1.1849,0.7686,16.4787,0.5858,5066.508545,1,68.45,4172.776211,123.1292756
"117",614.17,19.78807,1.127964567,407.3911578,6.086,8.9030156,154.03,1.38,27.6,27.31,67.45,747.06,-0.000585507955732471,8.37399999999999,38.987,22.666,27476,0.8935,0.7547,13.5736,0.4447,1356.533959,1,74.76,714.9656401,27.86968694
"118",0.782,70.1140173,0.9548210104,332.861342761,3.658,15.357027,591.54,6.95,25.8,59.11,183.05,96.879997,-0.000665566376207016,39.414,43.146,18.48928,59322,1.3953,0.8302,17.5996,0.4167,3401.46013,0,54.17,864.9690425,21.43325614
"119",186.049,15.44793,0.949812696,301.0380898,5.653,8.0133105,271.74,1.96,23.4,38.59,109.31,520.39001,-0.000524864067260142,9.71499999999999,40.328,21.394,30862,1.3437,0.7099,14.683,0.4481,1099.695421,1,57.86,727.7602049,26.54014159
"120",1038.977,22.43048,0.91506283,300.0001146,5.999,7.2325752,108.51,1.05,24.2,24.06,48.66,401.73999,-0.00090636492219378,10.5,55.4,24.442,26911,1.6429,0.6111,12.949,0.4504,1221.789271,1,69.4,819.922236,32.07763649
"121",64.363,64.24689,1.157734234,340.4633893,5.08,7.0508844,427.92,2.83,7.5,50.55,111.57,227.03,-0.00014858585037838,11,27.4,19.78709,41446,1.2124,0.8789,15.5087,0.5382,2014.11833,0,68.27,1760.234835,52.89426538
"122",121.94,0.449238,0.397012866,258.748219,6.139,8.394709,283.08,0.35,22.2,7.6,22.3,543.27002,-0.00020901126954371,4.745,32.826,10.587,25415,0,0.02,15.71,0.54,366.3242414,2,46.43,3082.725737,150.4247462
"123",232.526,0.9322764,0.417757991,224.6360157,5.768,8.4291863,155.11,0.34,21.2,12.82,39.07,816.5,-0.00160308027449062,2.953,28.22,13.90042,19815,0.7,0.6004,10.78,0.73,272.3945502,1,64.05,2330.212786,138.434796
"124",79.832,6.606208036,0.65069044029,287.593188018,6.375,18.9393887,187.72,0.43,43.1,25.77,108.6,796.6734922,-0.00299821643315663,5.028,15.245,15.6566,22923,0.263,0.4674,13.7143,0.5666,543.0833892,2,64.05,1062.192394,30.42505593
"125",341.725,11.02077,0.508367756,276.2681386,6.13,7.2931016,430.29,0.42,21.6,8.67,17.24,305.64999,-0.0005489399864302,5.171,35.421,8.465,28496,0.5357,0.9781,15.2988,0.7269,707.6400662,2,52.08,3739.818564,183.9731434
"126",182.198,2.541048,0.621210643,283.9289799,5.495,7.4159878,562.81,0.96,26.9,5.21,16.04,680.21002,-0.00352492031526348,2.109,18.744,12.506,39906,0.1097,0.823899999999999,19.0801,0.7528,559.0535331,1,43.75,3012.02954,129.715501
"127",2.702,91.14971,0.762956708,301.3968674,3.268,4.2869468,268.13,19.02,9.3,10.84,60.85,78.540001,-0.000659283577512623,53.8,54.1,19.51714,54160,1.5651,0.8697,14.6812,0.5149,3419.415576,1,60,1726.167246,42.50646361
"128",1237.551,22.576878593,1.0923208214,302.480812574,5.6173,8.162445542,220.8682,1.4854,26.074,31.7609,85.9905,438.40589757,-0.000539384328154928,9.50199999999999,42.502,20.83646,29448.28,1.59,0.6491,13.2391,0.4557,1295.303356212,1,45.83,1187.204112717,43.1242554893
"129",68.443,81.26451,0.895221716,267.4178864,4.80756,8.3453454,293.65,5.23,16.9,43.5,81,86.949997,-0.000419142344001249,19.3,43.5,19.76406,56688.11,1.4545,0.6979,14.4098,0.4712,2539.717063,0.52,61.4388000000001,1682.631579,42.10526316
"130",153.071,15.49756838,0.78652808256,301.428419303,6.56,17.6139625,301.43,0.69,42.3,44.64,85.1,497.70269881,-0.00264512214343468,3.811,13.245,18.05058,27174,0.2406,0.7045,12.6593,0.5072,735.4565519,2,63.69,1829.13132,68.8649356
"131",19.231,77.24802,0.744343569,265.5712745,5.489,7.5161234,356.79,25.53,12.9,26.55,90.21,95.980003,-0.000571183015149359,56.9,31.6,18.47243,53970,1.1589,0.845,16.651,0.6081,3397.166798,0,39.64,3217.192148,86.32427788
"132",117.274,23.87022,0.613036548,362.283357,6.042,7.2703366,398.67,0.41,21.8,14.08,38.43,360,-0.00130269372360833,0.2,41.2,14.137,28151,0.5147,1.0476,14.076,0.748,437.1464594,2,55.36,3033.263852696,145.7431598351
"133",9.277,85.57656,1.241975289,231.4302156,3.447,7.1035396,386.95,31.04,13.3,23.09,86.5,70.980003,-0.000651293064528461,81,45.5,18.92649,117683,1.4989,0.8171,15.3231,0.6686,7942.533669,0,54.23,6394.793119,138.9896172
"134",4.786,7.6022513526,0.98002965011,321.245498062,6.378,9.3643048,111.1,0.16,6.3,13.66,22.56,1135.6184961,-0.00223854551522669,3.775,25.737,13.73947,14354,0.4415,0.9856,15.4767,0.7909,129.2178014,2,66.07,1200.124911,55.99571734
"135",32.237,2.348883,0.387426943,278.4835241,6.519,8.1699695,356.91,0.5,19.9,9.5,24.19,678.90997,-0.00221582461363618,2.297,20.645,8.421,25991,0.2677,0.76,15.6045,0.791,477.7632175,2,49.7,2998.212311,142.3516403
"136",92.355,0.01920434,0.440995618,254.0748829,6.462,7.2928867,190.44,0.23,21,5.36,18.47,1026.3199,-0.00258633275517767,4.555,20.894,9.989,21200,0,0.14,12.58,0.62,166.0980378,1,44.4,2299.806576,128.5783366
"137",6.544,88.98001743,0.83415174686,286.041108349,4.668,7.4372867,473.9,33.84,12.3,17.59,86.18,86.80579995,-0.000658545197445461,81.2,47.2,18.65334,89247,1.4454,0.8362,17.3721,0.5552,5708.750822,0,45.36,4964.716789,78.39065542
"138",321.251,61.10259,1.264708811,357.2355313,4.947,9.666581,249.35,5.62,39.6,27.55,130.7,337.70999,-0.000409752352610188,11.1,37,23.751,67514,1.3937,0.7535,12.4872,0.4755,2400.860333,1,61.07,2216.562713,74.55863598
"139",8.992,1.228063,0.68144879,406.0827773,5.793,9.3042505,123.61,0.26,4.8,9.74,36.6,1181.66,-5.76516377895989e-05,5.277,33.174,14.62,17921,0.5535,1.113,12.9687,0.7882,269.2028526,1,64.29,2346.404025,117.1236531
"140",5.003,87.2393976,0.85852275677,270.319399892,2.817,7.543052987,326.17,32.47,11.884,12.64,66.45,98.300003,-0.000497652569501366,91.1,47.2,18.61167,80319,1.4525,0.8037,15.6115,0.5827,8361.238892,1,36.07,5156.45351092,98.3763254047001
"141",754.96,1.480493,0.442280512,226.8250056,6.502,8.5417676,117.28,0.32,22.8,9.39,24.84,1115.37,-0.00047277565259298,2.751,33.062,15.562,16984,0.36,0.51,7.38,0.96,266.2264833,2,54.46,1690.284536,105.0019559
"142",0.887,45.437,0.971934199,338.3893043,4.213,7.0219834,226.84,2.56,7.3,23.41,89.52,268.32999,-0.00061287545936259,13.27,32.728,19.36174,28527,1.1981,0.8943,14.2289,0.5928,684.2390101,0,83.93,2179.09234,88.52039158
"143",19.088,81.57917,1.078303515,353.5860705,4.139,8.3090898,449.28,3.01,14.932,37.59,79.78,138.89,-0.000682466317728599,53.4,49.8,18.91385,59210,1.443,0.9021,17.3665,0.5518,4236.793727,0,28.93,3238.581615106,77.152335269
"144",189.215,40.52694693,1.04571802447,315.738713956,6.269,10.946402,331.98,2.57,33.7,45.27,126.09,217.83,-0.000638087377407352,5.9,34.9,18.79952,29901,0.5054,0.665,14.021,0.433,2669.594504,1,80.71,1715.101289,63.35174954
"145",585.983,0.3404294,0.822322346,241.4048787,7.314,5.8450484,166.31,0.22,18.1,6.45,20.46,1642.51,-0.00081691554540086,10.145,38.088,5.596,18308,1.7809,0.18,12.8908,0.66,226.383117,2,40.48,1315.983095,84.19060393
"146",222.887,0.02182594,0.422059823,205.3287159,7.508,5.2982009,130.34,0.2,16.9,7.72,20.54,2020.86,-0.00122971794838157,5.917,26.312,8.745,17679,0.658,0.13,13.2484,0.82,322.5397396,2,53.57,1659.139655,103.2654537
"147",15.714,37.178310603,0.92087027059,317.105323502,3.462,13.9683956,432.24,1.79,34.8,23.78,48.55,217.17999,-0.00277626880434891,4.4,11.1,18.41935,43178,0.2082,0.8431,17.5566,0.4913,966.093174,0,29.05,2014.717219,73.05155804
"148",8.493,34.01277,0.911056262,268.7807673,5.373,10.2708067,515.37,4.82,16.7,11.63,37.83,192.72,-0.000771002808865772,13.2,26.4,17.70088,42752,1.1463,0.7783,17.0756,0.5962,3424.604178,0,39.29,2154.185334,59.2195237
"149",0.352,84.53875,0.993807355,223.1245061,3.786,6.0174174,327,20.03,12.7,13.25,66.93,78.599998,-0.000710297512126796,65.6,55.3,18.8564,63043,1.6352,0.7069,15.7823,0.5341,4409.899208,1,23.93,1365.805022,32.20871276
"150",0.845,19.70135,1.046140589,418.7803973,5.885,8.2871193,132.19,1.48,12.7,28.12,64.99,477.04999,-0.00325934577976385,0.9,20,18.80906,28993,0.3754,1.1335,13.2675,0.6539,680.4701023,1,69.05,2886.400539,118.3890252
"151",6.523,97.28955,1.938657561,518.5437211,4.179,7.252472,386.86,20.51,12.5,18.84,71.77,82.519997,-0.000409425730529588,50.1,45.3,19.47154,71808,1.4534,0.9961,16.3243,0.5651,4157.182236,1,50.71,3799.000684,87.14579055
"152",75.742,7.340323,1.008387702,341.5774929,6.192,10.4106402,304.78,1.24,26,30.11,168.86,302.64999,-0.0022581501737065,5.6,4.4,17.27419,38360,0.3341,0.7006,14.3049,0.5884,1580.667616,1,69.17,2341.617647,91.83823529
"153",83.174,13.31939,0.603618059,288.0397344,4.731,12.1266469,282.73,0.91,34.3,31.6,67.66,334.19,-0.00180968695264301,1.2,26.2,18.86325,26814,0.2953,0.922299999999999,12.9403,0.6405,874.124594,1,69.76,2938.777324,131.144482
"154",117.976,6.668437,0.734378871,287.4038026,4.862,13.0451608,193.37,0.62,39.2,20.59,54.35,567.58002,-0.002438140926843,3.995,17.422,18.13077,29027,0,0.5729,11.57,0.44,1223.451749,2,62.62,1938.688764,79.67990748
"155",2.252,81.69172,0.648064841,250.6316938,4.641,4.4017746,306.9,23.58,8.6,14.65,73.48,96.959999,-0.000691859990384167,69.9,50.4,19.9871,74116,1.6432,0.8172,14.9281,0.5783,4238.49771,1,72.14,2288.004831,48.7394983
"156",150.685,13.05346262,0.76650602065,310.963330726,5.27,7.4189136,593.07,0.96,25.7,3.73,11,350.12,-0.00335623646871045,1.2,4.4,16.0303,35121,0.1126,1.113,21.0999,0.795599999999999,721.1484544,1,54.52,3675.792232,170.6719729
"157",48.734,26.66221437,0.92011582501,302.981830788,6.458,15.0211902,339.84,2.98,41,39.1,94.72,348.5365977,-0.00065857569112057,10.567,36.125,18.85835,25546,1.3328,0.6883,14.1447,0.4343,983.2475599,0,71.13,1453.073992,39.67456157
"158",668.253,0.4246,0.265348333,157.7019283,6.798,6.6201465,145.01,0.4,28.6,5.26,18.3,1432.22,-0.00031814862249856,7.981,36.514,9.138,20376,1.7344,0.1832,13.5814,0.82,387.5656751,2,51.79,1681.976792,98.37599033
"159",684.958,1.499683,0.9044263,248.4671956,7.028,8.1696543,176.43,0.4,37,16.46,41.69,2096.71,-2.85358061874237e-05,6.769,35.267,17.049,22775,1.68,0.18,4.25,0.39,568.4556511,1,67.86,1766.364066,88.02077411
"160",15.545,1.307074,0.694181218,247.396173,6.31,9.1377699,185.95,0.4,30.6,14.4,42.13,825.67999,-0.000554116473882626,6.731,36.132,14.058,24820,0.7909,0.4604,14.4292,0.5712,784.2311615,1,63.1,1248.222611,65.47202797
"161",16.642,40.753755893,0.873643742170001,308.284574821,6.154,10.4833885,696.86,1.09,19,15.86,53.67,62.200001,-0.00252341155064075,2.3,21.1,18.41668,40253,0.2867,0.8449,16.2742,0.6055,1786.308659,1,59.29,2745.870087,87.36158382
"162",27.43,26.36498116,0.97833169419,319.64437071,4.574,9.9360777,231,1.12,28.6,34.95,80.11,314.81,-0.000583046130194167,10.604,38.891,20.59504,29410,1.316,0.6034,15.4976,0.4495,1322.125254,1,78.21,1133.534746,43.19467522
"163",0.36,32.01523,0.974507314,359.7974631,5.467,5.5387413,277.86,1.03,2.6,26.19,68.15,287.04999,-0.000914271447050101,7.1,24.3,19.72542,29226,0.658,0.9805,14.6313,0.6193,975.9281467,0,78.39,2348.54039,93.65529593
"164",20.117,67.09936544,0.91130854039,330.767867177,4.197,12.5919634,540.3,2.14,22,39.37,84.81,123.29,-0.000779222936068758,45.9,35.3,18.64353,55241,1.2043,0.8798,17.719,0.552,3651.551117,0,41.79,3519.063059,93.95497913
"165",18.93,84.97017,1.278012074,276.1970983,4.838,6.4647059,393.06,31.73,12.4,17.28,81.49,90.860001,-0.000635257313463041,56.6,51.8,19.11823,76189,1.4673,0.777,16.9967,0.4976,4204.166619,0,50.95,1347.310551,28.65161432
"166",16.282,82.59679,0.774647423,331.4222928,3.16,6.5137745,305.49,17.75,25.3,36.55,137.55,147.38,-0.000533868057042843,29.7,62.5,20.32534,72784,1.3163,0.8292,15.6936,0.4738,4156.238275,0,69.05,1596.359572,34.47413738
"167",237.838,0.188587,0.449308988,259.6519496,6.897,8.4406733,283.58,0.31,25.4,6.81,25.5,858.34998,-0.00099771039451054,0.814,32.103,5.972,22380,0.02,1.96,15.2,0.89,212.3376553,1,52.38,3016.835815,160.6848146
