"","total_confirmed_deaths_due_to_covid_19_per_million_people","healthy_diet_cost_percent_cannot_afford","cost_of_calorie_sufficient_diet_2017_usd_per_day","healthy_diet_cost_percent_of_1_20_poverty_line","life_satisfaction_in_cantril_ladder_world_happiness_report_2019","age_standardised_diabetes_prevalence_male","cardiovascular_diseases_ihme_2017","meningitis_ihme_2017","prevalence_of_obesity_female_who_2019","kidney_disease_ihme_2017","diabetes_blood_and_endocrine_disease_ihme_2017","mean_monthly_income","gdp_growth_per_capita_from_previous_year_2020_q2","multidimensional_poverty_headcount_ratio_alkire_and_robles_2016","percentage_contribution_of_deprivations_in_living_standards_to_overall_poverty_alkire_and_robles_2016","poverty_rate_50_percent_of_median_lis_key_figures_2018","all_causes_disability_adjusted_life_years_who_2015","beds_in_not_for_profit_privately_owned_hospitals_per_1_000_population_oecd","long_term_care_beds_per_1_000_population_oecd","publicly_owned_hospitals_per_million_population_oecd","surgical_specialists_per_1_000_population_oecd","infant_mortality_rate","income_support","containment_index","yll_rates_from_all_air_pollution_per_100_000","death_rates_from_all_air_pollution_per_100_000"
"113",5.506,89.12486,1.3811754,283.0679239,5.503,6.299279,197.62,18.9,13.1,6.72,41.12,75.860001,-2.88551540707234e-05,53.2,38.7,NA,84764,NA,NA,NA,NA,6546.835153,0,39.52,4996.74452,99.12678735
"114",51.649,0.4563593,1.084304198,288.9047876,7.29,6.2257413,137.75,0.3,22.5,6.14,20.58,2162.8799,-0.00097542113169021,NA,NA,7.662,19615,NA,0,NA,0.57,213.1982104,2,51.49,1039.224717,61.98426406
"115",235.576,NA,NA,NA,6.853,14.3323602,314.92,0.9,33.7,21.32,103.46,NA,NA,NA,NA,NA,27260,NA,NA,NA,NA,929.9181875,0,47.38,2055.644623,67.84680472
"116",30.599,75.2726,0.767463234,319.7952892,4.443,12.5771361,479.9,8.52,11.3,29.37,93.89,150.3,NA,44.2,31.3,NA,50534,NA,NA,NA,NA,5066.508545,1,68.45,4172.776211,123.1292756
"117",614.17,19.78807,1.127964567,407.3911578,6.086,8.9030156,154.03,1.38,27.6,27.31,67.45,747.06,NA,NA,NA,22.666,27476,NA,NA,NA,NA,1356.533959,1,74.76,714.9656401,27.86968694
"118",0.782,NA,NA,NA,NA,15.357027,591.54,6.95,25.8,59.11,183.05,96.879997,NA,NA,NA,NA,59322,NA,NA,NA,NA,3401.46013,0,54.17,864.9690425,21.43325614
"119",186.049,15.44793,0.949812696,301.0380898,5.653,8.0133105,271.74,1.96,23.4,38.59,109.31,520.39001,NA,NA,NA,21.394,30862,NA,NA,NA,NA,1099.695421,1,57.86,727.7602049,26.54014159
"120",1038.977,22.43048,0.91506283,300.0001146,5.999,7.2325752,108.51,1.05,24.2,24.06,48.66,401.73999,-0.00090636492219378,10.5,55.4,24.442,26911,NA,NA,NA,NA,1221.789271,1,69.4,819.922236,32.07763649
"121",64.363,64.24689,1.157734234,340.4633893,5.08,7.0508844,427.92,2.83,7.5,50.55,111.57,227.03,-0.00014858585037838,11,27.4,NA,41446,NA,NA,NA,NA,2014.11833,0,68.27,1760.234835,52.89426538
"122",121.94,0.449238,0.397012866,258.748219,6.139,8.394709,283.08,0.35,22.2,7.6,22.3,543.27002,-0.00020901126954371,NA,NA,10.587,25415,0,0.02,15.71,0.54,366.3242414,2,46.43,3082.725737,150.4247462
"123",232.526,0.9322764,0.417757991,224.6360157,5.768,8.4291863,155.11,0.34,21.2,12.82,39.07,816.5,-0.00160308027449062,NA,NA,NA,19815,0.7,NA,10.78,0.73,272.3945502,1,64.05,2330.212786,138.434796
"124",79.832,NA,NA,NA,6.375,18.9393887,187.72,0.43,43.1,25.77,108.6,NA,NA,NA,NA,NA,22923,NA,NA,NA,NA,543.0833892,2,64.05,1062.192394,30.42505593
"125",341.725,11.02077,0.508367756,276.2681386,6.13,7.2931016,430.29,0.42,21.6,8.67,17.24,305.64999,-0.0005489399864302,NA,NA,8.465,28496,NA,NA,NA,NA,707.6400662,2,52.08,3739.818564,183.9731434
"126",182.198,2.541048,0.621210643,283.9289799,5.495,7.4159878,562.81,0.96,26.9,5.21,16.04,680.21002,NA,NA,NA,12.506,39906,NA,NA,NA,NA,559.0535331,1,43.75,3012.02954,129.715501
"127",2.702,91.14971,0.762956708,301.3968674,3.268,4.2869468,268.13,19.02,9.3,10.84,60.85,78.540001,NA,53.8,54.1,NA,54160,NA,NA,NA,NA,3419.415576,1,60,1726.167246,42.50646361
"128",1237.551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,45.83,NA,NA
"129",68.443,81.26451,0.895221716,267.4178864,NA,8.3453454,293.65,5.23,16.9,43.5,81,86.949997,NA,19.3,43.5,NA,NA,NA,NA,NA,NA,2539.717063,NA,NA,1682.631579,42.10526316
"130",153.071,NA,NA,NA,6.56,17.6139625,301.43,0.69,42.3,44.64,85.1,NA,NA,NA,NA,NA,27174,NA,NA,NA,NA,735.4565519,2,63.69,1829.13132,68.8649356
"131",19.231,77.24802,0.744343569,265.5712745,5.489,7.5161234,356.79,25.53,12.9,26.55,90.21,95.980003,NA,56.9,31.6,NA,53970,NA,NA,NA,NA,3397.166798,0,39.64,3217.192148,86.32427788
"132",117.274,23.87022,0.613036548,362.283357,6.042,7.2703366,398.67,0.41,21.8,14.08,38.43,360,NA,0.2,41.2,14.137,28151,NA,NA,NA,NA,437.1464594,2,55.36,NA,NA
"133",9.277,85.57656,1.241975289,231.4302156,3.447,7.1035396,386.95,31.04,13.3,23.09,86.5,70.980003,NA,81,45.5,NA,117683,NA,NA,NA,NA,7942.533669,0,54.23,6394.793119,138.9896172
"134",4.786,NA,NA,NA,6.378,9.3643048,111.1,0.16,6.3,13.66,22.56,NA,-0.00223854551522669,NA,NA,NA,14354,NA,NA,NA,NA,129.2178014,2,66.07,1200.124911,55.99571734
"135",32.237,2.348883,0.387426943,278.4835241,6.519,8.1699695,356.91,0.5,19.9,9.5,24.19,678.90997,-0.00221582461363618,NA,NA,8.421,25991,NA,0.76,NA,NA,477.7632175,2,49.7,2998.212311,142.3516403
"136",92.355,0.01920434,0.440995618,254.0748829,6.462,7.2928867,190.44,0.23,21,5.36,18.47,1026.3199,NA,NA,NA,9.989,21200,0,0.14,12.58,0.62,166.0980378,1,44.4,2299.806576,128.5783366
"137",6.544,NA,NA,NA,4.668,7.4372867,473.9,33.84,12.3,17.59,86.18,NA,NA,81.2,47.2,NA,89247,NA,NA,NA,NA,5708.750822,0,45.36,4964.716789,78.39065542
"138",321.251,61.10259,1.264708811,357.2355313,4.947,9.666581,249.35,5.62,39.6,27.55,130.7,337.70999,NA,11.1,37,23.751,67514,NA,NA,NA,NA,2400.860333,1,61.07,2216.562713,74.55863598
"139",8.992,1.228063,0.68144879,406.0827773,5.793,9.3042505,123.61,0.26,4.8,9.74,36.6,1181.66,-5.76516377895989e-05,NA,NA,14.62,17921,NA,NA,NA,NA,269.2028526,1,64.29,2346.404025,117.1236531
"140",5.003,NA,NA,NA,2.817,NA,326.17,32.47,NA,12.64,66.45,98.300003,NA,91.1,47.2,NA,80319,NA,NA,NA,NA,8361.238892,1,36.07,NA,NA
"141",754.96,1.480493,0.442280512,226.8250056,6.502,8.5417676,117.28,0.32,22.8,9.39,24.84,1115.37,-0.00047277565259298,NA,NA,15.562,16984,0.36,0.51,7.38,0.96,266.2264833,2,54.46,1690.284536,105.0019559
"142",0.887,45.437,0.971934199,338.3893043,4.213,7.0219834,226.84,2.56,7.3,23.41,89.52,268.32999,NA,NA,NA,NA,28527,NA,NA,NA,NA,684.2390101,0,83.93,2179.09234,88.52039158
"143",19.088,81.57917,1.078303515,353.5860705,4.139,8.3090898,449.28,3.01,NA,37.59,79.78,138.89,NA,53.4,49.8,NA,59210,NA,NA,NA,NA,4236.793727,0,28.93,NA,NA
"144",189.215,NA,NA,NA,6.269,10.946402,331.98,2.57,33.7,45.27,126.09,217.83,NA,5.9,34.9,NA,29901,NA,NA,NA,NA,2669.594504,1,80.71,1715.101289,63.35174954
"145",585.983,0.3404294,0.822322346,241.4048787,7.314,5.8450484,166.31,0.22,18.1,6.45,20.46,1642.51,-0.00081691554540086,NA,NA,5.596,18308,NA,0.18,NA,0.66,226.383117,2,40.48,1315.983095,84.19060393
"146",222.887,0.02182594,0.422059823,205.3287159,7.508,5.2982009,130.34,0.2,16.9,7.72,20.54,2020.86,NA,NA,NA,8.745,17679,NA,0.13,NA,0.82,322.5397396,2,53.57,1659.139655,103.2654537
"147",15.714,NA,NA,NA,3.462,13.9683956,432.24,1.79,34.8,23.78,48.55,217.17999,NA,4.4,11.1,NA,43178,NA,NA,NA,NA,966.093174,0,29.05,2014.717219,73.05155804
"148",8.493,34.01277,0.911056262,268.7807673,5.373,10.2708067,515.37,4.82,16.7,11.63,37.83,192.72,NA,13.2,26.4,NA,42752,NA,NA,NA,NA,3424.604178,0,39.29,2154.185334,59.2195237
"149",0.352,84.53875,0.993807355,223.1245061,3.786,6.0174174,327,20.03,12.7,13.25,66.93,78.599998,NA,65.6,55.3,NA,63043,NA,NA,NA,NA,4409.899208,1,23.93,1365.805022,32.20871276
"150",0.845,19.70135,1.046140589,418.7803973,5.885,8.2871193,132.19,1.48,12.7,28.12,64.99,477.04999,NA,0.9,20,NA,28993,NA,NA,NA,NA,680.4701023,1,69.05,2886.400539,118.3890252
"151",6.523,97.28955,1.938657561,518.5437211,4.179,7.252472,386.86,20.51,12.5,18.84,71.77,82.519997,NA,50.1,45.3,NA,71808,NA,NA,NA,NA,4157.182236,1,50.71,3799.000684,87.14579055
"152",75.742,7.340323,1.008387702,341.5774929,6.192,10.4106402,304.78,1.24,26,30.11,168.86,302.64999,NA,5.6,4.4,NA,38360,NA,NA,NA,NA,1580.667616,1,69.17,2341.617647,91.83823529
"153",83.174,13.31939,0.603618059,288.0397344,4.731,12.1266469,282.73,0.91,34.3,31.6,67.66,334.19,-0.00180968695264301,1.2,26.2,NA,26814,NA,NA,NA,NA,874.124594,1,69.76,2938.777324,131.144482
"154",117.976,6.668437,0.734378871,287.4038026,4.862,13.0451608,193.37,0.62,39.2,20.59,54.35,567.58002,NA,NA,NA,NA,29027,0,NA,11.57,0.44,1223.451749,2,62.62,1938.688764,79.67990748
"155",2.252,81.69172,0.648064841,250.6316938,4.641,4.4017746,306.9,23.58,8.6,14.65,73.48,96.959999,NA,69.9,50.4,NA,74116,NA,NA,NA,NA,4238.49771,1,72.14,2288.004831,48.7394983
"156",150.685,NA,NA,NA,5.27,7.4189136,593.07,0.96,25.7,3.73,11,350.12,NA,1.2,4.4,NA,35121,NA,NA,NA,NA,721.1484544,1,54.52,3675.792232,170.6719729
"157",48.734,NA,NA,NA,6.458,15.0211902,339.84,2.98,41,39.1,94.72,NA,NA,NA,NA,NA,25546,NA,NA,NA,NA,983.2475599,0,71.13,1453.073992,39.67456157
"158",668.253,0.4246,0.265348333,157.7019283,6.798,6.6201465,145.01,0.4,28.6,5.26,18.3,1432.22,-0.00031814862249856,NA,NA,9.138,20376,NA,NA,NA,0.82,387.5656751,2,51.79,1681.976792,98.37599033
"159",684.958,1.499683,0.9044263,248.4671956,7.028,8.1696543,176.43,0.4,37,16.46,41.69,2096.71,-2.85358061874237e-05,NA,NA,17.049,22775,1.68,0.18,4.25,0.39,568.4556511,1,67.86,1766.364066,88.02077411
"160",15.545,1.307074,0.694181218,247.396173,6.31,9.1377699,185.95,0.4,30.6,14.4,42.13,825.67999,NA,NA,NA,14.058,24820,NA,NA,NA,NA,784.2311615,1,63.1,1248.222611,65.47202797
"161",16.642,NA,NA,NA,6.154,10.4833885,696.86,1.09,19,15.86,53.67,62.200001,NA,2.3,21.1,NA,40253,NA,NA,NA,NA,1786.308659,1,59.29,2745.870087,87.36158382
"162",27.43,NA,NA,NA,4.574,9.9360777,231,1.12,28.6,34.95,80.11,314.81,NA,NA,NA,NA,29410,NA,NA,NA,NA,1322.125254,1,78.21,1133.534746,43.19467522
"163",0.36,32.01523,0.974507314,359.7974631,5.467,5.5387413,277.86,1.03,2.6,26.19,68.15,287.04999,NA,7.1,24.3,NA,29226,NA,NA,NA,NA,975.9281467,0,78.39,2348.54039,93.65529593
"164",20.117,NA,NA,NA,4.197,12.5919634,540.3,2.14,22,39.37,84.81,123.29,NA,45.9,35.3,NA,55241,NA,NA,NA,NA,3651.551117,0,41.79,3519.063059,93.95497913
"165",18.93,84.97017,1.278012074,276.1970983,4.838,6.4647059,393.06,31.73,12.4,17.28,81.49,90.860001,NA,56.6,51.8,NA,76189,NA,NA,NA,NA,4204.166619,0,50.95,1347.310551,28.65161432
"166",16.282,82.59679,0.774647423,331.4222928,3.16,6.5137745,305.49,17.75,25.3,36.55,137.55,147.38,NA,29.7,62.5,NA,72784,NA,NA,NA,NA,4156.238275,0,69.05,1596.359572,34.47413738
"167",237.838,0.188587,0.449308988,259.6519496,6.897,8.4406733,283.58,0.31,25.4,6.81,25.5,858.34998,-0.00099771039451054,NA,NA,5.972,22380,0.02,1.96,15.2,0.89,212.3376553,1,52.38,3016.835815,160.6848146
