"","iso_code","continent","Entity","income_welfare","mean_mthly_income","d1avgincome","d2avgincome","d3avgincome","d4avgincome","d5avgincome","d6avgincome","d7avgincome","d8avgincome","d9avgincome","d10avgincome","q1avgincome","q2avgincome","q3avgincome","q4avgincome","q5avgincome","mthly_income_flag","GDP.growth.from.previous.year..2020.Q2","GDP.per.capita.PPP.2011...WDI..2016.","Code","Gini.index","Income.classification..World.Bank.2017.","Mean.monthly.per.capita.expenditure.in.2011.int....PovcalNet.2017.","Median.monthly.per.capita.expenditure.in.2011.int....PovcalNet.2017.","Multidimensional.Poverty..headcount.ratio...Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.education.to.overall.poverty..Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.health.to.overall.poverty..Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.living.standards.to.overall.poverty..Alkire.and.Robles..2016..","National.poverty.lines..Jolliffe.and.Prydz..2016..","Cost.of.closing.the.poverty.gap.in.int...2011..PovcalNet..World.Bank...2017..","Poverty.rate...50..of.median...LIS.Key.Figures..2018.","Total.wealth","Produced.capital..including.urban.land.","Natural.capital..timber..non.timber..protected.areas..land..sub.soil.assets.","Natural.capital..renewable..excluding.sub.soil.assets.","Forest..timber","Forest..non.timber","Protected.areas","Land..crop..pasture.","Cropland","Pastureland","Sub.soil.assets..fossil.energy.resources..metals.and.minerals.","Fossil.energy.resources..oil..natural.gas..coal.","Oil","Natural.gas","Coal","Metals.and.minerals","Human.capital","Human.capital..total.male","Human.capital..total.female","Net.foreign.assets","Adjusted.net.national.income","Adjusted.net.saving","Gross.domestic.product","Gross.national.income"
"166","OWID_SAM","","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","OWID_UMC","","Upper middle income",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13718.51678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114444.87,28526.93,18960,12337.1,468.62,1247.63,1635.08,8985.76,6176,2809.76,6622.9,4650.49,2850.18,235.19,1568.65,1972.41,67389.66,40348.52,27041.14,-431.71,6354.4,1288.36,8273.64,8196.84
"168","OWID_WRL","","World",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14286.68337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169349.1,44760.26,15840.88,8578.93,353.5,1194.66,1148.77,5882.01,3819.11,2062.9,7261.95,5764.7,4408.47,507.72,1022.62,1497.25,109423.5,67008.47,42415.03,-675.55,9141.64,1265.93,11121.33,11176.49
"169","PAK","Asia","Pakistan","c",150.3,"58.4667","74.6991","86.1219","97.5447","110.0196","124.4484","142.0335","166.6827","208.7667","434.367","66.5829","91.8333","117.234","154.3581","321.56685",0,NA,4590.146529,"PAK",31.60009,2,134.53,109.85,44.2,31.5,37.3,31.3,2.05,1281.683703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","PAN","North America","Panama","i",747.06,"82.1766","174.81204","260.72394","347.3829","443.00658","549.83616","682.81284","881.5308","1230.40782","2817.16326","128.49432","304.05342","496.42137","782.17182","2023.78554",0,NA,19934.0278,"PAN",49.83834,3,630.31,404.19,NA,NA,NA,NA,6.96,21.13788,22.666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","PCN","Oceania","Pitcairn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","PER","South America","Peru","i",401.73999,"66.68884","123.33418","171.94472","218.9483","269.96928","328.22158","398.92782","493.73846","647.60488","1298.02194","95.01151","195.44651","299.09543","446.33314","972.81341",0,-30.2358063,11437.70538,"PER",41.5109,3,424.12,309.29,10.5,20.6,24,55.4,5.52,199.282773,24.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","PHL","Asia","Philippines","i",227.03,"52.44393","76.73614","95.57963","115.10421","138.71533","167.32111","206.37027","263.12777","364.83721","790.29143","64.590035","105.34192","153.01822","234.74902","577.56432",1,-16.5,6648.550529,"PHL",37.81171,2,174.02,119.18,11,16.3,56.3,27.4,2.44,1596.889162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","PLW","Oceania","Palau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14078.19041,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","PNG","Oceania","Papua New Guinea","c",96.879997,"18.11656","31.0016","42.72408","54.05904","66.45968","80.50728","96.78312","120.6156","158.30192","300.328","24.55908","48.39156","73.48348","108.69936","229.31496",0,NA,2723.493095,"PNG",41.85079,2,97.63,70.33,NA,NA,NA,NA,1.92,604.282612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","POL","Europe","Poland","c",543.27002,"193.40412","268.37538","322.15911","373.76976","427.55349","487.31319","559.5681","656.27016","806.75595","1337.53074","230.88975","347.964435","457.43334","607.91913","1072.143345",0,-7.9,23975.8319,"POL",30.23947,4,508.95,426.19,NA,NA,NA,NA,8,0,10.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","PRT","Europe","Portugal","i",816.5,"195.96","351.095","449.075","531.5415","618.0905","714.4375","831.197","991.231","1254.144","2229.045","273.5275","490.30825","666.264","911.214","1741.5945",0,-16.3,26184.09946,"PRT",33.49256,4,763.76,614.06,NA,NA,NA,NA,12.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","PRY","South America","Paraguay","i",520.39001,"88.98669","149.35193","200.35015","248.74642","302.86698","369.4769","458.98398","572.94939","771.73837","2039.9288","119.16931","224.548285","336.17194","515.966685","1405.833585",0,NA,8501.629171,"PRY",45.65064,3,570.91,350.58,NA,NA,NA,NA,6.32,39.0364215,21.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","PSE","Asia","Palestine","c",319.28,"92.5912","140.16392","173.04976","206.57416","243.61064","286.39416","336.20184","402.93136","506.69736","804.26632","116.37756","189.81196","265.0024","369.5666","655.48184",0,NA,4301.675005,"PSE",33.69004,2,410.83,325.07,1.1,36.1,49.8,14.1,6.06,0.578379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","PYF","Oceania","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","QAT","Asia","Qatar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134182.4147,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","ROU","Europe","Romania","c",305.64999,"106.3662","154.35325","191.03125","224.04145","255.5234","290.06185","329.18505","376.86645","450.83375","678.23735","130.359725","207.53635","272.792625","353.02575","564.53555",0,-10.5,19098.15424,"ROU",35.7615,3,266.57,238.08,NA,NA,NA,NA,5.24,0,8.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","RUS","Europe","Russia","c",680.21002,"189.09838","280.92673","346.22689","409.48642","476.147","556.41178","660.48391","802.6478","1061.1276","2019.54349","235.012555","377.856655","516.27939","731.565855","1540.335545",0,NA,23292.91145,"RUS",37.47301,3,786.43,563.54,NA,NA,NA,NA,8.3,9.9524185,12.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","RWA","Africa","Rwanda","c",78.540001,"19.16376","28.19586","35.10738","41.86182","49.00896","57.49128","69.03666","86.31546","119.30226","279.83802","23.67981","38.4846","53.25012","77.67606","199.57014",0,NA,1584.205133,"RWA",43.71005,1,82.57,48.4,53.8,21,24.9,54.1,1.46,1826.482046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","SAU","Asia","Saudi Arabia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49536.98788,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","SDN","Africa","Sudan","c",138.89,"36.66696","58.05602","73.19503","88.61182","104.1675","122.08431","144.02893","173.6125","217.91841","370.69741","47.36149","80.903425","113.125905","158.820715","294.30791",0,NA,3882.245273,"SDN",34.2432,2,138.89,112.1,53.4,26.7,23.5,49.8,3.5,649.140966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","SEN","Africa","Senegal","c",95.980003,"22.0754","36.08848","44.91864","54.42066","65.7463","77.83978","92.6207","115.6559","152.41624","298.0179","29.08194","49.66965","71.79304","104.1383","225.21707",0,NA,2225.833473,"SEN",40.28523,1,95.98,71.29,56.9,39.4,29,31.6,2.21,1230.723936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","SGP","Asia","Singapore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.2,78958.09344,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","SHN","Africa","Saint Helena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","SLB","Oceania","Solomon Islands","c",111.12,"30.66912","46.89264","57.7824","68.56104","80.22864","92.00736","108.23088","131.1216","170.68032","325.026","38.78088","63.17172","86.118","119.67624","247.85316",0,NA,2032.485807,"SLB",37.05493,2,94.45,62.72,NA,NA,NA,NA,NA,43.651664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","SLE","Africa","Sierra Leone","c",70.980003,"23.13948","33.0057","39.18096","45.49818","52.09932","60.19104","70.19922","85.38894","110.08998","191.00718","28.07259","42.33957","56.14518","77.79408","150.54858",0,NA,1875.721347,"SLE",35.69018,1,70.84,55.78,81,23.1,31.5,45.5,1.91,345.437898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","SLV","North America","El Salvador","i",311.87,"77.03189","122.56491","154.68752","188.36948","224.5464","264.46576","313.74122","378.61018","486.20533","908.78918","99.7984","171.5285","244.50608","346.1757","697.497255",0,NA,7967.149952,"SLV",38.77876,2,302.99,219.33,NA,NA,NA,NA,5.42,31.253271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","SMR","Europe","San Marino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","SOM","Africa","Somalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOM",36.82241,1,NA,NA,81.2,34.2,18.6,47.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","SRB","Europe","Serbia","i",360,"48.6","122.76","174.24","222.84","271.44","322.56","380.52","456.84","567","1032.84","85.68","198.54","297","418.68","799.92",1,NA,12716.89836,"SRB",30.35106,3,386.22,339.26,0.2,48.8,10,41.2,5.42,1.986184,14.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","SSD","Africa","South Sudan","c",98.300003,"12.2875","25.6563","36.5676","47.8721","61.4375","78.1485","98.2017","125.7257","170.6488","326.356","18.9719","42.21985","69.793","111.9637","248.5024",0,NA,1926.052152,"SSD",44.14413,1,98.29,69.57,91.1,40.1,12.7,47.2,NA,3007.095753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","STP","Africa","Sao Tome and Principe","c",86.949997,"30.4325","42.4316","51.03965","59.73465","68.25575","78.0811","90.428","105.7312","133.12045","210.2451","36.43205","55.38715","73.168425","98.0796","171.682775",0,NA,3030.217162,"STP",56.31984,2,86.95,72.78,19.3,30.6,25.9,43.5,2.73,8.825481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","SUR","South America","Suriname","i",217.83,"#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!",0,NA,15872.61477,"SUR",57.60975,3,217.41,139.11,5.9,31.2,33.8,34.9,NA,52.3030765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","SVK","Europe","Slovakia","i",678.90997,"207.74646","370.00595","458.26425","534.30217","602.19317","666.68962","740.0119","832.34366","956.58419","1420.95863","288.876205","496.28321","634.441395","786.17778","1188.77141",0,-12.1,26470.60946,"SVK",24.97015,4,851.49,795.44,NA,NA,NA,NA,15.69,4.502202,8.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","SVN","Europe","Slovenia","i",1026.3199,"398.21216","583.97608","695.84496","793.34536","887.7668","983.21456","1088.92552","1228.50504","1444.03224","2158.35096","491.09412","744.59516","935.49068","1158.71528","1801.1916",0,NA,28153.03225,"SVN",24.63336,4,1002.28,909.81,NA,NA,NA,NA,19.37,0.142861,9.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","SWE","Europe","Sweden","i",1642.51,"486.18296","855.74771","1065.98899","1215.4574","1356.71326","1527.5343","1729.56303","2020.2873","2412.84719","3754.77786","670.965335","1140.723195","1442.12378","1874.925165","3083.812525",0,-8.3,44033.94329,"SWE",29.97419,4,1534.88,1357.05,NA,NA,NA,NA,29.09,NA,5.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","SWZ","Africa","Eswatini",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SWZ",54.57979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","SXM","North America","Sint Maarten (Dutch part)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36327.2319,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","SYC","Africa","Seychelles","i",699.04999,"132.8195","246.0656","312.47535","371.19555","430.6148","501.21885","586.50295","702.54525","919.25075","2787.8114","189.44255","341.83545","465.916825","644.5241","1853.531075",0,NA,25172.44364,"SYC",32.12532,4,699.05,461.87,NA,NA,NA,NA,10.08,0.2683845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","SYR","Asia","Syria","c",217.17999,"69.4976","96.6451","115.97412","135.08596","155.50088","178.95632","209.79588","253.88342","333.58848","622.87224","83.07135","125.53004","167.2286","231.83965","478.23036",0,NA,NA,"SYR",37.5146,2,NA,NA,4.4,55.4,33.5,11.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","TCA","North America","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","TCD","Africa","Chad","c",98.139999,"17.46892","30.22712","41.7095","53.58444","65.95008","79.29712","94.80324","119.43638","160.65518","318.36616","23.84802","47.64697","72.6236","107.11981","239.51067",0,NA,2081.718396,"TCD",43.32121,1,98.14,73.05,87.1,31.4,23.9,44.7,2.24,1244.815163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","TGO","Africa","Togo","c",82.519997,"15.51376","26.07632","35.23604","43.48804","53.72052","65.27332","81.6948","103.23252","140.53156","260.43312","20.79504","39.36204","59.49692","92.46366","200.48234",0,NA,1363.126595,"TGO",43.05614,1,79.87,53.35,50.1,22,32.7,45.3,2.1,1033.280325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","THA","Asia","Thailand","c",477.04999,"145.50025","200.83805","243.2955","286.70705","338.22845","400.24495","475.1418","578.1846","746.58325","1356.25315","173.16915","265.001275","369.2367","526.6632","1051.4182",0,NA,15011.60703,"THA",34.85572,3,449.2,336.44,0.9,41,39,20,5.43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","TJK","Asia","Tajikistan","c",192.72,"56.8524","86.33856","106.38144","125.65344","146.4672","169.20816","197.538","234.54024","295.43976","508.58808","71.59548","116.01744","157.83768","216.03912","402.01392",0,NA,2567.037722,"TJK",33.99572,2,104.75,87.09,13.2,21.3,52.3,26.4,4.46,274.465108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","TKL","Oceania","Tokelau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","TKM","Asia","Turkmenistan","C",76.910004,"19.76587","27.45687","35.07096","42.99269","51.68352","61.68182","74.06433","91.36908","121.05634","244.03543","23.61137","39.031825","56.68267","82.716705","182.545885",0,NA,14762.14098,"TKM",40.80693,3,90.47,66.3,6.7,39.7,45.6,14.7,NA,11.265214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","TLS","Asia","Timor","c",85.559998,"34.56624","46.03128","53.81724","61.00428","68.448","76.23396","86.07336","100.70412","123.37752","205.25844","40.29876","57.41076","72.34098","93.38874","164.31798",0,NA,2124.571833,"TLS",28.65293,2,75.25,60.28,68.1,21.3,31,47.7,NA,34.697192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","TON","Oceania","Tonga","c",306.44,"84.271","125.02752","158.42948","189.9928","217.5724","249.7486","291.42444","357.92192","478.65928","911.35256","104.64926","174.21114","233.6605","324.67318","695.00592",0,NA,4971.515216,"TON",37.58744,3,296.24,226.4,NA,NA,NA,NA,NA,0.1601985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","TTO","North America","Trinidad and Tobago","I",302.64999,"62.64855","103.80895","138.6137","174.3264","213.0656","256.94985","309.61095","378.3125","484.54265","904.62085","83.22875","156.47005","235.007725","343.961725","694.58175",0,NA,30497.4353,"TTO",40.27296,4,302.77,234.02,5.6,1.3,94.3,4.4,NA,1.2170925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","TUN","Africa","Tunisia","c",334.19,"105.60404","155.39835","190.15411","222.23635","255.98954","295.08977","342.21056","408.38018","512.31327","854.52383","130.501195","206.19523","275.539655","375.29537","683.41855",0,-21.6,10909.84197,"TUN",32.81588,2,288.18,231.49,1.2,48.1,25.7,26.2,3.97,12.8387655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","TUR","Asia","Turkey","c",567.58002,"125.43518","199.22058","255.411","308.76352","372.90006","449.52336","544.30922","679.39326","920.04718","1821.36422","162.32788","282.08726","411.21171","611.85124","1370.7057",0,NA,18869.00693,"TUR",41.90911,3,517.27,390.37,NA,NA,NA,NA,2.82,31.715142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","TUV","Oceania","Tuvalu","c",233.58,"62.83302","91.0962","113.75346","138.74652","161.87094","187.33116","226.10544","270.9528","365.78628","717.55776","76.96461","126.24999","174.60105","248.52912","541.67202",0,NA,3592.181544,"TUV",39.13903,3,248.56,180.34,NA,NA,NA,NA,NA,0.029127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","TWN","Asia","Taiwan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.58,NA,"TWN",31.48272,4,NA,NA,NA,NA,NA,NA,NA,NA,10.723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","TZA","Africa","Tanzania","c",78.599998,"24.2874","33.6408","40.2432","47.3172","54.627","62.88","73.7268","89.1324","116.9568","243.267","28.9641","43.7802","58.7535","81.4296","180.1119",0,NA,2421.20802,"TZA",40.49123,1,81.08,60.27,65.6,18.3,26.4,55.3,1.44,4526.68255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","UGA","Africa","Uganda","c",96.959999,"24.43392","35.09952","43.43808","51.77664","61.27872","72.72","87.7488","110.0496","151.2576","331.70016","29.76672","47.60736","66.99936","98.8992","241.47888",0,NA,1689.436629,"UGA",42.75369,1,103.07,73.7,69.9,15.6,34.1,50.4,1.46,2612.213385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","UKR","Europe","Ukraine","c",350.12,"150.90172","201.66912","235.98088","268.19192","297.95212","329.81304","368.32624","417.69316","488.06728","742.2544","176.28542","252.0864","313.88258","393.0097","615.16084",0,NA,8267.065341,"UKR",26.61947,2,384.28,343.12,1.2,1.4,94.2,4.4,5.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","URY","South America","Uruguay","i",825.67999,"189.9064","298.89616","389.72096","483.0228","581.27872","690.26848","825.68","1015.5864","1327.69344","2455.57232","244.40128","436.37188","635.7736","920.6332","1891.63288",0,NA,19924.05088,"URY",39.67655,4,764.05,574.98,NA,NA,NA,NA,6.92,2.6013185,14.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","USA","North America","United States","i",2096.71,"345.95715","710.78469","954.00305","1195.1247","1453.02003","1746.55943","2111.38697","2618.79079","3423.92743","6405.44905","528.37092","1074.563875","1599.78973","2365.08888","4914.68824",0,-9.5,52117.74585,"USA",41.40784,4,1917.39,1465.7,NA,NA,NA,NA,21.7,NA,17.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","UZB","Asia","Uzbekistan","c",62.200001,"17.9136","28.2388","34.7076","40.0568","45.7792","52.4346","60.645","72.2764","93.6732","176.2126","23.0762","37.3822","49.1069","66.4607","134.9429",0,NA,5316.872673,"UZB",35.2688,2,57.5,45.27,2.3,23.2,55.7,21.1,NA,1333.783584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
