"","iso_code","continent","Entity","income_welfare","mean_mthly_income","d1avgincome","d2avgincome","d3avgincome","d4avgincome","d5avgincome","d6avgincome","d7avgincome","d8avgincome","d9avgincome","d10avgincome","q1avgincome","q2avgincome","q3avgincome","q4avgincome","q5avgincome","mthly_income_flag","GDP.growth.from.previous.year..2020.Q2","GDP.per.capita.PPP.2011...WDI..2016.","Code","Gini.index","Income.classification..World.Bank.2017.","Mean.monthly.per.capita.expenditure.in.2011.int....PovcalNet.2017.","Median.monthly.per.capita.expenditure.in.2011.int....PovcalNet.2017.","Multidimensional.Poverty..headcount.ratio...Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.education.to.overall.poverty..Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.health.to.overall.poverty..Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.living.standards.to.overall.poverty..Alkire.and.Robles..2016..","National.poverty.lines..Jolliffe.and.Prydz..2016..","Cost.of.closing.the.poverty.gap.in.int...2011..PovcalNet..World.Bank...2017..","Poverty.rate...50..of.median...LIS.Key.Figures..2018.","Total.wealth","Produced.capital..including.urban.land.","Natural.capital..timber..non.timber..protected.areas..land..sub.soil.assets.","Natural.capital..renewable..excluding.sub.soil.assets.","Forest..timber","Forest..non.timber","Protected.areas","Land..crop..pasture.","Cropland","Pastureland","Sub.soil.assets..fossil.energy.resources..metals.and.minerals.","Fossil.energy.resources..oil..natural.gas..coal.","Oil","Natural.gas","Coal","Metals.and.minerals","Human.capital","Human.capital..total.male","Human.capital..total.female","Net.foreign.assets","Adjusted.net.national.income","Adjusted.net.saving","Gross.domestic.product","Gross.national.income"
"45","CPV","Africa","Cape Verde","c",243.34,"47.4513","73.48868","94.17258","118.50658","143.81394","173.50142","211.94914","274.00084","392.50742","903.76476","60.46999","106.33958","158.65768","242.97499","648.13609",0,NA,6219.777782,"CPV",42.38109,2,243.33,157.11,NA,NA,NA,NA,NA,5.446749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","CRI","North America","Costa Rica","i",731.75,"116.34825","205.62175","272.94275","341.72725","417.82925","515.88375","646.13525","851.757","1244.70675","2704.548","160.985","307.335","466.8565","748.946125","1974.627375",0,NA,14232.17543,"CRI",48.18792,3,676.06,428.34,NA,NA,NA,NA,7.04,19.59831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","CUB","North America","Cuba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19950.28063,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","CUW","North America","Curacao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","CYM","North America","Cayman Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49902.14655,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","CYP","Europe","Cyprus","i",1319.55,"422.256","614.9103","741.5871","860.3466","990.98205","1144.04985","1316.9109","1546.5126","1939.7385","3619.52565","518.58315","800.96685","1067.51595","1431.71175","2779.632075",0,-11.9,29673.18385,"CYP",32.73986,4,835.13,659.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","CZE","Europe","Czechia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CZE",24.99034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","DEU","Europe","Germany","i",1637.79,"502.80153","782.86362","971.20947","1136.62626","1302.04305","1482.19995","1708.21497","1996.46601","2438.66931","4058.44362","642.832575","1053.917865","1392.1215","1852.34049","3248.556465",0,-11.7,43602.35925,"DEU",31.87067,4,1605.69,1376.05,NA,NA,NA,NA,26.39,NA,9.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","DJI","Africa","Djibouti","c",154.5,"29.973","53.3025","72.615","88.374","106.296","126.2265","150.792","182.001","236.076","499.1895","41.63775","80.4945","116.26125","166.3965","367.63275",0,NA,3120.044328,"DJI",41.58799,2,147.67,106.7,29.3,38.3,24.6,37.1,NA,44.790391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","DMA","North America","Dominica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10377.21429,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","DNK","Europe","Denmark","i",1588.9,"592.6597","900.9063","1043.9073","1163.0748","1290.1868","1439.5434","1614.3224","1852.6574","2208.571","3783.1709","746.783","1103.49105","1364.8651","1733.4899","2995.87095",0,-8.5,42757.54325,"DNK",28.16634,4,1492.02,1301.06,NA,NA,NA,NA,26.44,NA,5.672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","DOM","North America","Dominican Republic","i",471.82001,"85.39942","143.43328","189.67164","237.32546","292.5284","358.11138","433.60258","546.36756","763.40476","1668.35552","114.41635","213.49855","325.31989","489.98507","1215.88014",0,NA,12652.5233,"DOM",41.91857,3,377.03,246.3,8.8,12.5,72.1,15.3,6.66,39.923408,20.767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","DZA","Africa","Algeria","C",247.73,"100.33065","131.54463","157.55628","181.09063","204.12952","228.65479","257.39147","294.7987","355.74028","566.31078","115.93764","169.323455","216.392155","276.095085","461.02553",0,NA,13540.79671,"DZA",27.61573,3,NA,NA,1.5,46,32.7,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","ECU","South America","Ecuador","i",421.89999,"69.1916","130.789","175.0885","219.8099","272.1255","329.5039","400.3831","506.28","689.3846","1426.022","99.9903","197.4492","300.8147","453.33155","1057.7033",0,NA,10848.81847,"ECU",45.71153,3,361.21,248.5,3.5,21.5,47.8,30.7,4.68,186.795612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","EGY","Africa","Egypt","c",183.12,"71.78304","95.2224","110.05512","124.15536","138.62184","155.10264","174.51336","201.98136","251.05752","508.70736","83.50272","117.10524","146.86224","188.24736","379.88244",0,NA,10045.77995,"EGY",31.53395,2,NA,NA,3.6,52.8,39.6,7.6,NA,NA,17.677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","ERI","Africa","Eritrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1411.157638,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","ESP","Europe","Spain","i",1115.37,"209.68956","433.87893","584.45388","726.10587","873.33471","1018.33281","1195.67664","1420.98138","1770.09219","2922.2694","321.784245","655.279875","945.83376","1308.32901","2346.180795",0,-22.1,31801.94262,"ESP",34.71895,4,1102.65,937.61,NA,NA,NA,NA,18.63,NA,15.562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","EST","Europe","Estonia","i",885.83002,"240.05993","422.54091","521.75387","589.96278","667.91582","786.61704","931.89316","1120.57495","1418.21383","2159.65354","331.30042","555.858325","727.26643","1026.234055","1788.933685",0,NA,26611.72977,"EST",30.32145,4,701.86,574.83,NA,NA,NA,NA,11.07,11.076582,14.866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","ETH","Africa","Ethiopia","c",110.12,"28.74132","44.15812","55.28024","66.18212","77.19412","88.31624","102.30148","124.54572","168.70384","345.7768","36.44972","60.73118","82.75518","113.4236","257.24032",0,NA,1430.803443,"ETH",34.99312,1,87.56,71.43,87.3,25.9,27.6,46.5,1.8,3659.216688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","FIN","Europe","Finland","i",1501.48,"579.57128","834.82288","989.47532","1114.09816","1240.22248","1387.36752","1564.54216","1797.27156","2148.61788","3360.31224","707.19708","1051.78674","1313.795","1680.90686","2754.46506",0,-5.2,38534.98821,"FIN",27.32977,4,1501.11,1306.37,NA,NA,NA,NA,26.06,NA,6.802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","FJI","Oceania","Fiji","c",227.06,"71.29684","99.45228","119.2065","138.05248","159.16906","185.28096","218.65878","265.20608","339.90882","674.3682","85.37456","128.62949","172.22501","241.93243","507.13851",0,NA,8388.12539,"FJI",36.6966,3,238.97,165.79,NA,NA,NA,NA,4.49,4.5771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","FLK","South America","Falkland Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","FRA","Europe","France","i",1621.01,"505.75512","773.22177","953.15388","1115.25488","1269.25083","1437.83587","1625.87303","1899.82372","2316.42329","4313.50761","639.488445","1034.20438","1353.54335","1762.848375","3314.96545",0,-19,37214.40686,"FRA",32.38069,4,1597.81,1313.09,NA,NA,NA,NA,24.69,NA,9.124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","FRO","Europe","Faeroe Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","FSM","Oceania","Micronesia (country)","c",154.86,"28.95882","56.83362","74.17794","91.05768","108.55686","128.68866","154.70514","193.11042","252.4218","460.24392","42.89622","82.61781","118.62276","173.90778","356.33286",0,NA,3177.392579,"FSM",40.05763,2,158.85,116.79,NA,NA,NA,NA,NA,4.403725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","GAB","Africa","Gabon","c",295.5,"66.192","112.5855","143.3175","177.3","213.0555","252.0615","305.2515","374.3985","491.712","819.4215","89.38875","160.30875","232.5585","339.825","655.56675",0,NA,18536.76837,"GAB",38.02437,3,210.08,149.29,16.5,15.4,45,39.6,3.63,16.93527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","GBR","Europe","United Kingdom","i",1432.22,"412.47936","655.95676","797.74654","945.2652","1109.9705","1297.59132","1508.12766","1783.1139","2178.40662","3634.97436","534.21806","871.50587","1203.78091","1645.62078","2906.69049",0,-21.7,38177.9688,"GBR",35.14883,4,1350.13,1151.09,NA,NA,NA,NA,21.29,NA,9.138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","GEO","Asia","Georgia","c",237.52,"55.57968","93.34536","118.76","144.17464","171.72696","203.79216","240.84528","290.24944","370.76872","686.4328","74.46252","131.46732","187.75956","265.54736","528.60076",0,NA,7233.37689,"GEO",35.94862,2,200.07,152.61,0.8,23.2,33.8,43,1.89,88.080048,16.893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","GGY","Europe","Guernsey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","GHA","Africa","Ghana","c",199.55,"32.12755","61.0623","83.811","108.1561","133.49895","161.83505","196.95585","248.04065","327.262","642.75055","46.594925","95.98355","147.667","222.49825","485.006275",0,NA,3894.004399,"GHA",43.52088,2,131.42,95.69,33.7,24.3,35.3,40.4,2.23,678.509304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","GIB","Europe","Gibraltar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","GIN","Africa","Guinea","c",87.300003,"26.4519","39.5469","48.9753","57.3561","66.2607","76.824","89.2206","106.1568","131.7357","230.5593","32.9994","53.1657","71.54235","97.6887","181.1475",0,NA,1165.12982,"GIN",33.7297,1,87.3,71.01,75.1,34,27.9,38.1,2.53,866.0254625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","GMB","Africa","Gambia","c",149.91,"45.12291","65.66058","79.90203","93.54384","107.9352","126.97377","148.71072","177.49344","223.06608","430.69143","55.391745","86.722935","117.454485","163.10208","326.878755",0,NA,1592.65032,"GMB",35.91883,1,97.16,62.45,60.4,28.9,37.4,33.7,2.45,225.5213455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","GNB","Africa","Guinea-Bissau","c",69.18,"11.27634","19.78548","25.80414","31.61526","38.53326","46.0047","55.75908","70.77114","101.6946","290.556","15.53091","28.7097","42.26898","63.26511","196.1253",0,NA,1321.829538,"GNB",50.66424,1,69.18,42.2,77.5,32.4,25.9,41.8,2.01,375.078088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","GNQ","Africa","Equatorial Guinea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33141.85216,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","GRC","Europe","Greece","i",662.25,"129.13875","258.2775","347.019","435.09825","516.555","610.5945","717.21675","839.733","1033.77225","1735.095","193.708125","391.058625","563.57475","778.474875","1384.433625",0,NA,24372.42214,"GRC",32.89121,4,680.16,584.69,NA,NA,NA,NA,12.85,NA,14.168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","GRD","North America","Grenada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11853.71686,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","GRL","North America","Greenland",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","GTM","North America","Guatemala","i",259.89999,"43.4033","73.5517","99.0219","124.4921","155.4202","187.9077","230.2714","292.1276","403.8846","988.9195","58.4775","111.757","171.66395","261.1995","696.40205",0,NA,7111.550259,"GTM",48.27859,2,257.19,167.87,NA,NA,NA,NA,5.51,343.840074,14.606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","GUY","South America","Guyana","I",202.89,"31.24506","60.46122","86.22825","110.77794","135.73341","163.32645","195.99174","239.81598","313.46505","692.05779","45.85314","98.503095","149.52993","217.90386","502.76142",0,NA,6657.133803,"GUY",45.11814,3,202.89,148.95,3.2,18.5,36.5,45,NA,12.12238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","HKG","Asia","Hong Kong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52551.601,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","HND","North America","Honduras","i",239.57001,"25.39442","52.22626","78.57896","108.28564","139.19017","176.08395","222.32096","286.52572","404.63373","902.22062","38.81034","93.4323","157.63706","254.42334","653.427175",0,NA,4682.99035,"HND",48.16817,2,236.33,151.4,15.8,31.9,24.2,44,6.43,417.008485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","HRV","Europe","Croatia","i",569.42999,"153.17667","260.79894","340.51914","403.72587","469.21032","543.23622","617.26212","718.05123","866.67246","1321.64703","206.987805","372.122505","506.22327","667.656675","1094.159745",0,NA,20033.08754,"HRV",29.72947,3,524.49,449.6,NA,NA,NA,NA,9.62,16.839567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","HTI","North America","Haiti","i",104.7,"5.7585","14.9721","23.7669","33.7134","44.9163","59.4696","79.8861","111.2961","168.3576","504.7587","10.3653","28.74015","52.19295","95.5911","336.55815",1,NA,1652.173694,"HTI",41.10377,1,104.7,51.17,49.4,19.7,28.5,51.8,2.15,2040.487131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","HUN","Europe","Hungary","i",650.71997,"197.16816","312.3456","396.9392","469.16912","536.19328","609.72464","691.71536","795.83056","952.00336","1545.46","254.75688","433.05416","572.95896","743.77296","1248.73168",0,-13.5,23734.78551,"HUN",29.61204,4,568.43,500.13,NA,NA,NA,NA,9.59,14.4033015,10.427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","IDN","Asia","Indonesia","c",190.66,"54.71942","75.88268","93.4234","111.34544","131.74606","157.10384","189.13472","231.27058","298.95488","563.01898","65.30105","102.38442","144.42495","210.20265","430.98693",0,-5.36783,10033.48179,NA,NA,2,163.97,NA,15.5,12.6,60.7,26.7,1.85,2613.836175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","IMN","Europe","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","IND","Asia","India","c",111.83,"39.02867","51.88912","61.17101","69.78192","79.3993","90.5823","104.67288","124.91411","159.69324","337.05562","45.458895","65.476465","84.9908","114.793495","248.37443",0,NA,5438.616195,NA,NA,2,111.83,0,53.7,21.8,35.7,42.5,1.91,28572.13065,19.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","IRL","Europe","Ireland","i",1408.09,"443.54835","684.33174","832.18119","977.21446","1116.61537","1258.83246","1427.80326","1679.85137","2089.60556","3572.32433","563.940045","904.697825","1187.723915","1553.827315","2830.964945",0,NA,48430.92559,"IRL",31.3598,4,1248.55,1041.22,NA,NA,NA,NA,20.33,NA,9.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","IRN","Asia","Iran","c",493.39001,"116.93343","185.51464","235.34703","284.68603","337.47876","399.15251","479.57508","592.56139","780.54298","1522.10815","151.224035","260.01653","368.315635","536.068235","1151.325565",0,NA,16507.02425,"IRN",42.0033,3,504.64,391.76,NA,NA,NA,NA,NA,16.0510575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","IRQ","Asia","Iraq","c",178.81,"65.80208","91.55072","109.0741","125.70343","143.048","162.00186","185.24716","217.07534","264.81761","423.7797","78.6764","117.388765","152.52493","201.16125","344.298655",0,NA,14364.83649,"IRQ",29.54186,3,NA,NA,11.6,51.3,38.4,10.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","ISL","Europe","Iceland","i",1527.02,"587.9027","847.4961","987.98194","1120.83268","1273.53468","1409.43946","1562.14146","1778.9783","2116.44972","3583.91594","717.6994","1054.40731","1341.48707","1670.55988","2850.18283",0,NA,41236.47323,"ISL",26.13158,4,1413.36,1256.03,NA,NA,NA,NA,22.7,NA,6.068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","ISR","Asia","Israel","i",1097.22,"204.08292","362.0826","510.2073","661.62366","817.4289","980.91468","1171.83096","1418.70546","1801.63524","3044.7855","283.08276","585.91548","899.17179","1295.26821","2423.21037",0,-7.766077,31484.6333,"ISR",39.01302,4,936.83,721.22,NA,NA,NA,NA,13.76,NA,19.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","ITA","Europe","Italy","i",1227.58,"216.05408","504.53538","665.34836","820.02344","977.15368","1139.19424","1322.10366","1556.57144","1916.25238","3158.56334","360.29473","742.6859","1058.17396","1439.33755","2537.40786",0,-17.3,33038.91175,"ITA",35.928,4,1208.21,1022.05,NA,NA,NA,NA,20.72,NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","JAM","North America","Jamaica","c",366.34,"75.46604","117.96148","152.76378","185.36804","219.804","264.49748","330.80502","425.68708","581.01524","1310.03184","96.71376","169.06591","242.15074","378.24605","945.52354",0,NA,8467.386034,"JAM",45.45747,3,368.03,240.91,1.8,15.6,42.8,41.6,4.07,7.7054785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","JEY","Europe","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","JOR","Asia","Jordan","c",331.66,"114.4227","157.20684","187.05624","214.58402","245.4284","279.92104","323.03684","388.37386","496.16336","910.4067","135.81477","200.82013","262.67472","355.70535","703.28503",0,NA,11496.26493,"JOR",33.65573,2,NA,NA,1.7,23.8,73.8,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","JPN","Asia","Japan","i",1212.01,"326.03069","567.22068","716.29791","844.77097","979.30408","1119.89724","1276.24653","1478.6522","1813.16696","2998.51274","446.625685","780.53444","1049.60066","1377.449365","2405.83985",0,-10.00138,35634.97072,"JPN",32.85473,4,1211.9,1045.09,NA,NA,NA,NA,NA,NA,10.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","KAZ","Asia","Kazakhstan","c",340.60999,"145.44047","188.35733","217.30918","244.55798","273.50983","307.57083","349.80647","404.30407","492.52206","782.72178","166.8989","230.93358","290.54033","377.05527","637.62192",0,NA,23113.93318,"KAZ",27.79287,3,364.64,317.36,0.2,34.1,46.3,19.6,4.9,1.181724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","KEN","Africa","Kenya","c",100.36,"24.18676","37.53464","46.86812","56.00088","66.7394","79.7862","95.54272","119.9302","160.17456","316.73616","30.8607","51.4345","73.2628","107.73646","238.45536",0,NA,2818.255144,"KEN",40.77577,2,124.39,79.09,39.9,9.8,33,57.2,2.39,2502.698639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
