"","iso_code","continent","Entity","total_cases","new_cases","new_cases_smoothed","total_deaths","new_deaths","new_deaths_smoothed","total_cases_per_million","new_cases_per_million","new_cases_smoothed_per_million","total_deaths_per_million","new_deaths_per_million","new_deaths_smoothed_per_million","reproduction_rate","icu_patients","icu_patients_per_million","hosp_patients","hosp_patients_per_million","weekly_icu_admissions","weekly_icu_admissions_per_million","weekly_hosp_admissions","weekly_hosp_admissions_per_million","new_tests","total_tests","total_tests_per_thousand","new_tests_per_thousand","new_tests_smoothed","new_tests_smoothed_per_thousand","positive_rate","tests_per_case","tests_units","total_vaccinations","people_vaccinated","people_fully_vaccinated","total_boosters","new_vaccinations","new_vaccinations_smoothed","total_vaccinations_per_hundred","people_vaccinated_per_hundred","people_fully_vaccinated_per_hundred","total_boosters_per_hundred","new_vaccinations_smoothed_per_million","new_people_vaccinated_smoothed","new_people_vaccinated_smoothed_per_hundred","stringency_index","population","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","excess_mortality_cumulative_absolute","excess_mortality_cumulative","excess_mortality","excess_mortality_cumulative_per_million","income_welfare","mean_mthly_income","d1avgincome","d2avgincome","d3avgincome","d4avgincome","d5avgincome","d6avgincome","d7avgincome","d8avgincome","d9avgincome","d10avgincome","q1avgincome","q2avgincome","q3avgincome","q4avgincome","q5avgincome","mthly_income_flag","GDP.growth.from.previous.year..2020.Q2","GDP.per.capita.PPP.2011...WDI..2016.","Code","Gini.index","Income.classification..World.Bank.2017.","Mean.monthly.per.capita.expenditure.in.2011.int....PovcalNet.2017.","Median.monthly.per.capita.expenditure.in.2011.int....PovcalNet.2017.","Multidimensional.Poverty..headcount.ratio...Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.education.to.overall.poverty..Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.health.to.overall.poverty..Alkire.and.Robles..2016..","Percentage.contribution.of.deprivations.in.living.standards.to.overall.poverty..Alkire.and.Robles..2016..","National.poverty.lines..Jolliffe.and.Prydz..2016..","Cost.of.closing.the.poverty.gap.in.int...2011..PovcalNet..World.Bank...2017..","Poverty.rate...50..of.median...LIS.Key.Figures..2018.","Total.wealth","Produced.capital..including.urban.land.","Natural.capital..timber..non.timber..protected.areas..land..sub.soil.assets.","Natural.capital..renewable..excluding.sub.soil.assets.","Forest..timber","Forest..non.timber","Protected.areas","Land..crop..pasture.","Cropland","Pastureland","Sub.soil.assets..fossil.energy.resources..metals.and.minerals.","Fossil.energy.resources..oil..natural.gas..coal.","Oil","Natural.gas","Coal","Metals.and.minerals","Human.capital","Human.capital..total.male","Human.capital..total.female","Net.foreign.assets","Adjusted.net.national.income","Adjusted.net.saving","Gross.domestic.product","Gross.national.income"
"172","PER","South America","Peru",2216832,1459,1277.429,200695,23,32.286,66452.964,43.736,38.293,6016.143,0.689,0.968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33359415,25.129,29.1,7.151,4.455,12236.706,3.5,85.755,5.95,4.8,NA,NA,1.6,76.74,0.777,NA,NA,NA,NA,"i",401.73999,"66.68884","123.33418","171.94472","218.9483","269.96928","328.22158","398.92782","493.73846","647.60488","1298.02194","95.01151","195.44651","299.09543","446.33314","972.81341",0,-30.2358063,11437.70538,"PER",41.5109,3,424.12,309.29,10.5,20.6,24,55.4,5.52,199.282773,24.442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","PHL","Asia","Philippines",2819341,830,1806.714,45808,99,177.286,25388.739,7.474,16.27,412.51,0.892,1.596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111046910,351.873,25.2,4.803,2.661,7599.188,NA,370.437,7.07,7.8,40.8,78.463,1,71.23,0.718,NA,NA,NA,NA,"i",227.03,"52.44393","76.73614","95.57963","115.10421","138.71533","167.32111","206.37027","263.12777","364.83721","790.29143","64.590035","105.34192","153.01822","234.74902","577.56432",1,-16.5,6648.550529,"PHL",37.81171,2,174.02,119.18,11,16.3,56.3,27.4,2.44,1596.889162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","PLW","Oceania","Palau",8,0,0,NA,NA,0,440.189,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18174,47.237,NA,NA,NA,13240.405,NA,NA,15.89,7.7,22.7,NA,4.8,73.7,0.826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14078.19041,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","PNG","Oceania","Papua New Guinea",33054,69,165.857,436,0,3.286,3624.738,7.567,18.188,47.812,0,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9119005,18.22,22.6,3.808,2.142,3823.194,NA,561.494,17.65,23.5,48.8,NA,NA,64.5,0.555,NA,NA,NA,NA,"c",96.879997,"18.11656","31.0016","42.72408","54.05904","66.45968","80.50728","96.78312","120.6156","158.30192","300.328","24.55908","48.39156","73.48348","108.69936","229.31496",0,NA,2723.493095,"PNG",41.85079,2,97.63,70.33,NA,NA,NA,NA,1.92,604.282612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","POL","Europe","Poland",3230634,16611,15065,79161,282,168.714,85473.292,439.479,398.577,2094.373,7.461,4.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37797000,124.027,41.8,16.763,10.202,27216.445,NA,227.331,5.91,23.3,33.1,NA,6.62,78.73,0.88,NA,NA,NA,NA,"c",543.27002,"193.40412","268.37538","322.15911","373.76976","427.55349","487.31319","559.5681","656.27016","806.75595","1337.53074","230.88975","347.964435","457.43334","607.91913","1072.143345",0,-7.9,23975.8319,"POL",30.23947,4,508.95,426.19,NA,NA,NA,NA,8,0,10.587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","PRT","Europe","Portugal",1110155,1693,1549.714,18274,9,8.143,109182.082,166.504,152.412,1797.221,0.885,0.801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10167923,112.371,46.2,21.502,14.924,27936.896,0.5,127.842,9.85,16.3,30,NA,3.39,82.05,0.864,NA,NA,NA,NA,"i",816.5,"195.96","351.095","449.075","531.5415","618.0905","714.4375","831.197","991.231","1254.144","2229.045","273.5275","490.30825","666.264","911.214","1741.5945",0,-16.3,26184.09946,"PRT",33.49256,4,763.76,614.06,NA,NA,NA,NA,12.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","PRY","South America","Paraguay",462059,56,92.286,16342,2,10.857,64000.274,7.757,12.783,2263.547,0.277,1.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7219641,17.144,26.5,6.378,3.833,8827.01,1.7,199.128,8.27,5,21.6,79.602,1.3,74.25,0.728,NA,NA,NA,NA,"i",520.39001,"88.98669","149.35193","200.35015","248.74642","302.86698","369.4769","458.98398","572.94939","771.73837","2039.9288","119.16931","224.548285","336.17194","515.966685","1405.833585",0,NA,8501.629171,"PRY",45.65064,3,570.91,350.58,NA,NA,NA,NA,6.32,39.0364215,21.394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","PSE","Asia","Palestine",457390,236,205.857,4761,7,4.286,87576.368,45.187,39.415,911.588,1.34,0.821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5222756,778.202,20.4,3.043,1.726,4449.898,1,265.91,10.59,NA,NA,NA,NA,74.05,0.708,NA,NA,NA,NA,"c",319.28,"92.5912","140.16392","173.04976","206.57416","243.61064","286.39416","336.20184","402.93136","506.69736","804.26632","116.37756","189.81196","265.0024","369.5666","655.48184",0,NA,4301.675005,"PSE",33.69004,2,410.83,325.07,1.1,36.1,49.8,14.1,6.06,0.578379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","PYF","Oceania","French Polynesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",312817,159343,153474,NA,NA,592,110.72,56.4,54.32,NA,2095,143,0.051,NA,282534,77.324,32.7,7.775,4.593,NA,NA,NA,22.63,NA,NA,NA,NA,77.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","QAT","Asia","Qatar",241378,146,141.857,611,0,0,82366.84,49.82,48.407,208.495,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2930524,227.322,31.9,1.307,0.617,116935.6,NA,176.69,16.52,0.8,26.9,NA,1.2,80.23,0.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134182.4147,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","ROU","Europe","Romania",1748568,4128,4263.143,53661,397,311.143,91415.142,215.812,222.877,2805.397,20.755,16.267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19127772,85.129,43,17.85,11.69,23313.199,5.7,370.946,9.74,22.9,37.1,NA,6.892,76.05,0.828,NA,NA,NA,NA,"c",305.64999,"106.3662","154.35325","191.03125","224.04145","255.5234","290.06185","329.18505","376.86645","450.83375","678.23735","130.359725","207.53635","272.792625","353.02575","564.53555",0,-10.5,19098.15424,"ROU",35.7615,3,266.57,238.08,NA,NA,NA,NA,5.24,0,8.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","RUS","Europe","Russia",8991748,35612,37704.429,253009,1213,1203,61624.449,244.065,258.405,1733.983,8.313,8.245,NA,NA,NA,NA,NA,NA,NA,NA,NA,370272,217855359,1493.06,2.538,507575,3.479,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,NA,8.05,72.58,0.824,NA,NA,NA,NA,"c",680.21002,"189.09838","280.92673","346.22689","409.48642","476.147","556.41178","660.48391","802.6478","1061.1276","2019.54349","235.012555","377.856655","516.27939","731.565855","1540.335545",0,NA,23292.91145,"RUS",37.47301,3,786.43,563.54,NA,NA,NA,NA,8.3,9.9524185,12.506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","RWA","Africa","Rwanda",100164,16,23.429,1338,0,0.429,7544.449,1.205,1.765,100.779,0,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA,8603,3300411,248.59,0.648,10102,0.761,NA,NA,"samples tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13276517,494.869,20.3,2.974,1.642,1854.211,56,191.375,4.28,4.7,21,4.617,NA,69.02,0.543,NA,NA,NA,NA,"c",78.540001,"19.16376","28.19586","35.10738","41.86182","49.00896","57.49128","69.03666","86.31546","119.30226","279.83802","23.67981","38.4846","53.25012","77.67606","199.57014",0,NA,1584.205133,"RWA",43.71005,1,82.57,48.4,53.8,21,24.9,54.1,1.46,1826.482046,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","SAU","Asia","Saudi Arabia",549297,37,39.286,8818,2,1.714,15542.91,1.047,1.112,249.514,0.057,0.049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35340680,15.322,31.9,3.295,1.845,49045.411,NA,259.538,17.72,1.8,25.4,NA,2.7,75.13,0.854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49536.98788,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","SDN","Africa","Sudan",41309,0,41.429,3099,0,0,919.831,0,0.922,69.006,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44909351,23.258,19.7,3.548,2.034,4466.507,NA,431.388,15.67,NA,NA,23.437,0.8,65.31,0.51,NA,NA,NA,NA,"c",138.89,"36.66696","58.05602","73.19503","88.61182","104.1675","122.08431","144.02893","173.6125","217.91841","370.69741","47.36149","80.903425","113.125905","158.820715","294.30791",0,NA,3882.245273,"SDN",34.2432,2,138.89,112.1,53.4,26.7,23.5,49.8,3.5,649.140966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","SEN","Africa","Senegal",73959,1,2.429,1883,2,0.286,4300.865,0.058,0.141,109.5,0.116,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,814,873579,50.8,0.047,1097,0.064,NA,NA,"tests performed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,17196308,82.328,18.7,3.008,1.796,2470.58,38,241.219,2.42,0.4,16.6,20.859,NA,67.94,0.512,NA,NA,NA,NA,"c",95.980003,"22.0754","36.08848","44.91864","54.42066","65.7463","77.83978","92.6207","115.6559","152.41624","298.0179","29.08194","49.66965","71.79304","104.1383","225.21707",0,NA,2225.833473,"SEN",40.28523,1,95.98,71.29,56.9,39.4,29,31.6,2.21,1230.723936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","SGP","Asia","Singapore",241341,2069,2448.714,612,18,12.714,44253.521,379.382,449.009,112.219,3.301,2.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5453600,7915.731,42.4,12.922,7.049,85535.383,NA,92.243,10.99,5.2,28.3,NA,2.4,83.62,0.938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-13.2,78958.09344,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","SHN","Africa","Saint Helena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",7892,4361,3531,NA,NA,97,129.48,71.55,57.93,NA,15915,0,0,NA,6095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","SLB","Oceania","Solomon Islands",20,0,0,NA,NA,0,28.409,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,703995,21.841,20.8,3.507,2.043,2205.923,25.1,459.78,18.68,NA,NA,35.89,1.4,73,0.567,NA,NA,NA,NA,"c",111.12,"30.66912","46.89264","57.7824","68.56104","80.22864","92.00736","108.23088","131.1216","170.68032","325.026","38.78088","63.17172","86.118","119.67624","247.85316",0,NA,2032.485807,"SLB",37.05493,2,94.45,62.72,NA,NA,NA,NA,NA,43.651664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","SLE","Africa","Sierra Leone",6400,0,0.286,121,0,0,786.111,0,0.035,14.862,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8141343,104.7,19.1,2.538,1.285,1390.3,52.2,325.721,2.42,8.8,41.3,19.275,NA,54.7,0.452,NA,NA,NA,NA,"c",70.980003,"23.13948","33.0057","39.18096","45.49818","52.09932","60.19104","70.19922","85.38894","110.08998","191.00718","28.07259","42.33957","56.14518","77.79408","150.54858",0,NA,1875.721347,"SLE",35.69018,1,70.84,55.78,81,23.1,31.5,45.5,1.91,345.437898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","SLV","North America","El Salvador",118041,0,254.714,3735,4,5.714,18108.614,0,39.076,572.985,0.614,0.877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6518500,307.811,27.6,8.273,5.417,7292.458,2.2,167.295,8.87,2.5,18.8,90.65,1.3,73.32,0.673,NA,NA,NA,NA,"i",311.87,"77.03189","122.56491","154.68752","188.36948","224.5464","264.46576","313.74122","378.61018","486.20533","908.78918","99.7984","171.5285","244.50608","346.1757","697.497255",0,NA,7967.149952,"SLV",38.77876,2,302.99,219.33,NA,NA,NA,NA,5.42,31.253271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","SMR","Europe","San Marino",5683,29,10.429,92,0,0,167097.912,852.69,306.633,2705.087,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34010,556.667,NA,NA,NA,56861.47,NA,NA,5.64,NA,NA,NA,3.8,84.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","SOM","Africa","Somalia",22837,0,20.571,1313,0,2.714,1395.947,0,1.257,80.259,0,0.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16359500,23.5,16.8,2.731,1.496,NA,NA,365.769,6.05,NA,NA,9.831,0.9,57.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOM",36.82241,1,NA,NA,81.2,34.2,18.6,47.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","SRB","Europe","Serbia",1218423,3773,3706.714,10951,55,59.571,177314.221,549.076,539.429,1593.673,8.004,8.669,NA,NA,NA,NA,NA,NA,NA,NA,NA,18256,6603023,960.922,2.657,15771,2.295,NA,NA,"people tested",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6871547,80.291,41.2,17.366,NA,14048.881,NA,439.415,10.08,37.7,40.2,97.719,5.609,76,0.806,NA,NA,NA,NA,"i",360,"48.6","122.76","174.24","222.84","271.44","322.56","380.52","456.84","567","1032.84","85.68","198.54","297","418.68","799.92",1,NA,12716.89836,"SRB",30.35106,3,386.22,339.26,0.2,48.8,10,41.2,5.42,1.986184,14.137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","SSD","Africa","South Sudan",12590,0,10.429,133,0,0,1106.193,0,0.916,11.686,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11381377,NA,19.2,3.441,2.032,1569.888,NA,280.775,10.43,NA,NA,NA,NA,57.85,0.433,NA,NA,NA,NA,"c",98.300003,"12.2875","25.6563","36.5676","47.8721","61.4375","78.1485","98.2017","125.7257","170.6488","326.356","18.9719","42.21985","69.793","111.9637","248.5024",0,NA,1926.052152,"SSD",44.14413,1,98.29,69.57,91.1,40.1,12.7,47.2,NA,3007.095753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","STP","Africa","Sao Tome and Principe",3731,0,0.143,56,0,0,16703.677,0,0.64,250.712,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,223364,212.841,18.7,2.886,2.162,3052.714,32.3,270.113,2.42,NA,NA,41.34,2.9,70.39,0.625,NA,NA,NA,NA,"c",86.949997,"30.4325","42.4316","51.03965","59.73465","68.25575","78.0811","90.428","105.7312","133.12045","210.2451","36.43205","55.38715","73.168425","98.0796","171.682775",0,NA,3030.217162,"STP",56.31984,2,86.95,72.78,19.3,30.6,25.9,43.5,2.73,8.825481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","SUR","South America","Suriname",50170,92,51.143,1139,0,2.429,84775.548,155.458,86.419,1924.643,0,4.104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591798,3.612,29.6,6.933,4.229,13767.119,NA,258.314,12.54,7.4,42.9,67.779,3.1,71.68,0.738,NA,NA,NA,NA,"i",217.83,"#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!","#VALUE!",0,NA,15872.61477,"SUR",57.60975,3,217.41,139.11,5.9,31.2,33.8,34.9,NA,52.3030765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","SVK","Europe","Slovakia",569866,6421,6179.714,13644,46,47.143,104357.186,1175.851,1131.665,2498.569,8.424,8.633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5460726,113.128,41.2,15.07,9.167,30155.152,0.7,287.959,7.29,23.1,37.7,NA,5.82,77.54,0.86,NA,NA,NA,NA,"i",678.90997,"207.74646","370.00595","458.26425","534.30217","602.19317","666.68962","740.0119","832.34366","956.58419","1420.95863","288.876205","496.28321","634.441395","786.17778","1188.77141",0,-12.1,26470.60946,"SVK",24.97015,4,851.49,795.44,NA,NA,NA,NA,15.69,4.502202,8.421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","SVN","Europe","Slovenia",383734,3770,3302.857,4959,6,14.857,184600.834,1813.613,1588.888,2385.599,2.886,7.147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2078723,102.619,44.5,19.062,12.93,31400.84,NA,153.493,7.25,20.1,25,NA,4.5,81.32,0.917,NA,NA,NA,NA,"i",1026.3199,"398.21216","583.97608","695.84496","793.34536","887.7668","983.21456","1088.92552","1228.50504","1444.03224","2158.35096","491.09412","744.59516","935.49068","1158.71528","1801.1916",0,NA,28153.03225,"SVN",24.63336,4,1002.28,909.81,NA,NA,NA,NA,19.37,0.142861,9.989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
